SIDO,SIGUNGU,SIGUNGU2,SIG_CD,POP_DEN,YEAR
경기,안산시,상록구,41271,6590.60 ,2012
경기,안산시,단원구,41273,3645.23 ,2012
경기,고양시,덕양구,41281,2395.38 ,2012
경기,고양시,일산동구,41285,4704.76 ,2012
경기,고양시,일산서구,41287,6846.31 ,2012
경기,과천시,,41290,1981.48 ,2012
경기,구리시,,41310,5774.31 ,2012
경기,남양주시,,41360,1308.88 ,2012
경기,오산시,,41370,4686.63 ,2012
경기,시흥시,,41390,2958.67 ,2012
경기,군포시,,41410,7867.14 ,2012
경기,의왕시,,41430,2865.46 ,2012
경기,하남시,,41450,1572.16 ,2012
경기,용인시,처인구,41461,450.22 ,2012
경기,용인시,기흥구,41463,4601.98 ,2012
경기,용인시,수지구,41465,7827.62 ,2012
경기,파주시,,41480,586.03 ,2012
경기,이천시,,41500,444.21 ,2012
경기,안성시,,41550,328.15 ,2012
경기,김포시,,41570,1039.01 ,2012
경기,화성시,,41590,762.05 ,2012
경기,광주시,,41610,639.59 ,2012
경기,양주시,,41630,645.50 ,2012
경기,포천시,,41650,190.61 ,2012
경기,여주시,,41670,180.07 ,2012
경기,연천군,,41800,67.46 ,2012
경기,가평군,,41820,72.07 ,2012
경기,양평군,,41830,116.42 ,2012
강원,춘천시,,42110,244.86 ,2012
강원,원주시,,42130,371.24 ,2012
강원,강릉시,,42150,209.32 ,2012
강원,동해시,,42170,521.08 ,2012
강원,태백시,,42190,163.09 ,2012
강원,속초시,,42210,791.59 ,2012
강원,삼척시,,42230,61.06 ,2012
강원,홍천군,,42720,38.32 ,2012
강원,횡성군,,42730,44.72 ,2012
강원,영월군,,42750,35.61 ,2012
강원,평창군,,42760,29.81 ,2012
강원,정선군,,42770,32.73 ,2012
강원,철원군,,42780,53.93 ,2012
강원,화천군,,42790,27.54 ,2012
강원,양구군,,42800,35.17 ,2012
강원,인제군,,42810,20.03 ,2012
강원,고성군,,42820,45.61 ,2012
강원,양양군,,42830,44.14 ,2012
충북,청주시,서원구,43112,1833.04 ,2012
충북,청주시,청원구,43114,813.93 ,2012
충북,청주시,상당구,43111,444.57 ,2012
충북,청주시,흥덕구,43113,1270.82 ,2012
충북,충주시,,43130,211.91 ,2012
충북,제천시,,43150,155.70 ,2012
충북,보은군,,43720,58.95 ,2012
충북,옥천군,,43730,99.14 ,2012
충북,영동군,,43740,59.92 ,2012
충북,증평군,,43745,418.91 ,2012
충북,진천군,,43750,155.82 ,2012
충북,괴산군,,43760,44.80 ,2012
충북,음성군,,43770,178.70 ,2012
충북,단양군,,43800,40.02 ,2012
충남,당진시,,44270,223.21 ,2012
충남,천안시,동남구,44131,588.26 ,2012
충남,천안시,서북구,44133,1639.71 ,2012
충남,공주시,,44150,135.72 ,2012
충남,보령시,,44180,185.41 ,2012
충남,아산시,,44200,517.33 ,2012
충남,서산시,,44210,220.46 ,2012
충남,논산시,,44230,228.28 ,2012
충남,계룡시,,44250,684.41 ,2012
충남,금산군,,44710,96.61 ,2012
충남,부여군,,44760,117.30 ,2012
충남,서천군,,44770,164.56 ,2012
충남,청양군,,44790,66.96 ,2012
충남,홍성군,,44800,199.15 ,2012
충남,예산군,,44810,158.35 ,2012
충남,태안군,,44825,121.18 ,2012
전북,전주시,완산구,45111,3822.02 ,2012
전북,전주시,덕진구,45113,2571.25 ,2012
전북,군산시,,45130,704.92 ,2012
전북,익산시,,45140,604.94 ,2012
전북,정읍시,,45180,172.34 ,2012
전북,남원시,,45190,115.63 ,2012
전북,김제시,,45210,169.42 ,2012
전북,완주군,,45710,104.98 ,2012
전북,진안군,,45720,34.17 ,2012
전북,무주군,,45730,40.07 ,2012
전북,장수군,,45740,43.49 ,2012
전북,임실군,,45750,50.16 ,2012
전북,순창군,,45770,60.60 ,2012
전북,고창군,,45790,99.45 ,2012
전북,부안군,,45800,119.39 ,2012
전남,목포시,,46110,4881.50 ,2012
전남,여수시,,46130,579.99 ,2012
전남,순천시,,46150,300.79 ,2012
전남,나주시,,46170,144.70 ,2012
전남,광양시,,46230,328.70 ,2012
전남,담양군,,46710,104.63 ,2012
전남,곡성군,,46720,56.40 ,2012
전남,구례군,,46730,61.09 ,2012
전남,고흥군,,46770,92.16 ,2012
전남,보성군,,46780,70.91 ,2012
전남,화순군,,46790,86.90 ,2012
전남,장흥군,,46800,68.56 ,2012
전남,강진군,,46810,80.40 ,2012
전남,해남군,,46820,77.16 ,2012
전남,영암군,,46830,99.42 ,2012
전남,무안군,,46840,168.71 ,2012
전남,함평군,,46860,91.21 ,2012
전남,영광군,,46870,120.46 ,2012
전남,장성군,,46880,89.28 ,2012
전남,완도군,,46890,135.96 ,2012
전남,진도군,,46900,75.49 ,2012
전남,신안군,,46910,66.97 ,2012
경북,포항시,남구,47111,638.28 ,2012
경북,포항시,북구,47113,363.60 ,2012
경북,경주시,,47130,199.38 ,2012
경북,김천시,,47150,134.28 ,2012
경북,안동시,,47170,110.59 ,2012
경북,구미시,,47190,677.50 ,2012
경북,영주시,,47210,169.72 ,2012
경북,영천시,,47230,110.74 ,2012
경북,상주시,,47250,83.03 ,2012
경북,문경시,,47280,83.26 ,2012
경북,경산시,,47290,598.27 ,2012
경북,군위군,,47720,39.27 ,2012
경북,의성군,,47730,48.53 ,2012
경북,청송군,,47750,31.30 ,2012
경북,영양군,,47760,22.34 ,2012
경북,영덕군,,47770,54.32 ,2012
경북,청도군,,47820,63.36 ,2012
경북,고령군,,47830,92.02 ,2012
경북,성주군,,47840,73.24 ,2012
경북,칠곡군,,47850,265.63 ,2012
경북,예천군,,47900,69.62 ,2012
경북,봉화군,,47920,28.24 ,2012
경북,울진군,,47930,52.40 ,2012
경북,울릉군,,47940,146.48 ,2012
경남,창원시,의창구,48121,1209.26 ,2012
경남,창원시,성산구,48123,3005.31 ,2012
경남,창원시,마산합포구,48125,772.41 ,2012
경남,창원시,마산회원구,48127,2444.07 ,2012
경남,창원시,진해구,48129,1504.15 ,2012
경남,진주시,,48170,473.13 ,2012
경남,통영시,,48220,582.50 ,2012
경남,사천시,,48240,289.30 ,2012
경남,김해시,,48250,1109.01 ,2012
경남,밀양시,,48270,136.19 ,2012
경남,거제시,,48310,589.36 ,2012
경남,양산시,,48330,557.25 ,2012
경남,의령군,,48720,62.80 ,2012
경남,함안군,,48730,161.74 ,2012
경남,창녕군,,48740,118.18 ,2012
경남,고성군,,48820,109.92 ,2012
경남,남해군,,48840,134.87 ,2012
경남,하동군,,48850,75.24 ,2012
경남,산청군,,48860,44.90 ,2012
경남,함양군,,48870,56.12 ,2012
경남,거창군,,48880,78.57 ,2012
경남,합천군,,48890,51.12 ,2012
제주,제주시,,50110,439.17 ,2012
제주,서귀포시,,50130,176.88 ,2012
서울,종로구,,11110,6695.47 ,2013
서울,중구,,11140,13098.82 ,2013
서울,용산구,,11170,10962.67 ,2013
서울,성동구,,11200,17760.80 ,2013
서울,광진구,,11215,21622.31 ,2013
서울,동대문구,,11230,25633.55 ,2013
서울,중랑구,,11260,22533.03 ,2013
서울,성북구,,11290,19390.74 ,2013
서울,강북구,,11305,14353.77 ,2013
서울,도봉구,,11320,17320.45 ,2013
서울,노원구,,11350,16663.34 ,2013
서울,은평구,,11380,16957.10 ,2013
서울,서대문구,,11410,17839.63 ,2013
서울,마포구,,11440,16019.01 ,2013
서울,양천구,,11470,28300.43 ,2013
서울,강서구,,11500,13736.62 ,2013
서울,구로구,,11530,21122.80 ,2013
서울,금천구,,11545,18516.49 ,2013
서울,영등포구,,11560,15755.85 ,2013
서울,동작구,,11590,25120.35 ,2013
서울,관악구,,11620,17518.90 ,2013
서울,서초구,,11650,9398.85 ,2013
서울,강남구,,11680,14268.01 ,2013
서울,송파구,,11710,19731.92 ,2013
서울,강동구,,11740,19659.78 ,2013
부산,중구,,26110,16753.70 ,2013
부산,서구,,26140,8529.08 ,2013
부산,동구,,26170,9864.82 ,2013
부산,영도구,,26200,9612.68 ,2013
부산,부산진구,,26230,13126.02 ,2013
부산,동래구,,26260,16633.90 ,2013
부산,남구,,26290,10883.68 ,2013
부산,북구,,26320,7867.79 ,2013
부산,해운대구,,26350,8268.10 ,2013
부산,사하구,,26380,8366.90 ,2013
부산,금정구,,26410,3884.51 ,2013
부산,강서구,,26440,384.69 ,2013
부산,연제구,,26470,17326.77 ,2013
부산,수영구,,26500,17157.32 ,2013
부산,사상구,,26530,6838.91 ,2013
부산,기장군,,26710,607.04 ,2013
대구,중구,,27110,10806.00 ,2013
대구,동구,,27140,1887.31 ,2013
대구,서구,,27170,12412.67 ,2013
대구,남구,,27200,9524.46 ,2013
대구,북구,,27230,4723.27 ,2013
대구,수성구,,27260,6028.96 ,2013
대구,달서구,,27290,9790.62 ,2013
대구,달성군,,27710,432.17 ,2013
인천,중구,,28110,820.90 ,2013
인천,동구,,28140,10444.34 ,2013
인천,남구,,28170,16559.31 ,2013
인천,연수구,,28185,6590.22 ,2013
인천,남동구,,28200,8893.67 ,2013
인천,부평구,,28237,17404.46 ,2013
인천,계양구,,28245,7544.72 ,2013
인천,서구,,28260,4298.33 ,2013
인천,강화군,,28710,162.24 ,2013
인천,옹진군,,28720,120.29 ,2013
광주,동구,,29110,2094.01 ,2013
광주,서구,,29140,6597.16 ,2013
광주,남구,,29155,3545.46 ,2013
광주,북구,,29170,3703.17 ,2013
광주,광산구,,29200,1762.58 ,2013
대전,동구,,30110,1833.96 ,2013
대전,중구,,30140,4263.76 ,2013
대전,서구,,30170,5225.73 ,2013
대전,유성구,,30200,1771.03 ,2013
대전,대덕구,,30230,2975.50 ,2013
울산,중구,,31110,6340.13 ,2013
울산,남구,,31140,4801.69 ,2013
울산,동구,,31170,4953.13 ,2013
울산,북구,,31200,1180.23 ,2013
울산,울주군,,31710,275.48 ,2013
세종,세종시,,36110,262.75 ,2013
경기,수원시,장안구,41111,9024.35 ,2013
경기,수원시,권선구,41113,7032.78 ,2013
경기,수원시,팔달구,41115,15929.96 ,2013
경기,수원시,영통구,41117,11226.44 ,2013
경기,성남시,수정구,41131,5013.62 ,2013
경기,성남시,중원구,41133,9706.32 ,2013
경기,성남시,분당구,41135,7094.83 ,2013
경기,의정부시,,41150,5285.32 ,2013
경기,안양시,만안구,41171,6848.83 ,2013
경기,안양시,동안구,41173,16312.13 ,2013
경기,부천시,,41190,16163.72 ,2013
경기,광명시,,41210,9168.19 ,2013
경기,평택시,,41220,966.27 ,2013
경기,동두천시,,41250,1019.84 ,2013
경기,안산시,상록구,41271,6596.90 ,2013
경기,안산시,단원구,41273,3618.39 ,2013
경기,고양시,덕양구,41281,2479.48 ,2013
경기,고양시,일산동구,41285,4738.38 ,2013
경기,고양시,일산서구,41287,6956.56 ,2013
경기,과천시,,41290,1967.80 ,2013
경기,구리시,,41310,5694.19 ,2013
경기,남양주시,,41360,1349.85 ,2013
경기,오산시,,41370,4808.14 ,2013
경기,시흥시,,41390,2938.68 ,2013
경기,군포시,,41410,7853.68 ,2013
경기,의왕시,,41430,2959.22 ,2013
경기,하남시,,41450,1559.62 ,2013
경기,용인시,처인구,41461,455.36 ,2013
경기,용인시,기흥구,41463,4813.83 ,2013
경기,용인시,수지구,41465,7966.91 ,2013
경기,파주시,,41480,597.11 ,2013
경기,이천시,,41500,445.38 ,2013
경기,안성시,,41550,329.16 ,2013
경기,김포시,,41570,1128.95 ,2013
경기,화성시,,41590,768.86 ,2013
경기,광주시,,41610,665.20 ,2013
경기,양주시,,41630,641.64 ,2013
경기,포천시,,41650,189.43 ,2013
경기,여주시,,41670,179.75 ,2013
경기,연천군,,41800,67.49 ,2013
경기,가평군,,41820,72.33 ,2013
경기,양평군,,41830,118.05 ,2013
강원,춘천시,,42110,245.84 ,2013
강원,원주시,,42130,372.34 ,2013
강원,강릉시,,42150,208.39 ,2013
강원,동해시,,42170,528.00 ,2013
강원,태백시,,42190,160.80 ,2013
강원,속초시,,42210,786.82 ,2013
강원,삼척시,,42230,61.54 ,2013
강원,홍천군,,42720,38.82 ,2013
강원,횡성군,,42730,45.04 ,2013
강원,영월군,,42750,35.61 ,2013
강원,평창군,,42760,29.83 ,2013
강원,정선군,,42770,32.78 ,2013
강원,철원군,,42780,53.37 ,2013
강원,화천군,,42790,27.59 ,2013
강원,양구군,,42800,35.65 ,2013
강원,인제군,,42810,19.77 ,2013
강원,고성군,,42820,45.99 ,2013
강원,양양군,,42830,43.91 ,2013
충북,청주시,서원구,43112,1833.04 ,2013
충북,청주시,청원구,43114,813.93 ,2013
충북,청주시,상당구,43111,444.57 ,2013
충북,청주시,흥덕구,43113,1270.82 ,2013
충북,충주시,,43130,211.57 ,2013
충북,제천시,,43150,155.31 ,2013
충북,보은군,,43720,58.74 ,2013
충북,옥천군,,43730,98.24 ,2013
충북,영동군,,43740,59.77 ,2013
충북,증평군,,43745,422.17 ,2013
충북,진천군,,43750,158.64 ,2013
충북,괴산군,,43760,45.18 ,2013
충북,음성군,,43770,179.71 ,2013
충북,단양군,,43800,39.91 ,2013
충남,당진시,,44270,229.50 ,2013
충남,천안시,동남구,44131,594.36 ,2013
충남,천안시,서북구,44133,1672.13 ,2013
충남,공주시,,44150,134.64 ,2013
충남,보령시,,44180,184.30 ,2013
충남,아산시,,44200,529.48 ,2013
충남,서산시,,44210,223.87 ,2013
충남,논산시,,44230,226.83 ,2013
충남,계룡시,,44250,674.62 ,2013
충남,금산군,,44710,96.13 ,2013
충남,부여군,,44760,116.20 ,2013
충남,서천군,,44770,163.18 ,2013
충남,청양군,,44790,67.10 ,2013
충남,홍성군,,44800,202.04 ,2013
충남,예산군,,44810,157.11 ,2013
충남,태안군,,44825,120.93 ,2013
전북,전주시,완산구,45111,3841.03 ,2013
전북,전주시,덕진구,45113,2581.66 ,2013
전북,군산시,,45130,704.87 ,2013
전북,익산시,,45140,605.08 ,2013
전북,정읍시,,45180,170.80 ,2013
전북,남원시,,45190,114.94 ,2013
전북,김제시,,45210,167.43 ,2013
전북,완주군,,45710,105.92 ,2013
전북,진안군,,45720,33.84 ,2013
전북,무주군,,45730,40.20 ,2013
전북,장수군,,45740,43.58 ,2013
전북,임실군,,45750,49.80 ,2013
전북,순창군,,45770,61.04 ,2013
전북,고창군,,45790,99.56 ,2013
전북,부안군,,45800,119.99 ,2013
전남,목포시,,46110,4762.04 ,2013
전남,여수시,,46130,577.75 ,2013
전남,순천시,,46150,302.79 ,2013
전남,나주시,,46170,144.20 ,2013
전남,광양시,,46230,329.57 ,2013
전남,담양군,,46710,104.09 ,2013
전남,곡성군,,46720,56.64 ,2013
전남,구례군,,46730,61.18 ,2013
전남,고흥군,,46770,87.49 ,2013
전남,보성군,,46780,69.91 ,2013
전남,화순군,,46790,86.20 ,2013
전남,장흥군,,46800,69.09 ,2013
전남,강진군,,46810,80.01 ,2013
전남,해남군,,46820,76.68 ,2013
전남,영암군,,46830,97.87 ,2013
전남,무안군,,46840,176.79 ,2013
전남,함평군,,46860,90.78 ,2013
전남,영광군,,46870,121.31 ,2013
전남,장성군,,46880,89.31 ,2013
전남,완도군,,46890,135.30 ,2013
전남,진도군,,46900,74.97 ,2013
전남,신안군,,46910,67.35 ,2013
경북,포항시,남구,47111,633.92 ,2013
경북,포항시,북구,47113,366.56 ,2013
경북,경주시,,47130,198.78 ,2013
경북,김천시,,47150,134.04 ,2013
경북,안동시,,47170,110.69 ,2013
경북,구미시,,47190,681.57 ,2013
경북,영주시,,47210,168.32 ,2013
경북,영천시,,47230,109.61 ,2013
경북,상주시,,47250,82.36 ,2013
경북,문경시,,47280,83.00 ,2013
경북,경산시,,47290,604.34 ,2013
경북,군위군,,47720,39.35 ,2013
경북,의성군,,47730,47.71 ,2013
경북,청송군,,47750,31.29 ,2013
경북,영양군,,47760,22.45 ,2013
경북,영덕군,,47770,54.17 ,2013
경북,청도군,,47820,63.11 ,2013
경북,고령군,,47830,91.64 ,2013
경북,성주군,,47840,73.14 ,2013
경북,칠곡군,,47850,268.71 ,2013
경북,예천군,,47900,68.93 ,2013
경북,봉화군,,47920,28.21 ,2013
경북,울진군,,47930,52.51 ,2013
경북,울릉군,,47940,144.44 ,2013
경남,창원시,의창구,48121,1211.26 ,2013
경남,창원시,성산구,48123,2955.65 ,2013
경남,창원시,마산합포구,48125,761.97 ,2013
경남,창원시,마산회원구,48127,2423.87 ,2013
경남,창원시,진해구,48129,1486.47 ,2013
경남,진주시,,48170,472.78 ,2013
경남,통영시,,48220,584.06 ,2013
경남,사천시,,48240,293.16 ,2013
경남,김해시,,48250,1126.66 ,2013
경남,밀양시,,48270,135.67 ,2013
경남,거제시,,48310,602.10 ,2013
경남,양산시,,48330,576.01 ,2013
경남,의령군,,48720,60.92 ,2013
경남,함안군,,48730,162.41 ,2013
경남,창녕군,,48740,119.08 ,2013
경남,고성군,,48820,108.89 ,2013
경남,남해군,,48840,132.14 ,2013
경남,하동군,,48850,74.28 ,2013
경남,산청군,,48860,45.21 ,2013
경남,함양군,,48870,56.09 ,2013
경남,거창군,,48880,78.66 ,2013
경남,합천군,,48890,51.13 ,2013
제주,제주시,,50110,447.87 ,2013
제주,서귀포시,,50130,178.71 ,2013
서울,종로구,,11110,6565.18 ,2014
서울,중구,,11140,12857.70 ,2014
서울,용산구,,11170,10789.39 ,2014
서울,성동구,,11200,17564.58 ,2014
서울,광진구,,11215,21295.31 ,2014
서울,동대문구,,11230,25592.13 ,2014
서울,중랑구,,11260,22645.13 ,2014
서울,성북구,,11290,18989.17 ,2014
서울,강북구,,11305,14197.85 ,2014
서울,도봉구,,11320,17086.54 ,2014
서울,노원구,,11350,16439.59 ,2014
서울,은평구,,11380,16787.96 ,2014
서울,서대문구,,11410,17629.13 ,2014
서울,마포구,,11440,16170.61 ,2014
서울,양천구,,11470,27937.83 ,2014
서울,강서구,,11500,14124.97 ,2014
서울,구로구,,11530,21165.72 ,2014
서울,금천구,,11545,18315.24 ,2014
서울,영등포구,,11560,15587.45 ,2014
서울,동작구,,11590,24915.79 ,2014
서울,관악구,,11620,17356.51 ,2014
서울,서초구,,11650,9567.24 ,2014
서울,강남구,,11680,14635.37 ,2014
서울,송파구,,11710,19622.61 ,2014
서울,강동구,,11740,19384.34 ,2014
부산,중구,,26110,16538.50 ,2014
부산,서구,,26140,8477.42 ,2014
부산,동구,,26170,9716.59 ,2014
부산,영도구,,26200,9336.34 ,2014
부산,부산진구,,26230,13045.01 ,2014
부산,동래구,,26260,16590.79 ,2014
부산,남구,,26290,10704.80 ,2014
부산,북구,,26320,7798.18 ,2014
부산,해운대구,,26350,8229.27 ,2014
부산,사하구,,26380,8225.05 ,2014
부산,금정구,,26410,3828.02 ,2014
부산,강서구,,26440,438.68 ,2014
부산,연제구,,26470,17220.44 ,2014
부산,수영구,,26500,17488.68 ,2014
부산,사상구,,26530,6732.25 ,2014
부산,기장군,,26710,663.00 ,2014
대구,중구,,27110,11170.66 ,2014
대구,동구,,27140,1910.13 ,2014
대구,서구,,27170,12165.06 ,2014
대구,남구,,27200,9376.94 ,2014
대구,북구,,27230,4723.58 ,2014
대구,수성구,,27260,5969.99 ,2014
대구,달서구,,27290,9727.71 ,2014
대구,달성군,,27710,433.36 ,2014
인천,중구,,28110,840.34 ,2014
인천,동구,,28140,10287.59 ,2014
인천,남구,,28170,16436.59 ,2014
인천,연수구,,28185,6332.14 ,2014
인천,남동구,,28200,9023.96 ,2014
인천,부평구,,28237,17404.80 ,2014
인천,계양구,,28245,7451.13 ,2014
인천,서구,,28260,,2014
인천,강화군,,28710,163.13 ,2014
인천,옹진군,,28720,120.30 ,2014
광주,동구,,29110,2048.21 ,2014
광주,서구,,29140,6494.02 ,2014
광주,남구,,29155,3604.16 ,2014
광주,북구,,29170,3721.36 ,2014
광주,광산구,,29200,1782.37 ,2014
대전,동구,,30110,1796.49 ,2014
대전,중구,,30140,4203.04 ,2014
대전,서구,,30170,4307.86 ,2014
대전,유성구,,30200,1857.06 ,2014
대전,대덕구,,30230,2934.51 ,2014
울산,중구,,31110,6453.17 ,2014
울산,남구,,31140,4764.21 ,2014
울산,동구,,31170,4903.06 ,2014
울산,북구,,31200,1199.64 ,2014
울산,울주군,,31710,283.07 ,2014
세종,세종시,,36110,335.83 ,2014
경기,수원시,장안구,41111,9033.10 ,2014
경기,수원시,권선구,41113,7204.39 ,2014
경기,수원시,팔달구,41115,15826.63 ,2014
경기,수원시,영통구,41117,11913.05 ,2014
경기,성남시,수정구,41131,4911.76 ,2014
경기,성남시,중원구,41133,3611.53 ,2014
경기,성남시,분당구,41135,18896.28 ,2014
경기,의정부시,,41150,5286.95 ,2014
경기,안양시,만안구,41171,6767.57 ,2014
경기,안양시,동안구,41173,16121.12 ,2014
경기,부천시,,41190,16011.98 ,2014
경기,광명시,,41210,9049.21 ,2014
경기,평택시,,41220,982.69 ,2014
경기,동두천시,,41250,1020.22 ,2014
경기,안산시,상록구,41271,6578.30 ,2014
경기,안산시,단원구,41273,3566.65 ,2014
경기,고양시,덕양구,41281,2563.57 ,2014
경기,고양시,일산동구,41285,4742.01 ,2014
경기,고양시,일산서구,41287,6989.47 ,2014
경기,과천시,,41290,1956.01 ,2014
경기,구리시,,41310,5608.29 ,2014
경기,남양주시,,41360,1388.91 ,2014
경기,오산시,,41370,4880.51 ,2014
경기,시흥시,,41390,2922.02 ,2014
경기,군포시,,41410,7921.06 ,2014
경기,의왕시,,41430,2935.63 ,2014
경기,하남시,,41450,1600.50 ,2014
경기,용인시,처인구,41461,467.09 ,2014
경기,용인시,기흥구,41463,4924.50 ,2014
경기,용인시,수지구,41465,8086.17 ,2014
경기,파주시,,41480,611.42 ,2014
경기,이천시,,41500,444.37 ,2014
경기,안성시,,41550,328.67 ,2014
경기,김포시,,41570,1230.27 ,2014
경기,화성시,,41590,784.25 ,2014
경기,광주시,,41610,693.42 ,2014
경기,양주시,,41630,651.25 ,2014
경기,포천시,,41650,188.46 ,2014
경기,여주시,,41670,181.44 ,2014
경기,연천군,,41800,67.12 ,2014
경기,가평군,,41820,72.56 ,2014
경기,양평군,,41830,120.05 ,2014
강원,춘천시,,42110,247.04 ,2014
강원,원주시,,42130,377.08 ,2014
강원,강릉시,,42150,207.43 ,2014
강원,동해시,,42170,524.77 ,2014
강원,태백시,,42190,159.02 ,2014
강원,속초시,,42210,779.85 ,2014
강원,삼척시,,42230,60.95 ,2014
강원,홍천군,,42720,38.71 ,2014
강원,횡성군,,42730,45.48 ,2014
강원,영월군,,42750,35.64 ,2014
강원,평창군,,42760,29.83 ,2014
강원,정선군,,42770,32.32 ,2014
강원,철원군,,42780,53.51 ,2014
강원,화천군,,42790,29.86 ,2014
강원,양구군,,42800,36.09 ,2014
강원,인제군,,42810,19.74 ,2014
강원,고성군,,42820,45.79 ,2014
강원,양양군,,42830,43.69 ,2014
충북,청주시,서원구,43112,1833.04 ,2014
충북,청주시,청원구,43114,813.93 ,2014
충북,청주시,상당구,43111,444.57 ,2014
충북,청주시,흥덕구,43113,1270.82 ,2014
충북,충주시,,43130,212.01 ,2014
충북,제천시,,43150,154.86 ,2014
충북,보은군,,43720,58.60 ,2014
충북,옥천군,,43730,97.69 ,2014
충북,영동군,,43740,60.08 ,2014
충북,증평군,,43745,424.94 ,2014
충북,진천군,,43750,160.03 ,2014
충북,괴산군,,43760,45.52 ,2014
충북,음성군,,43770,183.22 ,2014
충북,단양군,,43800,39.62 ,2014
충남,당진시,,44270,231.23 ,2014
충남,천안시,동남구,44131,597.04 ,2014
충남,천안시,서북구,44133,1702.69 ,2014
충남,공주시,,44150,131.47 ,2014
충남,보령시,,44180,183.21 ,2014
충남,아산시,,44200,542.18 ,2014
충남,서산시,,44210,226.25 ,2014
충남,논산시,,44230,224.95 ,2014
충남,계룡시,,44250,667.90 ,2014
충남,금산군,,44710,95.59 ,2014
충남,부여군,,44760,114.92 ,2014
충남,서천군,,44770,161.16 ,2014
충남,청양군,,44790,67.29 ,2014
충남,홍성군,,44800,206.92 ,2014
충남,예산군,,44810,156.58 ,2014
충남,태안군,,44825,121.25 ,2014
전북,전주시,완산구,45111,3855.01 ,2014
전북,전주시,덕진구,45113,2596.50 ,2014
전북,군산시,,45130,702.53 ,2014
전북,익산시,,45140,600.39 ,2014
전북,정읍시,,45180,169.15 ,2014
전북,남원시,,45190,113.86 ,2014
전북,김제시,,45210,165.39 ,2014
전북,완주군,,45710,110.08 ,2014
전북,진안군,,45720,33.55 ,2014
전북,무주군,,45730,40.18 ,2014
전북,장수군,,45740,43.76 ,2014
전북,임실군,,45750,50.17 ,2014
전북,순창군,,45770,61.23 ,2014
전북,고창군,,45790,98.86 ,2014
전북,부안군,,45800,116.68 ,2014
전남,목포시,,46110,4720.41 ,2014
전남,여수시,,46130,571.70 ,2014
전남,순천시,,46150,304.47 ,2014
전남,나주시,,46170,149.05 ,2014
전남,광양시,,46230,330.56 ,2014
전남,담양군,,46710,103.68 ,2014
전남,곡성군,,46720,56.14 ,2014
전남,구례군,,46730,61.30 ,2014
전남,고흥군,,46770,86.26 ,2014
전남,보성군,,46780,69.15 ,2014
전남,화순군,,46790,84.86 ,2014
전남,장흥군,,46800,69.39 ,2014
전남,강진군,,46810,79.57 ,2014
전남,해남군,,46820,75.98 ,2014
전남,영암군,,46830,97.52 ,2014
전남,무안군,,46840,181.64 ,2014
전남,함평군,,46860,89.49 ,2014
전남,영광군,,46870,119.67 ,2014
전남,장성군,,46880,89.28 ,2014
전남,완도군,,46890,134.16 ,2014
전남,진도군,,46900,74.40 ,2014
전남,신안군,,46910,66.72 ,2014
경북,포항시,남구,47111,628.65 ,2014
경북,포항시,북구,47113,369.22 ,2014
경북,경주시,,47130,197.42 ,2014
경북,김천시,,47150,134.24 ,2014
경북,안동시,,47170,110.84 ,2014
경북,구미시,,47190,683.04 ,2014
경북,영주시,,47210,165.52 ,2014
경북,영천시,,47230,109.52 ,2014
경북,상주시,,47250,82.00 ,2014
경북,문경시,,47280,83.27 ,2014
경북,경산시,,47290,616.87 ,2014
경북,군위군,,47720,39.35 ,2014
경북,의성군,,47730,46.99 ,2014
경북,청송군,,47750,31.27 ,2014
경북,영양군,,47760,22.32 ,2014
경북,영덕군,,47770,53.42 ,2014
경북,청도군,,47820,63.41 ,2014
경북,고령군,,47830,91.21 ,2014
경북,성주군,,47840,73.01 ,2014
경북,칠곡군,,47850,270.67 ,2014
경북,예천군,,47900,68.21 ,2014
경북,봉화군,,47920,28.32 ,2014
경북,울진군,,47930,52.66 ,2014
경북,울릉군,,47940,140.87 ,2014
경남,창원시,의창구,48121,1222.93 ,2014
경남,창원시,성산구,48123,2900.46 ,2014
경남,창원시,마산합포구,48125,757.23 ,2014
경남,창원시,마산회원구,48127,2365.72 ,2014
경남,창원시,진해구,48129,1483.49 ,2014
경남,진주시,,48170,477.22 ,2014
경남,통영시,,48220,582.11 ,2014
경남,사천시,,48240,292.23 ,2014
경남,김해시,,48250,1137.86 ,2014
경남,밀양시,,48270,134.94 ,2014
경남,거제시,,48310,617.38 ,2014
경남,양산시,,48330,602.28 ,2014
경남,의령군,,48720,60.49 ,2014
경남,함안군,,48730,164.99 ,2014
경남,창녕군,,48740,119.17 ,2014
경남,고성군,,48820,108.01 ,2014
경남,남해군,,48840,130.45 ,2014
경남,하동군,,48850,72.87 ,2014
경남,산청군,,48860,45.10 ,2014
경남,함양군,,48870,55.94 ,2014
경남,거창군,,48880,78.61 ,2014
경남,합천군,,48890,51.30 ,2014
제주,제주시,,50110,458.78 ,2014
제주,서귀포시,,50130,182.04 ,2014
서울,종로구,,11110,6481.27 ,2015
서울,중구,,11140,12623.10 ,2015
서울,용산구,,11170,10671.14 ,2015
서울,성동구,,11200,17615.32 ,2015
서울,광진구,,11215,21119.47 ,2015
서울,동대문구,,11230,25338.90 ,2015
서울,중랑구,,11260,22378.49 ,2015
서울,성북구,,11290,18685.91 ,2015
