SIDO,SIGUNGU,SIGUNGU2,SIG_CD,POP_DEN,YEAR
서울,강북구,,11305,14021.82 ,2015
서울,도봉구,,11320,16959.82 ,2015
서울,노원구,,11350,16214.70 ,2015
서울,은평구,,11380,16762.83 ,2015
서울,서대문구,,11410,17728.47 ,2015
서울,마포구,,11440,16257.26 ,2015
서울,양천구,,11470,27840.78 ,2015
서울,강서구,,11500,14215.89 ,2015
서울,구로구,,11530,20980.02 ,2015
서울,금천구,,11545,18148.15 ,2015
서울,영등포구,,11560,15430.52 ,2015
서울,동작구,,11590,24498.20 ,2015
서울,관악구,,11620,17236.19 ,2015
서울,서초구,,11650,9505.24 ,2015
서울,강남구,,11680,14594.56 ,2015
서울,송파구,,11710,19491.62 ,2015
서울,강동구,,11740,18652.72 ,2015
부산,중구,,26110,16211.94 ,2015
부산,서구,,26140,8318.21 ,2015
부산,동구,,26170,9456.09 ,2015
부산,영도구,,26200,9144.25 ,2015
부산,부산진구,,26230,12855.73 ,2015
부산,동래구,,26260,16402.06 ,2015
부산,남구,,26290,10560.28 ,2015
부산,북구,,26320,7887.40 ,2015
부산,해운대구,,26350,8215.58 ,2015
부산,사하구,,26380,8090.39 ,2015
부산,금정구,,26410,3769.19 ,2015
부산,강서구,,26440,521.24 ,2015
부산,연제구,,26470,17418.64 ,2015
부산,수영구,,26500,17617.10 ,2015
부산,사상구,,26530,6586.07 ,2015
부산,기장군,,26710,701.30 ,2015
대구,중구,,27110,11470.58 ,2015
대구,동구,,27140,1919.56 ,2015
대구,서구,,27170,11891.20 ,2015
대구,남구,,27200,9225.44 ,2015
대구,북구,,27230,4710.50 ,2015
대구,수성구,,27260,5908.36 ,2015
대구,달서구,,27290,9666.76 ,2015
대구,달성군,,27710,451.74 ,2015
인천,중구,,28110,857.89 ,2015
인천,동구,,28140,10091.48 ,2015
인천,남구,,28170,16299.26 ,2015
인천,연수구,,28185,6371.79 ,2015
인천,남동구,,28200,9317.45 ,2015
인천,부평구,,28237,17368.12 ,2015
인천,계양구,,28245,7336.48 ,2015
인천,서구,,28260,4380.84 ,2015
인천,강화군,,28710,164.47 ,2015
인천,옹진군,,28720,121.74 ,2015
광주,동구,,29110,2007.58 ,2015
광주,서구,,29140,6384.11 ,2015
광주,남구,,29155,3629.10 ,2015
광주,북구,,29170,3709.97 ,2015
광주,광산구,,29200,1798.04 ,2015
대전,동구,,30110,1753.20 ,2015
대전,중구,,30140,4122.54 ,2015
대전,서구,,30170,5140.20 ,2015
대전,유성구,,30200,1901.18 ,2015
대전,대덕구,,30230,2865.64 ,2015
울산,중구,,31110,6606.02 ,2015
울산,남구,,31140,4705.46 ,2015
울산,동구,,31170,4855.28 ,2015
울산,북구,,31200,1214.45 ,2015
울산,울주군,,31710,289.65 ,2015
세종,세종시,,36110,453.64 ,2015
경기,수원시,장안구,41111,8967.68 ,2015
경기,수원시,권선구,41113,7441.77 ,2015
경기,수원시,팔달구,41115,15492.25 ,2015
경기,수원시,영통구,41117,12117.40 ,2015
경기,성남시,수정구,41131,4827.31 ,2015
경기,성남시,중원구,41133,9465.03 ,2015
경기,성남시,분당구,41135,7193.02 ,2015
경기,의정부시,,41150,5322.05 ,2015
경기,안양시,만안구,41171,6766.47 ,2015
경기,안양시,동안구,41173,15985.64 ,2015
경기,부천시,,41190,15887.48 ,2015
경기,광명시,,41210,8956.56 ,2015
경기,평택시,,41220,1005.26 ,2015
경기,동두천시,,41250,1024.11 ,2015
경기,안산시,상록구,41271,6543.99 ,2015
경기,안산시,단원구,41273,3430.70 ,2015
경기,고양시,덕양구,41281,2669.33 ,2015
경기,고양시,일산동구,41285,4765.81 ,2015
경기,고양시,일산서구,41287,7046.86 ,2015
경기,과천시,,41290,1922.27 ,2015
경기,구리시,,41310,5605.21 ,2015
경기,남양주시,,41360,1426.68 ,2015
경기,오산시,,41370,4840.25 ,2015
경기,시흥시,,41390,2932.88 ,2015
경기,군포시,,41410,7896.61 ,2015
경기,의왕시,,41430,2921.86 ,2015
경기,하남시,,41450,1792.07 ,2015
경기,용인시,처인구,41461,473.42 ,2015
경기,용인시,기흥구,41463,5009.16 ,2015
경기,용인시,수지구,41465,8201.54 ,2015
경기,파주시,,41480,629.11 ,2015
경기,이천시,,41500,444.19 ,2015
경기,안성시,,41550,325.62 ,2015
경기,김포시,,41570,1265.35 ,2015
경기,화성시,,41590,864.86 ,2015
경기,광주시,,41610,725.15 ,2015
경기,양주시,,41630,661.28 ,2015
경기,포천시,,41650,187.77 ,2015
경기,여주시,,41670,182.53 ,2015
경기,연천군,,41800,67.64 ,2015
경기,가평군,,41820,73.50 ,2015
경기,양평군,,41830,123.41 ,2015
강원,춘천시,,42110,249.02 ,2015
강원,원주시,,42130,383.72 ,2015
강원,강릉시,,42150,206.23 ,2015
강원,동해시,,42170,521.07 ,2015
강원,태백시,,42190,156.52 ,2015
강원,속초시,,42210,775.55 ,2015
강원,삼척시,,42230,59.67 ,2015
강원,홍천군,,42720,38.65 ,2015
강원,횡성군,,42730,45.88 ,2015
강원,영월군,,42750,35.66 ,2015
강원,평창군,,42760,29.72 ,2015
강원,정선군,,42770,32.14 ,2015
강원,철원군,,42780,54.86 ,2015
강원,화천군,,42790,29.73 ,2015
강원,양구군,,42800,36.39 ,2015
강원,인제군,,42810,20.21 ,2015
강원,고성군,,42820,45.47 ,2015
강원,양양군,,42830,43.61 ,2015
충북,청주시,서원구,43112,1794.64 ,2015
충북,청주시,청원구,43114,846.74 ,2015
충북,청주시,상당구,43111,436.25 ,2015
충북,청주시,흥덕구,43113,1277.89 ,2015
충북,충주시,,43130,211.39 ,2015
충북,제천시,,43150,154.09 ,2015
충북,보은군,,43720,58.70 ,2015
충북,옥천군,,43730,97.57 ,2015
충북,영동군,,43740,59.94 ,2015
충북,증평군,,43745,448.23 ,2015
충북,진천군,,43750,166.92 ,2015
충북,괴산군,,43760,46.05 ,2015
충북,음성군,,43770,185.28 ,2015
충북,단양군,,43800,39.38 ,2015
충남,당진시,,44270,234.49 ,2015
충남,천안시,동남구,44131,596.36 ,2015
충남,천안시,서북구,44133,1741.66 ,2015
충남,공주시,,44150,128.74 ,2015
충남,보령시,,44180,183.97 ,2015
충남,아산시,,44200,549.09 ,2015
충남,서산시,,44210,229.50 ,2015
충남,논산시,,44230,223.94 ,2015
충남,계룡시,,44250,687.22 ,2015
충남,금산군,,44710,95.09 ,2015
충남,부여군,,44760,113.98 ,2015
충남,서천군,,44770,158.93 ,2015
충남,청양군,,44790,67.79 ,2015
충남,홍성군,,44800,212.97 ,2015
충남,예산군,,44810,153.87 ,2015
충남,태안군,,44825,123.02 ,2015
전북,전주시,완산구,45111,3864.27 ,2015
전북,전주시,덕진구,45113,2584.55 ,2015
전북,군산시,,45130,703.28 ,2015
전북,익산시,,45140,596.32 ,2015
전북,정읍시,,45180,167.39 ,2015
전북,남원시,,45190,112.81 ,2015
전북,김제시,,45210,162.86 ,2015
전북,완주군,,45710,116.09 ,2015
전북,진안군,,45720,33.20 ,2015
전북,무주군,,45730,39.91 ,2015
전북,장수군,,45740,43.65 ,2015
전북,임실군,,45750,50.68 ,2015
전북,순창군,,45770,60.99 ,2015
전북,고창군,,45790,98.78 ,2015
전북,부안군,,45800,115.39 ,2015
전남,목포시,,46110,4621.68 ,2015
전남,여수시,,46130,570.21 ,2015
전남,순천시,,46150,306.20 ,2015
전남,나주시,,46170,161.39 ,2015
전남,광양시,,46230,332.26 ,2015
전남,담양군,,46710,103.31 ,2015
전남,곡성군,,46720,56.03 ,2015
전남,구례군,,46730,61.61 ,2015
전남,고흥군,,46770,84.97 ,2015
전남,보성군,,46780,68.32 ,2015
전남,화순군,,46790,83.68 ,2015
전남,장흥군,,46800,69.90 ,2015
전남,강진군,,46810,77.37 ,2015
전남,해남군,,46820,75.20 ,2015
전남,영암군,,46830,96.34 ,2015
전남,무안군,,46840,182.85 ,2015
전남,함평군,,46860,88.94 ,2015
전남,영광군,,46870,118.47 ,2015
전남,장성군,,46880,89.42 ,2015
전남,완도군,,46890,133.73 ,2015
전남,진도군,,46900,73.79 ,2015
전남,신안군,,46910,66.02 ,2015
경북,포항시,남구,47111,625.57 ,2015
경북,포항시,북구,47113,371.11 ,2015
경북,경주시,,47130,196.07 ,2015
경북,김천시,,47150,138.85 ,2015
경북,안동시,,47170,111.19 ,2015
경북,구미시,,47190,682.36 ,2015
경북,영주시,,47210,163.93 ,2015
경북,영천시,,47230,109.48 ,2015
경북,상주시,,47250,81.59 ,2015
경북,문경시,,47280,83.12 ,2015
경북,경산시,,47290,623.92 ,2015
경북,군위군,,47720,39.28 ,2015
경북,의성군,,47730,46.36 ,2015
경북,청송군,,47750,31.18 ,2015
경북,영양군,,47760,21.95 ,2015
경북,영덕군,,47770,52.88 ,2015
경북,청도군,,47820,63.02 ,2015
경북,고령군,,47830,90.07 ,2015
경북,성주군,,47840,73.09 ,2015
경북,칠곡군,,47850,272.39 ,2015
경북,예천군,,47900,67.55 ,2015
경북,봉화군,,47920,28.13 ,2015
경북,울진군,,47930,52.44 ,2015
경북,울릉군,,47940,139.34 ,2015
경남,창원시,의창구,48121,1214.50 ,2015
경남,창원시,성산구,48123,2851.61 ,2015
경남,창원시,마산합포구,48125,753.71 ,2015
경남,창원시,마산회원구,48127,2338.08 ,2015
경남,창원시,진해구,48129,1513.94 ,2015
경남,진주시,,48170,483.09 ,2015
경남,통영시,,48220,580.44 ,2015
경남,사천시,,48240,289.63 ,2015
경남,김해시,,48250,1141.38 ,2015
경남,밀양시,,48270,135.10 ,2015
경남,거제시,,48310,635.91 ,2015
경남,양산시,,48330,620.66 ,2015
경남,의령군,,48720,59.11 ,2015
경남,함안군,,48730,166.00 ,2015
경남,창녕군,,48740,119.76 ,2015
경남,고성군,,48820,106.79 ,2015
경남,남해군,,48840,128.28 ,2015
경남,하동군,,48850,74.39 ,2015
경남,산청군,,48860,45.38 ,2015
경남,함양군,,48870,55.60 ,2015
경남,거창군,,48880,78.73 ,2015
경남,합천군,,48890,49.97 ,2015
제주,제주시,,50110,470.03 ,2015
제주,서귀포시,,50130,188.94 ,2015
서울,종로구,,11110,6387.23 ,2016
서울,중구,,11140,12574.03 ,2016
서울,용산구,,11170,10529.37 ,2016
서울,성동구,,11200,17749.54 ,2016
서울,광진구,,11215,20934.78 ,2016
서울,동대문구,,11230,24978.13 ,2016
서울,중랑구,,11260,22221.58 ,2016
서울,성북구,,11290,18323.01 ,2016
서울,강북구,,11305,13866.00 ,2016
서울,도봉구,,11320,16848.34 ,2016
서울,노원구,,11350,16016.20 ,2016
서울,은평구,,11380,16545.46 ,2016
서울,서대문구,,11410,17843.08 ,2016
서울,마포구,,11440,15932.65 ,2016
서울,양천구,,11470,27445.51 ,2016
서울,강서구,,11500,14370.95 ,2016
서울,구로구,,11530,20754.36 ,2016
서울,금천구,,11545,18079.77 ,2016
서울,영등포구,,11560,15108.78 ,2016
서울,동작구,,11590,24519.55 ,2016
서울,관악구,,11620,17141.46 ,2016
서울,서초구,,11650,9518.36 ,2016
서울,강남구,,11680,14356.87 ,2016
서울,송파구,,11710,19418.48 ,2016
서울,강동구,,11740,18063.48 ,2016
부산,중구,,26110,15996.80 ,2016
부산,서구,,26140,8093.84 ,2016
부산,동구,,26170,9225.81 ,2016
부산,영도구,,26200,8902.03 ,2016
부산,부산진구,,26230,12685.28 ,2016
부산,동래구,,26260,16396.56 ,2016
부산,남구,,26290,10398.67 ,2016
부산,북구,,26320,7880.23 ,2016
부산,해운대구,,26350,8156.82 ,2016
부산,사하구,,26380,8014.08 ,2016
부산,금정구,,26410,3747.70 ,2016
부산,강서구,,26440,600.10 ,2016
부산,연제구,,26470,17130.82 ,2016
부산,수영구,,26500,17570.72 ,2016
부산,사상구,,26530,6450.00 ,2016
부산,기장군,,26710,726.19 ,2016
대구,중구,,27110,11299.17 ,2016
대구,동구,,27140,1928.56 ,2016
대구,서구,,27170,11513.19 ,2016
대구,남구,,27200,8972.28 ,2016
대구,북구,,27230,4681.31 ,2016
대구,수성구,,27260,5845.85 ,2016
대구,달서구,,27290,9494.60 ,2016
대구,달성군,,27710,511.55 ,2016
인천,중구,,28110,822.11 ,2016
인천,동구,,28140,9874.97 ,2016
인천,남구,,28170,16792.15 ,2016
인천,연수구,,28185,5980.82 ,2016
인천,남동구,,28200,9306.99 ,2016
인천,부평구,,28237,17176.87 ,2016
인천,계양구,,28245,7247.60 ,2016
인천,서구,,28260,4368.87 ,2016
인천,강화군,,28710,165.30 ,2016
인천,옹진군,,28720,123.79 ,2016
광주,동구,,29110,1942.27 ,2016
광주,서구,,29140,6479.79 ,2016
광주,남구,,29155,3603.24 ,2016
광주,북구,,29170,3666.11 ,2016
광주,광산구,,29200,1808.53 ,2016
대전,동구,,30110,1719.28 ,2016
대전,중구,,30140,4062.97 ,2016
대전,서구,,30170,5141.62 ,2016
대전,유성구,,30200,1946.13 ,2016
대전,대덕구,,30230,2805.44 ,2016
울산,중구,,31110,6553.34 ,2016
울산,남구,,31140,4664.41 ,2016
울산,동구,,31170,4842.66 ,2016
울산,북구,,31200,1241.26 ,2016
울산,울주군,,31710,289.49 ,2016
세종,세종시,,36110,522.83 ,2016
경기,수원시,장안구,41111,8891.64 ,2016
경기,수원시,권선구,41113,7597.35 ,2016
경기,수원시,팔달구,41115,15440.52 ,2016
경기,수원시,영통구,41117,12306.68 ,2016
경기,성남시,수정구,41131,5119.96 ,2016
경기,성남시,중원구,41133,9007.45 ,2016
경기,성남시,분당구,41135,7220.79 ,2016
경기,의정부시,,41150,5377.26 ,2016
경기,안양시,만안구,41171,6900.21 ,2016
경기,안양시,동안구,41173,15735.73 ,2016
경기,부천시,,41190,15931.55 ,2016
경기,광명시,,41210,8813.67 ,2016
경기,평택시,,41220,1027.83 ,2016
경기,동두천시,,41250,1027.21 ,2016
경기,안산시,상록구,41271,6480.66 ,2016
경기,안산시,단원구,41273,3262.88 ,2016
경기,고양시,덕양구,41281,2694.75 ,2016
경기,고양시,일산동구,41285,4881.48 ,2016
경기,고양시,일산서구,41287,7068.70 ,2016
경기,과천시,,41290,1778.15 ,2016
경기,구리시,,41310,5816.86 ,2016
경기,남양주시,,41360,1445.59 ,2016
경기,오산시,,41370,4883.41 ,2016
경기,시흥시,,41390,2966.87 ,2016
경기,군포시,,41410,7824.06 ,2016
경기,의왕시,,41430,2903.59 ,2016
경기,하남시,,41450,2269.22 ,2016
경기,용인시,처인구,41461,483.64 ,2016
경기,용인시,기흥구,41463,5107.11 ,2016
경기,용인시,수지구,41465,8263.24 ,2016
경기,파주시,,41480,640.25 ,2016
경기,이천시,,41500,455.93 ,2016
경기,안성시,,41550,330.50 ,2016
경기,김포시,,41570,1313.98 ,2016
경기,화성시,,41590,923.58 ,2016
경기,광주시,,41610,760.33 ,2016
경기,양주시,,41630,662.23 ,2016
경기,포천시,,41650,187.24 ,2016
경기,여주시,,41670,183.38 ,2016
경기,연천군,,41800,67.88 ,2016
경기,가평군,,41820,74.02 ,2016
경기,양평군,,41830,126.89 ,2016
강원,춘천시,,42110,251.44 ,2016
강원,원주시,,42130,389.25 ,2016
강원,강릉시,,42150,205.55 ,2016
강원,동해시,,42170,517.72 ,2016
강원,태백시,,42190,155.10 ,2016
강원,속초시,,42210,773.69 ,2016
강원,삼척시,,42230,58.63 ,2016
강원,홍천군,,42720,38.50 ,2016
강원,횡성군,,42730,46.09 ,2016
강원,영월군,,42750,35.54 ,2016
강원,평창군,,42760,29.59 ,2016
강원,정선군,,42770,31.74 ,2016
강원,철원군,,42780,53.98 ,2016
강원,화천군,,42790,28.90 ,2016
강원,양구군,,42800,36.28 ,2016
강원,인제군,,42810,19.89 ,2016
강원,고성군,,42820,45.55 ,2016
강원,양양군,,42830,43.20 ,2016
충북,청주시,서원구,43112,1770.57 ,2016
충북,청주시,청원구,43114,887.66 ,2016
충북,청주시,상당구,43111,429.52 ,2016
충북,청주시,흥덕구,43113,1278.45 ,2016
충북,충주시,,43130,211.83 ,2016
충북,제천시,,43150,154.51 ,2016
충북,보은군,,43720,58.57 ,2016
충북,옥천군,,43730,97.31 ,2016
충북,영동군,,43740,59.77 ,2016
충북,증평군,,43745,456.06 ,2016
충북,진천군,,43750,171.77 ,2016
충북,괴산군,,43760,46.28 ,2016
충북,음성군,,43770,187.96 ,2016
충북,단양군,,43800,39.05 ,2016
충남,당진시,,44270,236.60 ,2016
충남,천안시,동남구,44131,590.65 ,2016
충남,천안시,서북구,44133,1816.06 ,2016
충남,공주시,,44150,127.21 ,2016
충남,보령시,,44180,181.03 ,2016
충남,아산시,,44200,558.66 ,2016
충남,서산시,,44210,230.42 ,2016
충남,논산시,,44230,222.11 ,2016
충남,계룡시,,44250,702.11 ,2016
충남,금산군,,44710,94.62 ,2016
충남,부여군,,44760,112.38 ,2016
충남,서천군,,44770,153.20 ,2016
충남,청양군,,44790,68.35 ,2016
충남,홍성군,,44800,225.17 ,2016
충남,예산군,,44810,149.90 ,2016
충남,태안군,,44825,123.89 ,2016
전북,전주시,완산구,45111,3824.64 ,2016
전북,전주시,덕진구,45113,2613.58 ,2016
전북,군산시,,45130,700.59 ,2016
전북,익산시,,45140,593.21 ,2016
전북,정읍시,,45180,166.23 ,2016
전북,남원시,,45190,111.92 ,2016
전북,김제시,,45210,160.81 ,2016
전북,완주군,,45710,116.30 ,2016
전북,진안군,,45720,33.04 ,2016
전북,무주군,,45730,39.49 ,2016
전북,장수군,,45740,44.31 ,2016
전북,임실군,,45750,50.55 ,2016
전북,순창군,,45770,60.38 ,2016
전북,고창군,,45790,99.69 ,2016
전북,부안군,,45800,115.50 ,2016
전남,목포시,,46110,4603.53 ,2016
전남,여수시,,46130,566.54 ,2016
전남,순천시,,46150,305.77 ,2016
전남,나주시,,46170,171.56 ,2016
전남,광양시,,46230,335.93 ,2016
전남,담양군,,46710,103.78 ,2016
전남,곡성군,,46720,55.53 ,2016
전남,구례군,,46730,61.84 ,2016
전남,고흥군,,46770,83.80 ,2016
전남,보성군,,46780,66.99 ,2016
전남,화순군,,46790,82.99 ,2016
전남,장흥군,,46800,65.34 ,2016
전남,강진군,,46810,75.36 ,2016
전남,해남군,,46820,73.98 ,2016
전남,영암군,,46830,94.41 ,2016
전남,무안군,,46840,182.57 ,2016
전남,함평군,,46860,87.72 ,2016
전남,영광군,,46870,117.09 ,2016
전남,장성군,,46880,88.93 ,2016
전남,완도군,,46890,132.85 ,2016
전남,진도군,,46900,72.88 ,2016
전남,신안군,,46910,65.04 ,2016
경북,포항시,남구,47111,621.19 ,2016
경북,포항시,북구,47113,369.60 ,2016
경북,경주시,,47130,195.83 ,2016
경북,김천시,,47150,140.95 ,2016
경북,안동시,,47170,110.91 ,2016
경북,구미시,,47190,682.55 ,2016
경북,영주시,,47210,163.19 ,2016
경북,영천시,,47230,109.34 ,2016
경북,상주시,,47250,81.13 ,2016
경북,문경시,,47280,81.95 ,2016
경북,경산시,,47290,626.71 ,2016
경북,군위군,,47720,39.35 ,2016
경북,의성군,,47730,45.96 ,2016
경북,청송군,,47750,31.09 ,2016
경북,영양군,,47760,21.72 ,2016
경북,영덕군,,47770,52.69 ,2016
경북,청도군,,47820,62.79 ,2016
경북,고령군,,47830,89.19 ,2016
경북,성주군,,47840,73.37 ,2016
경북,칠곡군,,47850,273.21 ,2016
경북,예천군,,47900,69.80 ,2016
경북,봉화군,,47920,27.90 ,2016
경북,울진군,,47930,52.28 ,2016
경북,울릉군,,47940,137.24 ,2016
경남,창원시,의창구,48121,1195.53 ,2016
경남,창원시,성산구,48123,2816.32 ,2016
경남,창원시,마산합포구,48125,754.24 ,2016
경남,창원시,마산회원구,48127,2327.02 ,2016
경남,창원시,진해구,48129,1526.81 ,2016
경남,진주시,,48170,486.34 ,2016
경남,통영시,,48220,576.11 ,2016
경남,사천시,,48240,288.26 ,2016
경남,김해시,,48250,1142.58 ,2016
경남,밀양시,,48270,135.67 ,2016
경남,거제시,,48310,638.74 ,2016
경남,양산시,,48330,653.08 ,2016
경남,의령군,,48720,58.22 ,2016
경남,함안군,,48730,165.48 ,2016
경남,창녕군,,48740,120.07 ,2016
경남,고성군,,48820,105.62 ,2016
경남,남해군,,48840,126.21 ,2016
경남,하동군,,48850,73.45 ,2016
경남,산청군,,48860,45.42 ,2016
경남,함양군,,48870,55.47 ,2016
경남,거창군,,48880,78.82 ,2016
경남,합천군,,48890,48.83 ,2016
제주,제주시,,50110,481.04 ,2016
제주,서귀포시,,50130,196.31 ,2016
