CODE,NAME,month,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
168,여수,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
121,영월,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
170,완도,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
115,울릉도,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
152,울산,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130,울진,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
114,원주,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
203,이천,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
112,인천,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
146,전주,2,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0
245,정읍,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
184,제주,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0
175,진도(첨찰산),2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0
192,진주,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
155,창원,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
232,천안,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
95,철원,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
131,청주,2,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0
135,추풍령,2,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0
101,춘천,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
127,충주,2,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0
162,통영,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
99,파주,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
138,포항,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
285,합천,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
169,흑산도,2,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0
105,강릉,3,9,7,1,4,0,5,4,0,0,0,0,0,0,0,0,0
201,강화,3,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
294,거제,3,5,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0
284,거창,3,2,0,1,0,1,2,0,0,2,6,0,0,0,0,0,0
185,고산,3,11,6,1,3,1,2,1,2,0,4,0,0,0,0,0,0
251,고창군,3,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0
156,광주,3,10,6,1,3,1,5,3,2,2,6,0,0,0,0,0,0
279,구미,3,7,5,0,0,0,0,0,0,3,7,0,0,0,0,0,0
140,군산,3,11,6,1,4,1,3,4,3,2,4,0,0,0,0,0,0
238,금산,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,남원,3,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0
295,남해,3,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0
100,대관령,3,8,6,1,4,1,4,4,0,3,6,0,0,0,0,0,0
143,대구,3,9,5,1,3,1,4,4,2,3,7,0,0,0,0,0,0
133,대전,3,11,7,1,5,1,2,4,3,2,4,0,0,0,0,0,0
98,동두천,3,11,9,1,4,1,5,4,3,3,4,0,0,0,0,0,0
106,동해,3,9,6,0,4,0,5,3,0,3,7,0,0,0,0,0,0
165,목포,3,8,6,1,4,1,4,3,2,2,5,0,0,0,0,0,0
288,밀양,3,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
102,백령도,3,12,9,0,5,1,6,3,2,3,4,0,0,0,0,0,0
235,보령,3,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0
159,부산,3,7,5,0,3,0,4,1,2,2,4,0,0,0,0,0,0
104,북강릉,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0
289,산청,3,8,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0
137,상주,3,0,6,1,3,1,5,4,2,3,7,0,0,0,0,0,0
189,서귀포,3,11,6,0,3,1,3,1,2,0,4,0,0,0,0,0,0
129,서산,3,11,7,1,5,1,4,4,3,2,4,0,0,0,0,0,0
108,서울,3,11,6,1,4,1,3,4,3,3,4,0,0,0,0,0,0
188,성산,3,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0
90,속초,3,10,7,0,4,0,5,4,1,3,7,0,0,0,0,0,0
119,수원,3,11,8,1,4,1,3,4,3,2,4,0,0,0,0,0,0
136,안동,3,10,6,1,3,1,5,4,2,3,7,0,0,0,0,0,0
168,여수,3,8,6,1,3,1,1,2,2,2,5,0,0,0,0,0,0
277,영덕,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,영월,3,11,6,1,4,1,5,4,1,2,7,0,0,0,0,0,0
281,영천,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,완도,3,8,6,1,4,1,2,3,2,2,5,0,0,0,0,0,0
115,울릉도,3,3,6,0,2,0,3,3,1,3,5,0,0,0,0,0,0
152,울산,3,8,5,1,3,0,4,1,2,2,4,0,0,0,0,0,0
130,울진,3,10,5,1,3,0,5,3,2,3,5,0,0,0,0,0,0
114,원주,3,11,6,1,4,1,4,4,1,3,7,0,0,0,0,0,0
203,이천,3,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0
112,인천,3,12,8,1,4,1,3,4,3,2,4,0,0,0,0,0,0
146,전주,3,10,6,1,4,1,4,4,3,2,6,0,0,0,0,0,0
245,정읍,3,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0
184,제주,3,11,6,1,3,1,2,1,2,0,4,0,0,0,0,0,0
175,진도(첨찰산),3,0,6,1,4,1,2,3,2,2,6,0,0,0,0,0,0
192,진주,3,8,5,1,2,1,4,1,2,2,5,0,0,0,0,0,0
155,창원,3,8,5,1,3,0,4,1,2,2,3,0,0,0,0,0,0
232,천안,3,0,0,1,4,1,0,0,0,2,5,0,0,0,0,0,0
95,철원,3,12,7,1,4,1,5,4,1,2,3,0,0,0,0,0,0
131,청주,3,11,7,1,5,1,4,4,3,2,6,0,0,0,0,0,0
135,추풍령,3,10,7,1,5,1,4,4,3,3,7,0,0,0,0,0,0
101,춘천,3,13,6,1,4,1,6,4,1,3,4,0,0,0,0,0,0
127,충주,3,11,7,1,5,1,4,4,3,2,6,0,0,0,0,0,0
162,통영,3,8,5,1,2,0,4,1,2,2,3,0,0,0,0,0,0
99,파주,3,0,8,1,4,1,5,4,3,3,4,0,0,0,0,0,0
138,포항,3,9,6,1,3,0,4,2,2,3,4,0,0,0,0,0,0
285,합천,3,7,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0
212,홍천,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,흑산도,3,8,6,1,4,1,3,3,5,2,5,0,0,0,0,0,0
105,강릉,4,7,4,2,1,5,7,2,0,0,0,0,0,0,0,0,0
201,강화,4,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,거제,4,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0
284,거창,4,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
185,고산,4,7,4,1,1,3,6,2,0,0,1,0,0,0,0,0,0
156,광주,4,7,4,0,1,5,8,2,0,0,0,0,0,0,0,0,0
279,구미,4,5,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0
140,군산,4,8,4,0,1,5,5,2,0,0,0,0,0,0,0,0,0
238,금산,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,남해,4,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,대관령,4,6,4,2,1,7,8,2,0,1,0,0,0,0,0,0,0
143,대구,4,6,5,1,1,2,6,2,0,1,2,0,0,0,0,0,0
133,대전,4,6,5,1,1,4,5,2,0,0,2,0,0,0,0,0,0
98,동두천,4,9,6,2,1,8,7,3,2,0,0,0,0,0,0,0,0
106,동해,4,7,4,2,1,5,7,2,0,0,0,0,0,0,0,0,0
165,목포,4,5,4,0,1,4,6,2,0,0,0,0,0,0,0,0,0
288,밀양,4,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
102,백령도,4,8,8,2,1,10,8,3,2,0,2,0,0,0,0,0,0
159,부산,4,7,5,0,1,1,5,2,0,1,1,0,0,0,0,0,0
289,산청,4,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
137,상주,4,0,4,1,1,3,6,2,0,1,2,0,0,0,0,0,0
189,서귀포,4,7,4,1,1,3,6,2,0,0,1,0,0,0,0,0,0
129,서산,4,8,5,1,1,5,5,2,0,0,1,0,0,0,0,0,0
108,서울,4,9,6,2,1,9,7,2,2,0,1,0,0,0,0,0,0
188,성산,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
90,속초,4,3,4,2,1,4,7,2,1,0,1,0,0,0,0,0,0
119,수원,4,9,6,2,1,9,7,2,2,0,1,0,0,0,0,0,0
136,안동,4,6,5,2,1,3,6,2,0,1,2,0,0,0,0,0,0
168,여수,4,5,4,0,1,1,5,2,0,0,1,0,0,0,0,0,0
277,영덕,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,영월,4,8,4,2,1,7,7,2,0,1,2,0,0,0,0,0,0
281,영천,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,완도,4,7,4,0,1,4,6,2,0,0,1,0,0,0,0,0,0
115,울릉도,4,4,4,1,1,3,6,2,0,0,0,0,0,0,0,0,0
152,울산,4,6,4,2,1,1,6,2,0,1,2,0,0,0,0,0,0
130,울진,4,7,6,2,1,3,6,2,0,0,2,0,0,0,0,0,0
114,원주,4,8,4,2,1,7,7,2,0,0,0,0,0,0,0,0,0
112,인천,4,10,6,2,1,9,7,2,2,0,1,0,0,0,0,0,0
146,전주,4,6,4,0,1,5,4,2,0,0,0,0,0,0,0,0,0
184,제주,4,7,4,1,1,3,6,2,0,0,1,0,0,0,0,0,0
175,진도(첨찰산),4,0,4,0,1,4,6,2,0,0,1,0,0,0,0,0,0
192,진주,4,8,5,2,1,2,5,2,0,1,1,0,0,0,0,0,0
155,창원,4,7,5,0,1,1,5,2,0,1,1,0,0,0,0,0,0
232,천안,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
95,철원,4,9,6,2,1,7,8,3,1,0,1,0,0,0,0,0,0
131,청주,4,6,5,1,1,4,5,2,0,0,0,0,0,0,0,0,0
135,추풍령,4,6,5,1,1,2,6,2,0,1,2,0,0,0,0,0,0
101,춘천,4,8,4,2,1,8,6,3,0,0,0,0,0,0,0,0,0
127,충주,4,7,5,1,1,4,5,2,0,0,2,0,0,0,0,0,0
162,통영,4,6,4,0,1,1,5,2,0,1,1,0,0,0,0,0,0
99,파주,4,0,6,2,1,9,7,2,2,0,1,0,0,0,0,0,0
138,포항,4,6,4,1,1,2,6,2,0,1,2,0,0,0,0,0,0
285,합천,4,2,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0
212,홍천,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,흑산도,4,7,4,1,1,6,7,2,0,0,1,0,0,0,0,0,0
105,강릉,5,4,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
201,강화,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,거제,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,고산,5,3,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0
251,고창군,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
156,광주,5,2,0,0,1,0,0,2,2,0,3,0,0,0,0,0,0
279,구미,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
140,군산,5,4,0,0,1,0,1,3,1,0,1,0,0,0,0,0,0
247,남원,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100,대관령,5,4,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0
143,대구,5,4,0,0,1,0,1,2,2,0,1,0,0,0,0,0,0
133,대전,5,4,0,0,1,0,1,3,2,0,2,0,0,0,0,0,0
98,동두천,5,4,0,0,0,0,1,4,3,0,1,0,0,0,0,0,0
106,동해,5,4,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
165,목포,5,2,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0
288,밀양,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,백령도,5,4,0,0,1,1,1,7,4,1,1,0,0,0,0,0,0
159,부산,5,4,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
289,산청,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,상주,5,0,0,0,1,0,1,3,2,0,1,0,0,0,0,0,0
189,서귀포,5,3,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0
129,서산,5,4,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0
108,서울,5,4,0,0,0,0,1,4,2,0,2,0,0,0,0,0,0
188,성산,5,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
90,속초,5,3,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
119,수원,5,4,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0
136,안동,5,4,0,0,1,0,1,2,2,0,1,0,0,0,0,0,0
168,여수,5,2,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0
277,영덕,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,영월,5,4,0,0,1,0,1,5,2,0,0,0,0,0,0,0,0
170,완도,5,2,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0
115,울릉도,5,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
152,울산,5,4,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
130,울진,5,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
114,원주,5,4,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0
203,이천,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
112,인천,5,4,0,0,0,0,1,4,1,0,1,0,0,0,0,0,0
146,전주,5,4,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0
245,정읍,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
184,제주,5,3,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0
175,진도(첨찰산),5,0,0,0,1,0,0,3,1,1,2,0,0,0,0,0,0
192,진주,5,4,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0
155,창원,5,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
232,천안,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
95,철원,5,4,0,0,0,0,1,4,3,0,2,0,0,0,0,0,0
131,청주,5,4,0,0,1,0,1,3,2,0,2,0,0,0,0,0,0
135,추풍령,5,4,0,0,1,0,1,3,2,0,2,0,0,0,0,0,0
101,춘천,5,4,0,0,0,0,1,4,3,0,1,0,0,0,0,0,0
127,충주,5,4,0,0,1,0,1,4,2,0,1,0,0,0,0,0,0
162,통영,5,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
99,파주,5,0,0,0,1,0,1,4,4,0,1,0,0,0,0,0,0
138,포항,5,4,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
285,합천,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,흑산도,5,2,0,0,1,1,0,3,1,0,2,0,0,0,0,0,0
100,대관령,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
98,동두천,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
106,동해,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
102,백령도,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
104,북강릉,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
129,서산,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
108,서울,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
90,속초,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
119,수원,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
130,울진,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
112,인천,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
232,천안,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
99,파주,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
185,고산,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
251,고창군,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
156,광주,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
140,군산,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
100,대관령,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
143,대구,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
98,동두천,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
165,목포,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
102,백령도,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
235,보령,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
159,부산,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
189,서귀포,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129,서산,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
108,서울,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
188,성산,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
119,수원,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
168,여수,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
121,영월,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
170,완도,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
152,울산,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
114,원주,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
203,이천,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
112,인천,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
146,전주,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
245,정읍,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
184,제주,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
175,진도(첨찰산),10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
192,진주,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
155,창원,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
232,천안,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
95,철원,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
131,청주,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
135,추풍령,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
101,춘천,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
127,충주,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
99,파주,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
169,흑산도,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105,강릉,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,거제,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
284,거창,11,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
185,고산,11,0,2,0,0,3,0,0,0,0,3,0,0,0,0,0,0
251,고창군,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
156,광주,11,0,2,0,0,3,0,0,0,0,2,0,0,0,0,0,0
279,구미,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
140,군산,11,0,2,0,0,3,0,0,0,0,3,0,0,0,0,0,0
247,남원,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
295,남해,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,대관령,11,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
143,대구,11,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0
133,대전,11,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0
98,동두천,11,0,2,0,0,2,0,1,0,0,3,0,0,0,0,0,0
106,동해,11,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
165,목포,11,0,2,0,0,3,0,0,0,0,2,0,0,0,0,0,0
288,밀양,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,백령도,11,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0
235,보령,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
159,부산,11,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0
104,북강릉,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
289,산청,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,상주,11,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0
189,서귀포,11,0,2,0,0,3,0,0,0,0,3,0,0,0,0,0,0
129,서산,11,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0
