"","varVec.i.","diff.gbm.ex3","diff.gbm.ex4","diff.gbm.ex5","diff.gbm.ex6","diff.rf.ex3","diff.rf.ex4","diff.rf.ex5","diff.rf.ex6","mn"
"1","SO2",0.890898532350008,0.425555327452437,1.01058768959547,0.608492136563131,0.723616334059705,-0.293726952397882,0.83955723703682,1.15975490807997,0.890898532350008
"2","CO",0.257436766475888,-0.367859229116042,0.3468554599111,-0.11508934411592,0.522693613340821,-0.530642769916689,0.61783615175643,0.836518487922167,0.257436766475888
"3","O3",0.138606562599393,-0.312247117113993,0.409183440771784,-0.0899979038994497,0.34286269219312,-0.615900250090096,0.536879537591056,0.657701559818585,0.138606562599393
"4","NO2",0.931104499584537,0.087641183145407,0.640129893910453,0.592307684965185,0.728400549199504,-0.405259083129449,0.776368970514326,0.933252459421057,0.931104499584537
"5","MEAN_PRES",-2.78583524379926,-0.513140698663007,-1.44117965705628,-2.87567973063781,0.30012094987186,-0.634153164978006,0.422352361028737,0.658718156714224,-2.78583524379926
"6","MEAN_SEA_PRES",-0.342709422702982,-0.0571279766887502,-0.840215534465428,-2.51421027692616,-0.229398318312877,0.0574721660285474,0.612634011493973,0.341651037707978,-0.342709422702982
"7","MAX_SEA_PRES",-0.0259091573801356,1.53327072989707,2.2936624260462,0.147384442180277,0.177281853203278,-0.0332016893324648,1.54681990540241,0.60692494486253,-0.0259091573801356
"8","MIN_SEA_PRES",-2.4283877848674,-1.85816272990812,0.25113986652261,-0.591411825745144,-0.708645984121362,-1.11809909404363,0.849687726898939,0.685861593508501,-2.4283877848674
"9","MAX_WATER_PRES",-0.115843639149323,-0.498017209346774,0.262581923840214,-0.700809539042649,0.335029429329747,-0.710416298543714,0.547209336062864,0.580862132875151,-0.115843639149323
"10","SUM_PRECI",0.135598918902279,-0.365985641362804,0.0833712277483514,-0.30254821686007,0.448015921162579,-0.585525628043862,0.542377884063679,0.722966567587372,0.135598918902279
"11","MEAN_WIND_SPED",0.0216031414877466,-0.368529565338535,-0.0506467885620688,-0.425251803464022,0.418724775773409,-0.616309466258895,0.538779755394947,0.677565904103281,0.0216031414877466
"12","SUM_SUN",0.541484802538563,0.98279244581146,0.432940440679049,0.664928304751077,0.747828315216273,-0.159398790887481,0.841094701235278,0.958090359280864,0.541484802538563
"13","BEIJING_PM2.5",0.0779819847608644,-0.00550228126094394,0.207707364879096,-0.137281102078682,0.140847758734854,-0.444252724333522,0.656942113536696,1.25077027759394,0.0779819847608644
"14","BEIJIING_PM2.5_STD",0.49094840143184,-0.396233932677451,0.606026951335638,-0.0482810102448134,0.858138454097937,-0.46599222621556,0.909574115492271,1.00097914346763,0.49094840143184
"15","POP_DEN",0.278733666523256,-0.244871087667084,0.165158976289204,-0.082772425303126,0.511516927872523,-0.501822587510745,0.541050771760625,0.79321633027559,0.278733666523256
"16","YD_FREQ",0.326476910156357,-0.290865710462312,0.338714944705047,-0.0486498970928281,0.510109930826173,-0.521911617674691,0.597894346587258,0.777538510975309,0.326476910156357
