"","varVec.i.","diff.gbm.ex3","diff.gbm.ex4","diff.gbm.ex5","diff.gbm.ex6","diff.rf.ex3","diff.rf.ex4","diff.rf.ex5","diff.rf.ex6","mn"
"1","SO2",1.22834359147155,0.821145308819902,1.39384751774293,0.978061692993492,0.837394314558235,-0.177230747162613,0.987644254681981,1.35473748542563,1.22834359147155
"2","CO",0.249217675442269,-0.423483454213856,0.44682565252055,-0.0869837272389713,0.5464011210923,-0.532534547093847,0.671766565654595,0.888630751584136,0.249217675442269
"3","O3",0.132557884639081,-0.317310492802484,0.452859809720693,-0.0334281948578856,0.276041667225116,-0.647931669124507,0.514355642733257,0.629915995245618,0.132557884639081
"4","NO2",1.24315417158047,0.253481122441661,0.757276048163123,0.921578465355632,0.827737657855197,-0.357850666449126,0.866351909472529,1.01207186544408,1.24315417158047
"5","MEAN_PRES",-2.78583524379926,-0.513140698663007,-1.44117965705628,-2.87567973063781,0.30012094987186,-0.634153164978006,0.422352361028737,0.658718156714224,-2.78583524379926
"6","MEAN_SEA_PRES",-0.342709422702982,-0.0571279766887502,-0.840215534465428,-2.51421027692616,-0.229398318312877,0.0574721660285474,0.612634011493973,0.341651037707978,-0.342709422702982
"7","MAX_SEA_PRES",-0.0259091573801356,1.53327072989707,2.2936624260462,0.147384442180277,0.177281853203278,-0.0332016893324648,1.54681990540241,0.60692494486253,-0.0259091573801356
"8","MIN_SEA_PRES",-2.4283877848674,-1.85816272990812,0.25113986652261,-0.591411825745144,-0.708645984121362,-1.11809909404363,0.849687726898939,0.685861593508501,-2.4283877848674
"9","MAX_WATER_PRES",-0.241499342714875,-0.542129232746448,0.252500582689008,-0.889149789109543,0.28829339003175,-0.779098060782327,0.545279289664923,0.547138514206646,-0.241499342714875
"10","SUM_PRECI",0.105545124584108,-0.394807342595201,-0.0203250807094109,-0.360556023388651,0.428058300099562,-0.60822843673376,0.520063271854067,0.708287398720726,0.105545124584108
"11","MEAN_WIND_SPED",-0.0716093592647595,-0.414688850624208,-0.210409513245403,-0.545037020704604,0.396214866192252,-0.645635558260291,0.524007738447737,0.646744778775107,-0.0716093592647595
"12","SUM_SUN",0.690469283874189,1.49541899348295,0.520655661996533,1.09842911859194,0.842889565484967,0.0100022385668433,0.942912499508756,1.04288416360235,0.690469283874189
"13","BEIJING_PM2.5",0.527935047426565,0.30502554056449,0.158935637584349,0.270851817291788,0.194171888878986,-0.298585502243301,0.544071425817387,1.34527340296121,0.527935047426565
"14","BEIJIING_PM2.5_STD",0.683906615242231,-0.461223996727514,0.706528084369486,0.0147508633204215,0.983744856209042,-0.448127154360109,0.967674636361773,1.08464515887583,0.683906615242231
"15","POP_DEN",0.285521975074646,-0.240208322324916,0.175633946276593,-0.0821519173011377,0.524879566783035,-0.496927400387388,0.528707273414979,0.80386347901117,0.285521975074646
"16","YD_FREQ",0.579970740486518,-0.286756008058037,0.745633770552667,0.0490332277895694,0.624651238756898,-0.521673963711177,1.06003558592841,0.829121600946569,0.579970740486518
