"","varVec3.i.","diff.gbm.ex5","diff.rf.ex5","mn"
"1","BEIJING_AQI",0.697927339407207,0.901366112343239,0.697927339407207
"2","TIANJIN_AQI",0.535565854651096,0.885077752841131,0.535565854651096
