"","varVec2.i.","diff.gbm.ex4","diff.gbm.ex5","diff.gbm.ex6","diff.rf.ex4","diff.rf.ex5","diff.rf.ex6","mn"
"1","SHANGHAI_PM2.5",0.395394577487506,0.738667360445764,-0.0629781095615216,-0.186627753693874,0.978084995208907,0.738120827214017,0.395394577487506
"2","SHANGHAI_PM2.5_STD",-0.241281042520555,0.404483851318548,-0.151475580332401,-0.498244925175724,0.698994917793983,0.775049095727234,-0.241281042520555
