"","varVec3.i.","diff.gbm.ex5","diff.rf.ex5","mn"
"1","BEIJING_AQI",0.849209001834178,0.998762780265174,0.849209001834178
"2","TIANJIN_AQI",0.704956492499384,1.15050064160088,0.704956492499384
