"","varVec2.i.","diff.gbm.ex4","diff.gbm.ex5","diff.gbm.ex6","diff.rf.ex4","diff.rf.ex5","diff.rf.ex6","mn"
"1","SHANGHAI_PM2.5",-2.63007678718295,-0.400472713514607,-0.399911659060515,-2.04349862796128,0.0374157242662291,0.520195676837507,-2.63007678718295
"2","SHANGHAI_PM2.5_STD",-0.456311799991407,0.14419685201775,-0.203369170815977,-0.618057809497892,0.538837147058242,0.807591365426929,-0.456311799991407
