"","varVec.i.","diff.gbm.ex3","diff.gbm.ex4","diff.gbm.ex5","diff.gbm.ex6","diff.rf.ex3","diff.rf.ex4","diff.rf.ex5","diff.rf.ex6","mn"
"1","SO2",-0.536132512421641,-0.992186580377794,-0.28583808544615,-0.982389076125313,0.221875514278315,-0.785599235618377,0.331886396542974,0.386481123310187,-0.536132512421641
"2","CO",0.0886633387705238,-0.199250249179554,0.536620954361133,-0.203084471867856,0.462738256311779,-0.494589143547331,0.655235377769475,0.730801104375486,0.0886633387705238
"3","O3",0.408542055375803,-0.135920998650538,0.37549065267207,-0.0397221862720991,0.687146594307386,-0.387348385494429,0.8411143609668,0.980908954423835,0.408542055375803
"4","NO2",-0.634375765329591,-0.77251663629282,-0.0867310071425404,-0.960330662348276,0.174149882205105,-0.634760454572389,0.531641429729866,0.627437929568318,-0.634375765329591
"5","MEAN_PRES",0.591190684563797,-0.947823970574262,2.11378210964966,0.986176051362515,0.766511252996746,-0.159431579428531,0.511637205159103,1.09288638792638,0.591190684563797
"6","MEAN_SEA_PRES",1.65086854963629,1.88890121212201,1.08592923940088,5.56669083770908,1.29721018155968,0.10773800196103,1.15466736172911,2.48033800043721,1.65086854963629
"7","MAX_SEA_PRES",2.3153166819364,1.22338480387209,3.22642205584966,3.36904335058294,1.98921169636249,-0.0991446436782126,1.05335098587759,2.92723660578929,2.3153166819364
"8","MIN_SEA_PRES",2.28945397126347,-0.858256646069315,4.14883669455228,0.477307890098445,2.60655632893761,-0.247937476331221,0.792067139988594,1.35558833927019,2.28945397126347
"9","MAX_WATER_PRES",1.07584573946907,-0.0598476432710249,0.411751495089866,0.676550354685429,0.898455200370912,-0.130486067367073,0.892087312306948,1.23165484160152,1.07584573946907
"10","SUM_PRECI",0.3341439234738,-0.234870466709972,0.634343977319489,0.0261805213761072,0.600689139386919,-0.42930135354573,0.737479152118895,0.845698646967094,0.3341439234738
"11","MEAN_WIND_SPED",0.467497016458362,-0.158107914035893,0.85601670059318,0.278026470392088,0.635740046075793,-0.323382437910785,0.745408059893611,0.982399702044754,0.467497016458362
"12","SUM_SUN",-0.158760007105838,-1.22148973306062,0.106114071941508,-0.795276560453887,0.285213653364179,-0.79092012435209,0.4668953962494,0.750061224431113,-0.158760007105838
"13","BEIJING_PM2.5",0.826858489008414,-0.317641325319327,0.464479018976623,-0.3289270255834,1.03900462834248,-0.593852921982109,0.735382625302644,1.18894238111122,0.826858489008414
"14","BEIJIING_PM2.5_STD",0.0590808957378126,-0.27345416835234,-0.00835734384048802,-0.245646929323946,0.228681004566252,-0.585240355353127,0.48540337396051,0.654514589237434,0.0590808957378126
"15","POP_DEN",0.175937847419931,-0.320116413002775,0.405513307615606,-0.20258953545462,0.480648421345624,-0.53187258215887,0.651907288829387,0.753594990642218,0.175937847419931
"16","YD_FREQ",-0.153210296843053,-0.296475146782673,0.1849281316484,-0.260018778800009,0.332040100201117,-0.522501886873649,0.559891946495446,0.761637796049923,-0.153210296843053
