"","varVec.i.","diff.gbm.ex3","diff.gbm.ex4","diff.gbm.ex5","diff.gbm.ex6","diff.rf.ex3","diff.rf.ex4","diff.rf.ex5","diff.rf.ex6","mn"
"1","SO2",-0.914086525706541,-1.31315849314427,-0.635214343264065,-1.3994994898173,0.0591169632676761,-0.933304935726099,0.182443359824701,0.219398740062747,-0.914086525706541
"2","CO",0.0272638436580095,-0.16641626670437,0.669412657393285,-0.222527614645231,0.461705636639251,-0.487301759128467,0.734497437603964,0.728278443022351,0.0272638436580095
"3","O3",0.616366869522976,0.0193719927119223,0.475915588325818,0.138352872412471,0.761758415207487,-0.309538356574746,0.99938101450224,1.11622125073985,0.616366869522976
"4","NO2",-1.06048524352074,-1.08073216802213,-0.34239487450137,-1.3275101414443,-0.009597057481077,-0.684931840663732,0.507472289584029,0.566608166087122,-1.06048524352074
"5","MEAN_PRES",0.591190684563797,-0.947823970574262,2.11378210964966,0.986176051362515,0.766511252996746,-0.159431579428531,0.511637205159103,1.09288638792638,0.591190684563797
"6","MEAN_SEA_PRES",1.65086854963629,1.88890121212201,1.08592923940088,5.56669083770908,1.29721018155968,0.10773800196103,1.15466736172911,2.48033800043721,1.65086854963629
"7","MAX_SEA_PRES",2.3153166819364,1.22338480387209,3.22642205584966,3.36904335058294,1.98921169636249,-0.0991446436782126,1.05335098587759,2.92723660578929,2.3153166819364
"8","MIN_SEA_PRES",2.28945397126347,-0.858256646069315,4.14883669455228,0.477307890098445,2.60655632893761,-0.247937476331221,0.792067139988594,1.35558833927019,2.28945397126347
"9","MAX_WATER_PRES",1.43856033382191,0.0345561421597368,0.468330360211572,1.27296804883616,1.10731122382075,0.10645908641264,1.02883163129132,1.45223860614824,1.43856033382191
"10","SUM_PRECI",0.418402296449498,-0.198897239496461,0.800743110539598,0.151200541150377,0.654222957049593,-0.383951142860503,0.796335089797372,0.89232604189139,0.418402296449498
"11","MEAN_WIND_SPED",0.61591608627321,-0.0201771900744916,1.15453060781363,0.573486672502111,0.722481156500389,-0.216560570284051,0.852937032911754,1.11143654158332,0.61591608627321
"12","SUM_SUN",-0.218526149512652,-1.31666916852649,-0.183106444177978,-0.811645798514555,0.248052559807809,-0.816098809010575,0.287389984962401,0.750965808135706,-0.218526149512652
"13","BEIJING_PM2.5",2.42931743268284,-0.343818538450142,0.493024768838053,-0.105485456010909,1.44123762057007,-0.594021843507039,0.68318779398354,1.36582939082925,2.42931743268284
"14","BEIJIING_PM2.5_STD",-0.0131397323832098,-0.31983366506721,-0.187694588198624,-0.282625503803911,0.0864598140169457,-0.629454580472556,0.258768401801827,0.588042590321308,-0.0131397323832098
"15","POP_DEN",0.0992908765928559,-0.360079283637405,0.480665647114869,-0.263276172994168,0.458233419330014,-0.533962375567673,0.673612204876322,0.727859922865166,0.0992908765928559
"16","YD_FREQ",-0.231456234307519,-0.30124711810316,0.110200734751872,-0.472259732807861,0.300139327168213,-0.522924319984902,0.549822646559618,0.755831320410273,-0.231456234307519
