"","varVec2.i.","diff.gbm.ex4","diff.gbm.ex5","diff.gbm.ex6","diff.rf.ex4","diff.rf.ex5","diff.rf.ex6","mn"
"1","SHANGHAI_PM2.5",-1.0484018664618,-0.145347899473536,-0.309558899329382,-1.02299316514621,0.280453276652037,0.75705361541727,-1.0484018664618
"2","SHANGHAI_PM2.5_STD",-0.371308636767245,0.252157769117622,-0.180389747163739,-0.574085514698947,0.553737685997769,0.758633009955452,-0.371308636767245
