"","varVec3.i.","diff.gbm.ex5","diff.rf.ex5","mn"
"1","BEIJING_AQI",-1.26023937416479,-0.413087693435759,-1.26023937416479
"2","TIANJIN_AQI",-0.322903506258917,0.497489791781501,-0.322903506258917
