"","varVec3.i.","diff.gbm.ex5","diff.rf.ex5","mn"
"1","BEIJING_AQI",-0.0996635065482659,0.315140219682775,-0.0996635065482659
"2","TIANJIN_AQI",0.173861850753081,0.610411138863441,0.173861850753081
