"","varVec3.i.","diff.gbm.ex5","diff.rf.ex5","mn"
"1","BEIJING_AQI",-0.787458222745935,-0.0943512440606805,-0.787458222745935
"2","TIANJIN_AQI",-0.145113583784746,0.476395126161598,-0.145113583784746
