"","varVec2.i.","diff.gbm.ex4","diff.gbm.ex5","diff.gbm.ex6","diff.rf.ex4","diff.rf.ex5","diff.rf.ex6","mn"
"1","SHANGHAI_PM2.5",-3.51507752538726,-0.714589523274655,-0.48476888175449,-2.84052358656757,-0.894834412002853,0.250970843622944,-3.51507752538726
"2","SHANGHAI_PM2.5_STD",-0.573549723940463,-0.0120227903427059,-0.242833537184225,-0.754389733890108,0.511190475810712,0.765967888559232,-0.573549723940463
