SIDO,SIGUNGU,SIGUNGU2,SIG_CD,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
경기,용인시,처인구,41461,279.51,321.95,374.66,410.03,456.51,420.90,426.47, 433.57 , 435.90 , 435.48 , 444.72 , 447.40 , 450.22 , 455.36 , 467.09 , 473.42 , 483.64 
경기,용인시,기흥구,41463,1599.923617,1842.84,2144.56,2347.06,2613.08,2751.22,3457.37," 3,693.32 "," 3,862.36 "," 4,164.21 "," 4,382.22 "," 4,514.30 "," 4,601.98 "," 4,813.83 "," 4,924.50 "," 5,009.16 "," 5,107.11 "
경기,용인시,수지구,41465,3104.215883,3575.51,4160.96,4553.86,5069.97,6461.07,6763.92," 7,029.57 "," 7,066.25 "," 7,016.94 "," 7,379.82 "," 7,556.78 "," 7,827.62 "," 7,966.91 "," 8,086.17 "," 8,201.54 "," 8,263.24 "
경기,파주시,,41480,280.87,329.07,349.63,353.38,366.25,389.21,435.25, 451.85 , 462.72 , 480.37 , 528.59 , 563.16 , 586.03 , 597.11 , 611.42 , 629.11 , 640.25 
경기,이천시,,41500,398.14,406.09,410.96,413.60,413.72,416.86,421.37, 424.23 , 426.27 , 428.13 , 439.18 , 443.41 , 444.21 , 445.38 , 444.37 , 444.19 , 455.93 
경기,안성시,,41550,246.40,255.52,266.88,273.47,278.15,283.91,288.46, 295.81 , 306.31 , 308.81 , 321.50 , 326.56 , 328.15 , 329.16 , 328.67 , 325.62 , 330.50 
경기,김포시,,41570,589.40,652.35,699.52,735.54,752.76,749.10,751.42, 744.67 , 796.88 , 816.51 , 861.47 , 928.95 ," 1,039.01 "," 1,128.95 "," 1,230.27 "," 1,265.35 "," 1,313.98 "
경기,화성시,,41590,278.42,306.15,329.99,343.36,394.64,430.86,450.62, 540.36 , 652.86 , 713.16 , 733.89 , 749.50 , 762.05 , 768.86 , 784.25 , 864.86 , 923.58 
경기,광주시,,41610, 322.62 ,354.01,406.70,443.44,476.25,497.11,515.18, 532.11 , 544.77 , 553.60 , 579.58 , 615.37 , 639.59 , 665.20 , 693.42 , 725.15 , 760.33 
경기,양주시,,41630, 378.32 , 437.64 , 461.37 ,477.25,491.87,517.63,547.22, 579.73 , 579.97 , 587.01 , 633.94 , 645.68 , 645.50 , 641.64 , 651.25 , 661.28 , 662.23 
경기,포천시,,41650,176.65,177.00,184.49,181.78,181.94,187.85,190.30, 191.36 , 193.80 , 192.30 , 191.97 , 191.11 , 190.61 , 189.43 , 188.46 , 187.77 , 187.24 
경기,여주시,,41670,170.43,172.13,171.71,171.12,171.04,171.52,172.78, 175.93 , 176.65 , 177.86 , 179.77 , 179.39 , 180.07 , 179.75 , 181.44 , 182.53 , 183.38 
경기,연천군,,41800,82.31,80.55,78.54,76.92,75.64,73.18,71.52, 70.78 , 70.59 , 70.19 , 66.98 , 66.50 , 67.46 , 67.49 , 67.12 , 67.64 , 67.88 
경기,가평군,,41820,66.53,66.46,65.82,65.28,65.03,65.05,65.04, 66.04 , 67.71 , 68.25 , 69.81 , 70.36 , 72.07 , 72.33 , 72.56 , 73.50 , 74.02 
경기,양평군,,41830,94.24,94.17,94.50,95.35,96.46,97.45,98.31, 100.11 , 102.31 , 104.19 , 109.18 , 113.28 , 116.42 , 118.05 , 120.05 , 123.41 , 126.89 
강원,춘천시,,42110,225.02,224.95,226.28,226.96,227.83,228.32,229.44, 231.15 , 234.61 , 237.20 , 241.76 , 244.35 , 244.86 , 245.84 , 247.04 , 249.02 , 251.44 
강원,원주시,,42130,311.15,316.11,319.28,323.72,328.21,332.59,339.17, 344.44 , 350.46 , 354.92 , 360.64 , 367.40 , 371.24 , 372.34 , 377.08 , 383.72 , 389.25 
강원,강릉시,,42150,224.14,222.97,220.98,220.21,218.48,215.75,213.46, 212.05 , 210.03 , 209.16 , 210.15 , 209.20 , 209.32 , 208.39 , 207.43 , 206.23 , 205.55 
강원,동해시,,42170,575.62,575.32,571.39,565.29,559.45,551.14,541.46, 536.75 , 531.18 , 528.90 , 528.59 , 531.67 , 521.08 , 528.00 , 524.77 , 521.07 , 517.72 
강원,태백시,,42190,187.87,185.10,181.68,177.71,175.47,172.82,169.97, 169.64 , 168.12 , 166.13 , 167.58 , 165.38 , 163.09 , 160.80 , 159.02 , 156.52 , 155.10 
강원,속초시,,42210,855.45,857.33,855.42,846.15,835.32,827.68,817.60, 810.78 , 803.41 , 795.98 , 800.11 , 794.37 , 791.59 , 786.82 , 779.85 , 775.55 , 773.69 
강원,삼척시,,42230,69.30,67.28,65.31,63.89,62.66,61.68,60.50, 59.69 , 59.82 , 60.65 , 60.74 , 60.95 , 61.06 , 61.54 , 60.95 , 59.67 , 58.63 
강원,홍천군,,42720,40.96,40.72,39.89,39.25,39.55,38.95,38.52, 38.58 , 38.69 , 38.27 , 38.42 , 38.42 , 38.32 , 38.82 , 38.71 , 38.65 , 38.50 
강원,횡성군,,42730,46.06,45.59,45.29,44.40,44.39,43.77,43.08, 43.27 , 43.51 , 44.22 , 44.37 , 44.47 , 44.72 , 45.04 , 45.48 , 45.88 , 46.09 
강원,영월군,,42750,42.94,46.22,40.17,39.06,37.62,36.84,35.93, 35.74 , 35.66 , 35.71 , 35.84 , 35.66 , 35.61 , 35.61 , 35.64 , 35.66 , 35.54 
강원,평창군,,42760,32.20,31.75,31.61,31.68,30.96,30.76,30.28, 30.05 , 29.85 , 29.80 , 29.81 , 29.78 , 29.81 , 29.83 , 29.83 , 29.72 , 29.59 
강원,정선군,,42770,41.42,40.18,41.97,37.87,37.21,36.22,35.40, 34.27 , 33.84 , 33.38 , 33.66 , 32.95 , 32.73 , 32.78 , 32.32 , 32.14 , 31.74 
강원,철원군,,42780,69.50,65.34,63.40,63.01,62.32,61.41,60.27, 59.52 , 59.90 , 59.84 , 61.42 , 54.05 , 53.93 , 53.37 , 53.51 , 54.86 , 53.98 
강원,화천군,,42790,27.71,27.47,26.50,26.99,26.69,26.11,25.65, 25.24 , 26.52 , 26.67 , 26.83 , 27.47 , 27.54 , 27.59 , 29.86 , 29.73 , 28.90 
강원,양구군,,42800,36.46,35.88,34.84,34.01,33.54,33.21,32.89, 33.09 , 32.92 , 32.95 , 33.75 , 34.42 , 35.17 , 35.65 , 36.09 , 36.39 , 36.28 
강원,인제군,,42810,20.74,20.41,20.02,19.80,20.01,20.24,20.05, 19.79 , 19.50 , 19.40 , 19.65 , 19.73 , 20.03 , 19.77 , 19.74 , 20.21 , 19.89 
강원,고성군,,42820,61.11,59.29,57.71,56.03,55.38,54.70,53.53, 51.99 , 51.62 , 51.80 , 45.61 , 45.52 , 45.61 , 45.99 , 45.79 , 45.47 , 45.55 
강원,양양군,,42830,47.94,48.01,47.84,46.89,46.42,46.33,45.58, 45.28 , 44.70 , 44.42 , 44.39 , 44.39 , 44.14 , 43.91 , 43.69 , 43.61 , 43.20 
충북,청주시,서원구,43112," 1,833.04 "," 1,833.04 "," 1,833.04 "," 1,833.04 "," 1,833.04 "," 1,833.04 "," 1,833.04 "," 1,833.04 "," 1,833.04 "," 1,833.04 "," 1,833.04 "," 1,833.04 "," 1,833.04 "," 1,833.04 "," 1,833.04 "," 1,794.64 "," 1,770.57 "
충북,청주시,청원구,43114, 813.93 , 813.93 , 813.93 , 813.93 , 813.93 , 813.93 , 813.93 , 813.93 , 813.93 , 813.93 , 813.93 , 813.93 , 813.93 , 813.93 , 813.93 , 846.74 , 887.66 
충북,청주시,상당구,43111, 444.57 , 444.57 , 444.57 , 444.57 , 444.57 , 444.57 , 444.57 , 444.57 , 444.57 , 444.57 , 444.57 , 444.57 , 444.57 , 444.57 , 444.57 , 436.25 , 429.52 
충북,청주시,흥덕구,43113," 1,270.82 "," 1,270.82 "," 1,270.82 "," 1,270.82 "," 1,270.82 "," 1,270.82 "," 1,270.82 "," 1,270.82 "," 1,270.82 "," 1,270.82 "," 1,270.82 "," 1,270.82 "," 1,270.82 "," 1,270.82 "," 1,270.82 "," 1,277.89 "," 1,278.45 "
충북,충주시,,43130,220.85,218.77,215.44,212.55,210.89,209.24,207.94, 208.45 , 209.78 , 210.03 , 211.93 , 211.89 , 211.91 , 211.57 , 212.01 , 211.39 , 211.83 
충북,제천시,,43150,167.67,164.29,162.31,159.41,157.36,156.61,154.29, 154.26 , 153.72 , 153.53 , 155.42 , 155.90 , 155.70 , 155.31 , 154.86 , 154.09 , 154.51 
충북,보은군,,43720,73.99,72.00,69.16,66.68,65.12,63.50,62.12, 60.51 , 60.03 , 59.66 , 59.86 , 59.43 , 58.95 , 58.74 , 58.60 , 58.70 , 58.57 
충북,옥천군,,43730,113.18,110.79,108.82,107.06,105.44,103.54,102.26, 101.64 , 101.43 , 100.77 , 100.61 , 99.61 , 99.14 , 98.24 , 97.69 , 97.57 , 97.31 
충북,영동군,,43740,69.38,67.67,65.98,63.95,62.24,61.30,60.15, 59.33 , 59.46 , 59.64 , 59.76 , 59.88 , 59.92 , 59.77 , 60.08 , 59.94 , 59.77 
충북,증평군,,43745,394.49,383.56,375.57,382.56,377.54,374.04,372.51, 380.60 , 393.23 , 405.30 , 409.82 , 415.62 , 418.91 , 422.17 , 424.94 , 448.23 , 456.06 
충북,진천군,,43750,148.04,148.52,147.00,147.09,148.64,148.17,148.09, 148.13 , 149.17 , 150.96 , 152.48 , 154.82 , 155.82 , 158.64 , 160.03 , 166.92 , 171.77 
충북,괴산군,,43760,48.04,46.68,45.28,47.98,47.00,45.83,44.61, 43.79 , 43.42 , 43.67 , 43.73 , 44.34 , 44.80 , 45.18 , 45.52 , 46.05 , 46.28 
충북,음성군,,43770,168.80,167.55,166.18,164.68,164.45,165.16,166.75, 169.77 , 172.06 , 172.40 , 175.06 , 176.13 , 178.70 , 179.71 , 183.22 , 185.28 , 187.96 
충북,단양군,,43800,51.28,49.64,47.84,45.76,44.54,43.74,42.74, 41.53 , 40.90 , 40.79 , 40.75 , 40.46 , 40.02 , 39.91 , 39.62 , 39.38 , 39.05 
충남,당진시,,44270, 187 , 181 , 178 , 175 , 177 , 181 , 188 ,204.7326 ,204.8207 ,199.9587 ,208.6 ,216.2 , 223.21 , 229.50 , 231.23 , 234.49 , 236.60 
충남,천안시,동남구,44131,480.51,493.19,503.12,520.52,573.63,584.35,596.71, 606.55 , 536.53 , 542.40 , 564.01 , 576.84 , 588.26 , 594.36 , 597.04 , 596.36 , 590.65 
충남,천안시,서북구,44133,1065.80,1093.91,1115.94,1154.52,1272.33,1296.10,1323.52," 1,345.35 "," 1,529.72 "," 1,532.45 "," 1,569.74 "," 1,611.25 "," 1,639.71 "," 1,672.13 "," 1,702.69 "," 1,741.66 "," 1,816.06 "
충남,공주시,,44150,144.15,142.41,140.91,139.19,138.49,137.65,136.45, 134.64 , 133.08 , 132.04 , 132.85 , 132.66 , 135.72 , 134.64 , 131.47 , 128.74 , 127.21 
충남,보령시,,44180,208.71,204.78,199.51,194.20,191.55,189.93,189.10, 189.16 , 187.85 , 187.57 , 188.55 , 186.93 , 185.41 , 184.30 , 183.21 , 183.97 , 181.03 
충남,아산시,,44200,339.66,343.85,352.45,356.15,370.52,377.07,390.21, 408.51 , 444.41 , 473.02 , 489.12 , 506.33 , 517.33 , 529.48 , 542.18 , 549.09 , 558.66 
충남,서산시,,44210,202.97,203.01,200.34,205.31,203.05,203.00,203.80, 207.37 , 211.82 , 214.54 , 216.66 , 218.04 , 220.46 , 223.87 , 226.25 , 229.50 , 230.42 
충남,논산시,,44230,231.33,227.92,223.26,244.60,244.35,241.94,236.89, 233.38 , 230.33 , 229.07 , 229.81 , 229.87 , 228.28 , 226.83 , 224.95 , 223.94 , 222.11 
충남,계룡시,,44250,453.21,474.14,491.52,511.75,513.56,566.40,606.44, 621.97 , 681.74 , 703.42 , 708.90 , 707.42 , 684.41 , 674.62 , 667.90 , 687.22 , 702.11 
충남,금산군,,44710,112.01,109.35,106.52,105.45,104.25,101.30,99.87, 100.11 , 98.46 , 97.55 , 98.08 , 97.16 , 96.61 , 96.13 , 95.59 , 95.09 , 94.62 
충남,부여군,,44760,148.39,144.71,140.92,136.53,133.31,130.39,127.45, 124.77 , 122.76 , 120.97 , 120.13 , 118.49 , 117.30 , 116.20 , 114.92 , 113.98 , 112.38 
충남,서천군,,44770,210.42,203.46,195.93,188.39,183.45,179.65,174.94, 170.85 , 169.00 , 167.78 , 167.82 , 166.30 , 164.56 , 163.18 , 161.16 , 158.93 , 153.20 
충남,청양군,,44790,85.53,83.47,80.46,77.13,74.27,72.80,71.11, 70.10 , 68.98 , 68.04 , 67.90 , 67.38 , 66.96 , 67.10 , 67.29 , 67.79 , 68.35 
충남,홍성군,,44800,215.00,210.93,205.99,213.29,205.55,204.88,201.73, 199.77 , 198.58 , 197.39 , 198.39 , 198.46 , 199.15 , 202.04 , 206.92 , 212.97 , 225.17 
충남,예산군,,44810,186.77,184.67,180.03,174.97,169.07,167.07,165.04, 163.51 , 162.55 , 160.73 , 160.45 , 159.36 , 158.35 , 157.11 , 156.58 , 153.87 , 149.90 
충남,태안군,,44825,136.52,134.51,130.86,126.64,126.30,126.34,126.26, 124.83 , 125.55 , 124.95 , 125.24 , 124.24 , 121.18 , 120.93 , 121.25 , 123.02 , 123.89 
전북,전주시,완산구,45111,3498.91,3531.12,3600.02,3606.21,3637.39,3656.17,3678.03," 3,657.02 "," 3,695.47 "," 3,700.58 "," 3,758.12 "," 3,807.70 "," 3,822.02 "," 3,841.03 "," 3,855.01 "," 3,864.27 "," 3,824.64 "
전북,전주시,덕진구,45113,2589.69,2578.13,2539.77,2483.50,2488.99,2462.28,2470.88," 2,482.04 "," 2,520.79 "," 2,548.05 "," 2,560.22 "," 2,556.73 "," 2,571.25 "," 2,581.66 "," 2,596.50 "," 2,584.55 "," 2,613.58 "
전북,군산시,,45130,734.65,732.32,719.48,710.33,697.70,688.38,682.75, 667.96 , 676.30 , 684.07 , 690.24 , 696.97 , 704.92 , 704.87 , 702.53 , 703.28 , 700.59 
전북,익산시,,45140,659.32,660.23,651.07,641.54,635.71,628.13,621.42, 618.59 , 610.25 , 605.29 , 606.54 , 611.52 , 604.94 , 605.08 , 600.39 , 596.32 , 593.21 
전북,정읍시,,45180,219.48,219.09,200.80,224.19,190.93,186.23,182.20, 179.31 , 177.35 , 175.48 , 176.13 , 173.88 , 172.34 , 170.80 , 169.15 , 167.39 , 166.23 
전북,남원시,,45190,137.59,138.12,133.36,135.43,127.84,124.44,121.20, 118.58 , 117.40 , 116.49 , 116.62 , 116.23 , 115.63 , 114.94 , 113.86 , 112.81 , 111.92 
전북,김제시,,45210,212.47,211.34,203.55,203.06,192.95,188.46,183.91, 179.11 , 175.77 , 173.92 , 173.14 , 170.88 , 169.42 , 167.43 , 165.39 , 162.86 , 160.81 
전북,완주군,,45710,102.33,105.63,103.10,101.90,100.47,101.89,101.33, 101.07 , 102.12 , 102.28 , 103.73 , 103.16 , 104.98 , 105.92 , 110.08 , 116.09 , 116.30 
전북,진안군,,45720,39.64,41.37,38.58,38.62,38.98,36.78,34.37, 38.33 , 34.51 , 34.92 , 34.90 , 36.08 , 34.17 , 33.84 , 33.55 , 33.20 , 33.04 
전북,무주군,,45730,46.24,48.01,44.15,42.28,41.44,40.96,40.23, 41.72 , 41.17 , 40.85 , 40.48 , 40.93 , 40.07 , 40.20 , 40.18 , 39.91 , 39.49 
전북,장수군,,45740,56.31,57.05,49.38,55.18,50.20,46.40,45.38, 50.03 , 44.74 , 44.01 , 43.83 , 43.53 , 43.49 , 43.58 , 43.76 , 43.65 , 44.31 
전북,임실군,,45750,62.85,62.70,58.73,57.41,55.28,54.45,53.56, 53.52 , 52.15 , 51.42 , 51.23 , 51.55 , 50.16 , 49.80 , 50.17 , 50.68 , 50.55 
전북,순창군,,45770,69.77,68.36,65.22,63.51,64.17,64.57,65.53, 64.62 , 62.37 , 60.87 , 60.92 , 59.48 , 60.60 , 61.04 , 61.23 , 60.99 , 60.38 
전북,고창군,,45790,122.10,122.41,114.78,114.76,107.45,104.93,102.22, 100.32 , 99.27 , 98.90 , 100.14 , 98.83 , 99.45 , 99.56 , 98.86 , 98.78 , 99.69 
전북,부안군,,45800,151.39,153.82,142.56,137.99,135.35,131.80,128.19, 125.44 , 123.46 , 122.11 , 121.98 , 119.82 , 119.39 , 119.99 , 116.68 , 115.39 , 115.50 
전남,목포시,,46110,5216.30,5194.51,5184.39,5109.61,5043.68,5070.36,5040.57," 4,931.23 "," 4,920.21 "," 4,884.12 "," 4,900.23 "," 4,885.39 "," 4,881.50 "," 4,762.04 "," 4,720.41 "," 4,621.68 "," 4,603.53 "
전남,여수시,,46130,650.30,642.44,632.74,622.29,611.53,603.64,593.43, 589.44 , 587.93 , 584.44 , 583.70 , 581.63 , 579.99 , 577.75 , 571.70 , 570.21 , 566.54 
전남,순천시,,46150,297.98,299.49,298.84,297.39,297.61,298.57,297.47, 297.95 , 296.91 , 297.02 , 300.54 , 299.96 , 300.79 , 302.79 , 304.47 , 306.20 , 305.77 
전남,나주시,,46170,179.61,175.25,170.25,168.41,164.42,162.20,159.62, 158.00 , 152.73 , 149.31 , 148.07 , 145.00 , 144.70 , 144.20 , 149.05 , 161.39 , 171.56 
전남,광양시,,46230,309.23,309.90,308.71,305.20,307.02,307.37,307.15, 307.45 , 311.88 , 316.10 , 318.86 , 330.29 , 328.70 , 329.57 , 330.56 , 332.26 , 335.93 
전남,담양군,,46710,121.05,117.04,113.23,111.91,111.21,110.66,110.59, 110.86 , 106.26 , 103.93 , 105.08 , 105.10 , 104.63 , 104.09 , 103.68 , 103.31 , 103.78 
전남,곡성군,,46720,75.18,70.82,67.15,64.48,62.83,62.39,61.43, 60.85 , 59.56 , 58.61 , 58.25 , 57.23 , 56.40 , 56.64 , 56.14 , 56.03 , 55.53 
전남,구례군,,46730,75.81,74.38,71.68,68.85,68.22,66.74,65.07, 63.64 , 62.51 , 62.09 , 61.76 , 61.87 , 61.09 , 61.18 , 61.30 , 61.61 , 61.84 
전남,고흥군,,46770,130.22,123.56,119.47,117.93,111.79,108.02,104.46, 101.23 , 98.68 , 96.78 , 95.22 , 93.52 , 92.16 , 87.49 , 86.26 , 84.97 , 83.80 
전남,보성군,,46780,92.48,89.57,86.35,84.39,81.85,80.12,78.32, 76.77 , 75.35 , 73.92 , 73.54 , 72.19 , 70.91 , 69.91 , 69.15 , 68.32 , 66.99 
전남,화순군,,46790,99.98,100.76,99.72,96.77,95.36,93.65,92.30, 90.95 , 89.40 , 88.56 , 88.16 , 87.67 , 86.90 , 86.20 , 84.86 , 83.68 , 82.99 
전남,장흥군,,46800,86.39,83.71,81.28,77.40,75.33,73.67,71.90, 70.31 , 69.21 , 68.10 , 68.58 , 68.37 , 68.56 , 69.09 , 69.39 , 69.90 , 65.34 
전남,강진군,,46810,99.31,102.48,93.47,89.46,87.08,85.37,83.85, 82.66 , 82.26 , 82.28 , 83.20 , 83.12 , 80.40 , 80.01 , 79.57 , 77.37 , 75.36 
전남,해남군,,46820,115.41,112.16,104.62,101.48,98.86,95.06,92.97, 89.98 , 82.06 , 81.49 , 79.12 , 77.90 , 77.16 , 76.68 , 75.98 , 75.20 , 73.98 
전남,영암군,,46830,119.89,118.28,114.21,111.82,110.17,109.57,105.24, 103.46 , 101.65 , 99.46 , 99.87 , 99.65 , 99.42 , 97.87 , 97.52 , 96.34 , 94.41 
전남,무안군,,46840,160.89,157.88,151.18,145.94,143.15,141.92,141.59, 142.35 , 148.72 , 161.68 , 166.28 , 168.65 , 168.71 , 176.79 , 181.64 , 182.85 , 182.57 
전남,함평군,,46860,115.19,110.82,106.86,107.26,102.38,102.33,98.41, 96.75 , 95.31 , 94.51 , 93.52 , 92.10 , 91.21 , 90.78 , 89.49 , 88.94 , 87.72 
전남,영광군,,46870,153.90,148.17,141.54,135.39,132.84,129.74,126.75, 124.22 , 122.64 , 120.41 , 121.13 , 119.70 , 120.46 , 121.31 , 119.67 , 118.47 , 117.09 
전남,장성군,,46880,107.95,105.47,101.33,99.30,96.81,94.81,92.31, 91.43 , 89.87 , 89.13 , 89.70 , 89.19 , 89.28 , 89.31 , 89.28 , 89.42 , 88.93 
전남,완도군,,46890,170.96,166.58,160.31,155.71,151.68,148.84,145.34, 142.16 , 139.05 , 137.30 , 136.99 , 136.41 , 135.96 , 135.30 , 134.16 , 133.73 , 132.85 
전남,진도군,,46900,98.13,95.55,91.99,89.11,86.65,84.79,83.44, 81.74 , 78.28 , 77.18 , 76.71 , 76.16 , 75.49 , 74.97 , 74.40 , 73.79 , 72.88 
전남,신안군,,46910,81.36,78.51,76.00,77.54,72.75,70.98,71.37, 70.22 , 69.83 , 69.17 , 69.33 , 67.67 , 66.97 , 67.35 , 66.72 , 66.02 , 65.04 
경북,포항시,남구,47111,656.75,655.26,650.96,659.62,650.37,651.06,641.76, 644.74 , 645.23 , 642.17 , 646.44 , 641.16 , 638.28 , 633.92 , 628.65 , 625.57 , 621.19 
경북,포항시,북구,47113,351.27,350.55,348.22,339.75,342.34,341.87,343.99, 343.10 , 346.16 , 349.30 , 354.17 , 359.66 , 363.60 , 366.56 , 369.22 , 371.11 , 369.60 
경북,경주시,,47130,219.20,217.18,214.97,212.39,209.87,207.76,206.51, 205.54 , 203.37 , 201.95 , 201.68 , 200.46 , 199.38 , 198.78 , 197.42 , 196.07 , 195.83 
경북,김천시,,47150,148.44,149.42,145.27,148.89,142.19,140.34,138.42, 137.83 , 136.83 , 134.73 , 134.89 , 134.95 , 134.28 , 134.04 , 134.24 , 138.85 , 140.95 
경북,안동시,,47170,121.00,119.65,117.98,115.55,114.45,112.69,110.94, 110.40 , 109.99 , 110.06 , 110.33 , 110.50 , 110.59 , 110.69 , 110.84 , 111.19 , 110.91 
경북,구미시,,47190,545.84,558.43,567.97,577.09,593.41,608.04,627.34, 636.12 , 640.07 , 644.03 , 657.82 , 671.69 , 677.50 , 681.57 , 683.04 , 682.36 , 682.55 
경북,영주시,,47210,196.16,192.46,188.46,185.09,181.67,178.06,174.87, 172.04 , 170.34 , 169.36 , 170.29 , 170.61 , 169.72 , 168.32 , 165.52 , 163.93 , 163.19 
경북,영천시,,47230,130.08,128.26,125.40,122.15,119.01,116.62,114.11, 114.97 , 113.02 , 112.04 , 112.09 , 113.20 , 110.74 , 109.61 , 109.52 , 109.48 , 109.34 
경북,상주시,,47250,99.36,97.26,94.83,91.92,89.72,88.01,86.29, 84.95 , 83.98 , 84.64 , 84.16 , 83.43 , 83.03 , 82.36 , 82.00 , 81.59 , 81.13 
경북,문경시,,47280,98.57,97.68,91.81,89.08,87.21,85.62,83.55, 82.07 , 82.85 , 84.12 , 84.89 , 84.17 , 83.26 , 83.00 , 83.27 , 83.12 , 81.95 
경북,경산시,,47290,519.63,524.85,530.75,525.40,533.51,553.08,570.29, 575.31 , 576.68 , 574.34 , 584.63 , 591.80 , 598.27 , 604.34 , 616.87 , 623.92 , 626.71 
경북,군위군,,47720,53.16,55.45,51.54,48.46,46.93,45.12,43.45, 41.98 , 41.21 , 40.65 , 40.27 , 39.51 , 39.27 , 39.35 , 39.35 , 39.28 , 39.35 
경북,의성군,,47730,64.90,62.82,60.26,58.15,56.23,54.82,53.54, 52.19 , 51.06 , 50.27 , 50.03 , 49.11 , 48.53 , 47.71 , 46.99 , 46.36 , 45.96 
경북,청송군,,47750,40.65,39.78,38.37,37.17,35.73,34.78,33.78, 33.06 , 32.30 , 31.86 , 31.62 , 31.42 , 31.30 , 31.29 , 31.27 , 31.18 , 31.09 
경북,영양군,,47760,27.98,27.20,26.24,25.48,24.79,24.57,24.06, 23.46 , 23.02 , 22.76 , 22.64 , 22.38 , 22.34 , 22.45 , 22.32 , 21.95 , 21.72 
경북,영덕군,,47770,69.01,66.92,70.98,63.38,61.83,60.72,62.69, 58.65 , 57.62 , 56.28 , 55.83 , 55.04 , 54.32 , 54.17 , 53.42 , 52.88 , 52.69 
경북,청도군,,47820,75.37,73.60,72.81,71.99,68.41,67.08,66.21, 65.31 , 64.16 , 63.54 , 63.98 , 63.84 , 63.36 , 63.11 , 63.41 , 63.02 , 62.79 
경북,고령군,,47830,97.89,95.83,93.70,91.01,89.89,89.24,90.55, 90.89 , 90.53 , 89.91 , 90.28 , 92.30 , 92.02 , 91.64 , 91.21 , 90.07 , 89.19 
경북,성주군,,47840,82.93,81.76,83.99,78.96,77.46,76.21,75.24, 74.15 , 73.09 , 74.03 , 73.50 , 74.07 , 73.24 , 73.14 , 73.01 , 73.09 , 73.37 
경북,칠곡군,,47850,229.56,232.22,234.74,234.73,236.13,238.96,247.06, 252.52 , 258.33 , 260.08 , 264.11 , 263.54 , 265.63 , 268.71 , 270.67 , 272.39 , 273.21 
경북,예천군,,47900,90.64,87.91,84.37,81.20,78.90,77.11,76.00, 73.95 , 72.62 , 71.58 , 71.19 , 70.46 , 69.62 , 68.93 , 68.21 , 67.55 , 69.80 
경북,봉화군,,47920,35.70,34.45,33.18,32.84,31.25,30.47,29.65, 29.18 , 28.83 , 28.55 , 28.77 , 28.46 , 28.24 , 28.21 , 28.32 , 28.13 , 27.90 
경북,울진군,,47930,67.04,66.41,64.21,61.71,59.24,57.34,55.69, 54.56 , 53.63 , 53.11 , 53.00 , 52.62 , 52.40 , 52.51 , 52.66 , 52.44 , 52.28 
경북,울릉군,,47940,141.13,136.99,132.10,127.02,126.27,130.99,140.54, 139.04 , 139.48 , 141.65 , 146.88 , 147.43 , 146.48 , 144.44 , 140.87 , 139.34 , 137.24 
경남,창원시,의창구,48121,1230.49,1240.59,1215.95,1208.33,1200.57,1194.32,1192.80," 1,192.92 "," 1,191.95 "," 1,190.07 "," 1,191.42 "," 1,204.70 "," 1,209.26 "," 1,211.26 "," 1,222.93 "," 1,214.50 "," 1,195.53 "
경남,창원시,성산구,48123,3166.06,3192.07,3128.68,3109.07,3089.10,3073.01,3069.12," 3,069.41 "," 3,066.90 "," 3,062.09 "," 3,058.55 "," 3,016.50 "," 3,005.31 "," 2,955.65 "," 2,900.46 "," 2,851.61 "," 2,816.32 "
경남,창원시,마산합포구,48125,900.45,901.52,901.03,894.19,889.26,884.62,877.89, 865.45 , 855.61 , 845.68 , 776.02 , 776.10 , 772.41 , 761.97 , 757.23 , 753.71 , 754.24 
경남,창원시,마산회원구,48127,2388.01,2390.86,2389.58,2371.40,2358.36,2346.05,2328.20," 2,295.20 "," 2,269.10 "," 2,540.84 "," 2,485.95 "," 2,464.46 "," 2,444.07 "," 2,423.87 "," 2,365.72 "," 2,338.08 "," 2,327.02 "
경남,창원시,진해구,48129,1198.18,1205.83,1261.23,1338.77,1342.59,1387.78,1418.82," 1,431.98 "," 1,403.59 "," 1,425.81 "," 1,463.72 "," 1,487.38 "," 1,504.15 "," 1,486.47 "," 1,483.49 "," 1,513.94 "," 1,526.81 "
경남,진주시,,48170,479.52,476.98,477.03,473.36,473.50,471.67,467.91, 463.99 , 464.65 , 465.35 , 470.02 , 470.58 , 473.13 , 472.78 , 477.22 , 483.09 , 486.34 
경남,통영시,,48220,578.68,572.47,566.28,562.74,560.71,558.01,559.22, 563.20 , 570.73 , 575.42 , 587.40 , 586.18 , 582.50 , 584.06 , 582.11 , 580.44 , 576.11 
경남,사천시,,48240,300.86,300.65,294.92,288.56,283.82,280.38,282.88, 282.51 , 283.32 , 283.04 , 286.62 , 286.33 , 289.30 , 293.16 , 292.23 , 289.63 , 288.26 
경남,김해시,,48250,741.74,763.67,842.52,879.35,922.52,956.10,979.29," 1,003.53 "," 1,030.86 "," 1,062.89 "," 1,086.55 "," 1,095.61 "," 1,109.01 "," 1,126.66 "," 1,137.86 "," 1,141.38 "," 1,142.58 "
