"","%IncMSE"
"YEAR",8.62790708842224
"MONTH",114.814826357082
"SO2",41.0740825857435
"CO",32.7509084719392
"O3",37.1364986012021
"NO2",45.9458746768474
"MEAN_TEMP",10.1836074175556
"MEAN_MAX_TEMP",14.5898071807705
"MEAN_MIN_TEMP",18.3727732175804
"MAX_TEMP",22.5106853454287
"MIN_TEMP",20.6413890142566
"MEAN_PRES",21.3639362544749
"MEAN_SEA_PRES",15.1368611279711
"MAX_SEA_PRES",26.8891086531137
"MIN_SEA_PRES",28.7505107430013
"MEAN_WATER_PRES",13.7413056423243
"MAX_WATER_PRES",22.119037753912
"MIN_WATER_PRES",19.3797396297047
"MEAN_DEW_TEMP",15.6897639807044
"MEAN_HUM",23.0541514019065
"MIN_HUM",20.1986354295109
"SUM_PRECI",30.1172542722584
"DAY_MAX_PRECI",22.4434260857199
"HOUR_MAX_PRECI",14.2489009020061
"TEN_MINU_MAX_PRECI",14.4966929809633
"MEAN_WIND_SPED",19.1533824212177
"MAX_WIND_SPED",19.2723831912622
"MAX_INST_WIND_SPED",21.1989932738072
"MAX_WIND_DIR",16.4240610508899
"MAX_INST_WIND_DIR",19.6882098311667
"SUM_SUN",18.7173666055157
"PERC_SUN",24.7054338618632
"MAX_SNOW_DEP",5.29560976758843
"MAX_NEW_SNOW_DEP",3.03790601018005
"SUM_SNOW",5.49266129992372
"MEAN_MIN_GRA_TEMP",16.0645524032379
"MIN_GRA_TEMP",18.1420238240819
"MEAN_SURF_TEMP",21.9609640927142
"BEIJING_PM2.5",8.0045346533369
"SHANGHAI_PM2.5",35.3175895736176
"BEIJIING_PM2.5_STD",46.5801994721204
"SHANGHAI_PM2.5_STD",27.8777485231411
"POP_DEN",42.0935297021907
"YD_FREQ",69.579629903841
"X_COORD",39.6553640623962
"Y_COORD",42.3518224950686
"BEIJING_AQI",34.0428107473455
"TIANJIN_AQI",28.5934427199271
