"","var","rel.inf"
"SHANGHAI_PM2.5","SHANGHAI_PM2.5",21.8086773057505
"MONTH","MONTH",17.9449698673137
"SO2","SO2",6.84884022200163
"Y_COORD","Y_COORD",4.16548379101731
"MEAN_SEA_PRES","MEAN_SEA_PRES",2.10365008141526
"EM7_NOX","EM7_NOX",1.93760960987297
"NO2","NO2",1.85579435078249
"SUM_SUN","SUM_SUN",1.68000326164123
"EM3_NH3","EM3_NH3",1.65047250760287
"EM9_NH3","EM9_NH3",1.593776401842
"EM2_SOX","EM2_SOX",1.48449269437317
"EM2_CO","EM2_CO",1.38539985581155
"YD_FREQ","YD_FREQ",1.37496514090714
"O3","O3",1.36890593130222
"X_COORD","X_COORD",1.33687942579438
"EM9_NOX","EM9_NOX",1.20672588491886
"MIN_SEA_PRES","MIN_SEA_PRES",1.14156199934024
"MEAN_WIND_SPED","MEAN_WIND_SPED",1.04471560381684
"EM3_TSP","EM3_TSP",1.02478017455391
"MAX_WATER_PRES","MAX_WATER_PRES",0.997227950980916
"MEAN_PRES","MEAN_PRES",0.936581183064013
"CO","CO",0.896950344792508
"EM4_VOC","EM4_VOC",0.895655087459367
"BEIJIING_PM2.5_STD","BEIJIING_PM2.5_STD",0.830021340430049
"SUM_PRECI","SUM_PRECI",0.798932275156926
"SHANGHAI_PM2.5_STD","SHANGHAI_PM2.5_STD",0.763851448466964
"EM9_CO","EM9_CO",0.739018455636293
"MEAN_MIN_TEMP","MEAN_MIN_TEMP",0.726112256865967
"MEAN_SURF_TEMP","MEAN_SURF_TEMP",0.715588173188207
"MEAN_TEMP","MEAN_TEMP",0.709838282310076
"EM3_SOX","EM3_SOX",0.709151457456506
"EM3_CO","EM3_CO",0.653924527287379
"BEIJING_PM2.5","BEIJING_PM2.5",0.650366909772794
"EM9_SOX","EM9_SOX",0.635960455765085
"EM5_VOC","EM5_VOC",0.624746767533342
"POP_DEN","POP_DEN",0.616338047029117
"MAX_SEA_PRES","MAX_SEA_PRES",0.598789280266278
"EM4_CO","EM4_CO",0.58188306499254
"EM2_NOX","EM2_NOX",0.524062735411545
"EM2_PM2.5","EM2_PM2.5",0.506451650411707
"EM7_TSP","EM7_TSP",0.492616134024577
"MEAN_MIN_GRA_TEMP","MEAN_MIN_GRA_TEMP",0.488447278145495
"MAX_TEMP","MAX_TEMP",0.476749333138893
"MEAN_MAX_TEMP","MEAN_MAX_TEMP",0.459501786789858
"MAX_INST_WIND_SPED","MAX_INST_WIND_SPED",0.404226497817126
"EM8_NH3","EM8_NH3",0.373268866706833
"EM8_SOX","EM8_SOX",0.366695111305933
"EM2_TSP","EM2_TSP",0.357622436120419
"EM8_TSP","EM8_TSP",0.35649655103932
"EM4_NH3","EM4_NH3",0.356280296429688
"EM4_NOX","EM4_NOX",0.339038687546919
"PERC_SUN","PERC_SUN",0.322262362759521
"EM9_VOC","EM9_VOC",0.303968451961294
"EM4_TSP","EM4_TSP",0.298115849647116
"EM6_VOC","EM6_VOC",0.294935323155439
"EM3_PM10","EM3_PM10",0.291088210096948
"EM2_NH3","EM2_NH3",0.289658420185116
"YEAR","YEAR",0.286113437736759
"MIN_TEMP","MIN_TEMP",0.273424962792409
"EM3_NOX","EM3_NOX",0.271385672674724
"MEAN_HUM","MEAN_HUM",0.256309113290619
"EM2_VOC","EM2_VOC",0.251523297034266
"EM7_SOX","EM7_SOX",0.250043097327914
"EM3_PM2.5","EM3_PM2.5",0.244341555800877
"MAX_INST_WIND_DIR","MAX_INST_WIND_DIR",0.243292560618959
"EM8_NOX","EM8_NOX",0.24048390392489
"EM7_NH3","EM7_NH3",0.236272932168782
"MEAN_DEW_TEMP","MEAN_DEW_TEMP",0.227057233407804
"MAX_WIND_SPED","MAX_WIND_SPED",0.223551633361458
"EM9_PM2.5","EM9_PM2.5",0.215746044114125
"EM8_CO","EM8_CO",0.194176495224704
"EM2_PM10","EM2_PM10",0.193606146500797
"EM7_CO","EM7_CO",0.191870127766739
"MIN_HUM","MIN_HUM",0.165028095454792
"EM4_SOX","EM4_SOX",0.164318868735988
"EM7_VOC","EM7_VOC",0.146234231982043
"TEN_MINU_MAX_PRECI","TEN_MINU_MAX_PRECI",0.139268298703236
"MIN_GRA_TEMP","MIN_GRA_TEMP",0.139182911003763
"MIN_WATER_PRES","MIN_WATER_PRES",0.117657084810232
"EM9_TSP","EM9_TSP",0.116016268456876
"DAY_MAX_PRECI","DAY_MAX_PRECI",0.101851504406288
"EM8_VOC","EM8_VOC",0.0950761641932162
"EM4_PM2.5","EM4_PM2.5",0.0829366893504183
"EM4_PM10","EM4_PM10",0.07713427065341
"SUM_SNOW","SUM_SNOW",0.0746673830330039
"EM3_VOC","EM3_VOC",0.0739239168483289
"MEAN_WATER_PRES","MEAN_WATER_PRES",0.0698385177479042
"MAX_NEW_SNOW_DEP","MAX_NEW_SNOW_DEP",0.0637595765093916
"MAX_WIND_DIR","MAX_WIND_DIR",0.0508892388717704
"EM8_PM10","EM8_PM10",0.0478398375969399
"HOUR_MAX_PRECI","HOUR_MAX_PRECI",0.0360133353942782
"EM8_PM2.5","EM8_PM2.5",0.0290001933836808
"EM7_PM2.5","EM7_PM2.5",0.0284322433007045
"MAX_SNOW_DEP","MAX_SNOW_DEP",0.0217558815057658
"EM9_PM10","EM9_PM10",0.0198498731058579
"EM5_CO","EM5_CO",0
"EM5_NOX","EM5_NOX",0
"EM5_SOX","EM5_SOX",0
"EM5_TSP","EM5_TSP",0
"EM5_PM10","EM5_PM10",0
"EM5_NH3","EM5_NH3",0
"EM5_PM2.5","EM5_PM2.5",0
"EM6_CO","EM6_CO",0
"EM6_NOX","EM6_NOX",0
"EM6_SOX","EM6_SOX",0
"EM6_TSP","EM6_TSP",0
"EM6_PM10","EM6_PM10",0
"EM6_NH3","EM6_NH3",0
"EM6_PM2.5","EM6_PM2.5",0
"EM7_PM10","EM7_PM10",0
