"","var","rel.inf"
"MONTH","MONTH",50.1156397546774
"YD_FREQ","YD_FREQ",10.0208426326463
"SHANGHAI_PM2.5","SHANGHAI_PM2.5",7.4277226741504
"BEIJIING_PM2.5_STD","BEIJIING_PM2.5_STD",4.90716502803292
"SO2","SO2",3.16533963843061
"BEIJING_AQI","BEIJING_AQI",2.58362563915388
"MIN_SEA_PRES","MIN_SEA_PRES",2.15335704415459
"TIANJIN_AQI","TIANJIN_AQI",1.95652128026877
"NO2","NO2",1.95214834872669
"SUM_PRECI","SUM_PRECI",1.87438054781366
"MAX_SEA_PRES","MAX_SEA_PRES",1.83238385942377
"Y_COORD","Y_COORD",1.62691779895474
"POP_DEN","POP_DEN",1.31588950476405
"X_COORD","X_COORD",1.24353029144127
"PERC_SUN","PERC_SUN",0.948189168225443
"MEAN_SEA_PRES","MEAN_SEA_PRES",0.947426769363773
"BEIJING_PM2.5","BEIJING_PM2.5",0.810572372687366
"MIN_TEMP","MIN_TEMP",0.633975976601111
"MAX_INST_WIND_DIR","MAX_INST_WIND_DIR",0.580750632721246
"SUM_SUN","SUM_SUN",0.54865456740839
"SHANGHAI_PM2.5_STD","SHANGHAI_PM2.5_STD",0.53975710365766
"MEAN_WIND_SPED","MEAN_WIND_SPED",0.383618984993397
"MAX_WATER_PRES","MAX_WATER_PRES",0.322769335529847
"MEAN_MIN_TEMP","MEAN_MIN_TEMP",0.322119096365438
"SUM_SNOW","SUM_SNOW",0.293138390928459
"MAX_WIND_SPED","MAX_WIND_SPED",0.209279275532426
"CO","CO",0.176141662884219
"MIN_WATER_PRES","MIN_WATER_PRES",0.143607573666378
"MEAN_MIN_GRA_TEMP","MEAN_MIN_GRA_TEMP",0.141908754447336
"MEAN_HUM","MEAN_HUM",0.131504869224492
"MEAN_MAX_TEMP","MEAN_MAX_TEMP",0.113645724728135
"MEAN_TEMP","MEAN_TEMP",0.0917478480806538
"O3","O3",0.0877382526220912
"MEAN_SURF_TEMP","MEAN_SURF_TEMP",0.087467596272086
"MEAN_PRES","MEAN_PRES",0.0507066672839907
"MAX_INST_WIND_SPED","MAX_INST_WIND_SPED",0.047024815098887
"MEAN_WATER_PRES","MEAN_WATER_PRES",0.0430037299690522
"MAX_TEMP","MAX_TEMP",0.0333910880637294
"MAX_WIND_DIR","MAX_WIND_DIR",0.0304671397449688
"MIN_GRA_TEMP","MIN_GRA_TEMP",0.0208995481799855
"MEAN_DEW_TEMP","MEAN_DEW_TEMP",0.0207876998292609
"TEN_MINU_MAX_PRECI","TEN_MINU_MAX_PRECI",0.0197285082804743
"DAY_MAX_PRECI","DAY_MAX_PRECI",0.00943655583281941
"MIN_HUM","MIN_HUM",0.00928669007876127
"MAX_SNOW_DEP","MAX_SNOW_DEP",0.00803943870483996
"YEAR","YEAR",0.00789263359828875
"HOUR_MAX_PRECI","HOUR_MAX_PRECI",0.00762951929157605
"MAX_NEW_SNOW_DEP","MAX_NEW_SNOW_DEP",0.0022279674643783
