"","%IncMSE"
"YEAR",7.1441311302109
"MONTH",53.1357913657246
"SO2",35.397912513769
"CO",19.9088767447579
"O3",25.1878123700208
"NO2",27.5380827466508
"MEAN_TEMP",13.3392107220265
"MEAN_MAX_TEMP",14.427898338669
"MEAN_MIN_TEMP",9.88221523768162
"MAX_TEMP",8.40828323116305
"MIN_TEMP",11.2533620395222
"MEAN_PRES",10.5789200499423
"MEAN_SEA_PRES",16.2678503816907
"MAX_SEA_PRES",11.0260317068325
"MIN_SEA_PRES",16.7400962006326
"MEAN_WATER_PRES",9.08720896346037
"MAX_WATER_PRES",16.8640586812096
"MIN_WATER_PRES",11.8137944133381
"MEAN_DEW_TEMP",6.10858114835316
"MEAN_HUM",15.4472647430685
"MIN_HUM",12.3409238543262
"SUM_PRECI",18.4295001546752
"DAY_MAX_PRECI",11.1676143290479
"HOUR_MAX_PRECI",12.5875944775953
"TEN_MINU_MAX_PRECI",5.57623856334698
"MEAN_WIND_SPED",17.509382074964
"MAX_WIND_SPED",11.0617318942232
"MAX_INST_WIND_SPED",17.1266666579289
"MAX_WIND_DIR",10.7263583534556
"MAX_INST_WIND_DIR",7.88823854689764
"SUM_SUN",21.6671261562282
"PERC_SUN",12.3741822722435
"MAX_SNOW_DEP",6.11212392080504
"MAX_NEW_SNOW_DEP",3.95988524096763
"SUM_SNOW",4.583690499585
"MEAN_MIN_GRA_TEMP",10.951679246926
"MIN_GRA_TEMP",9.72574642267118
"MEAN_SURF_TEMP",11.0981903449667
"BEIJING_PM2.5",9.06067572957772
"SHANGHAI_PM2.5",45.2645634635904
"BEIJIING_PM2.5_STD",21.1116966472197
"SHANGHAI_PM2.5_STD",16.2867310415911
"EM2_CO",28.1646190075938
"EM2_NOX",14.5665076535524
"EM2_SOX",16.9940599406446
"EM2_TSP",17.2212395496101
"EM2_PM10",12.0777871554515
"EM2_VOC",16.4356634263367
"EM2_NH3",14.1295863374358
"EM2_PM2.5",15.6436964384672
"EM3_CO",11.8623128112553
"EM3_NOX",16.4228830926226
"EM3_SOX",23.2144575897024
"EM3_TSP",19.456166743355
"EM3_PM10",13.8319413446689
"EM3_VOC",8.25076377125028
"EM3_NH3",33.941478244432
"EM3_PM2.5",13.8444439371516
"EM4_CO",12.6885355046543
"EM4_NOX",8.80093358270527
"EM4_SOX",7.24123961009067
"EM4_TSP",11.615585285147
"EM4_PM10",9.11582062663352
"EM4_VOC",16.4385140566505
"EM4_NH3",6.43938242692182
"EM4_PM2.5",9.47045260791294
"EM5_CO",0
"EM5_NOX",0
"EM5_SOX",0
"EM5_TSP",0
"EM5_PM10",0
"EM5_VOC",17.3122608315209
"EM5_NH3",0
"EM5_PM2.5",0
"EM6_CO",0
"EM6_NOX",0
"EM6_SOX",0
"EM6_TSP",0
"EM6_PM10",0
"EM6_VOC",17.3180430512407
"EM6_NH3",0
"EM6_PM2.5",0
"EM7_CO",12.662199908495
"EM7_NOX",15.7375578200952
"EM7_SOX",10.589971814345
"EM7_TSP",7.74258637444891
"EM7_PM10",6.90285941503578
"EM7_VOC",10.2795551448144
"EM7_NH3",12.9217937463698
"EM7_PM2.5",8.01423468815695
"EM8_CO",8.89142240825564
"EM8_NOX",11.7778348354322
"EM8_SOX",14.4301763386367
"EM8_TSP",8.22810984086894
"EM8_PM10",6.64200514677326
"EM8_VOC",7.38005984659754
"EM8_NH3",13.4055421940048
"EM8_PM2.5",7.24532633591248
"EM9_CO",12.7388962834909
"EM9_NOX",10.9366581917241
"EM9_SOX",13.576566277998
"EM9_TSP",6.75540417334571
"EM9_PM10",6.60805473649044
"EM9_VOC",16.5675848605473
"EM9_NH3",19.6694163056219
"EM9_PM2.5",9.22182521872232
"POP_DEN",20.4347375893311
"YD_FREQ",2.56778899819038
"X_COORD",20.8590400645138
"Y_COORD",32.2810646313779
