"","%IncMSE"
"YEAR",10.466473467463
"MONTH",34.615739893265
"SO2",22.9555638072894
"CO",16.9012033750241
"O3",26.0623931626484
"NO2",22.3339608141187
"MEAN_TEMP",11.4693359554369
"MEAN_MAX_TEMP",10.914978898015
"MEAN_MIN_TEMP",7.93113375073532
"MAX_TEMP",14.9028154646753
"MIN_TEMP",13.6254775145623
"MEAN_PRES",15.3280365183022
"MEAN_SEA_PRES",23.5974742031133
"MAX_SEA_PRES",23.6668284541111
"MIN_SEA_PRES",25.732003172339
"MEAN_WATER_PRES",14.8845596338326
"MAX_WATER_PRES",11.7959576085421
"MIN_WATER_PRES",8.04367204105179
"MEAN_DEW_TEMP",10.9089675013347
"MEAN_HUM",17.0199402423612
"MIN_HUM",17.9695126828296
"SUM_PRECI",20.1534566697638
"DAY_MAX_PRECI",11.0712063767161
"HOUR_MAX_PRECI",9.57425574860847
"TEN_MINU_MAX_PRECI",7.32154905947552
"MEAN_WIND_SPED",21.7734543175488
"MAX_WIND_SPED",19.1901496140474
"MAX_INST_WIND_SPED",18.3587095862268
"MAX_WIND_DIR",10.876272115108
"MAX_INST_WIND_DIR",11.7406018001635
"SUM_SUN",23.4573911732517
"PERC_SUN",18.6731378641522
"MAX_SNOW_DEP",6.70193507995674
"MAX_NEW_SNOW_DEP",8.79144262201501
"SUM_SNOW",8.81428907842185
"MEAN_MIN_GRA_TEMP",12.6666542651829
"MIN_GRA_TEMP",15.2644890810596
"MEAN_SURF_TEMP",7.97322355948623
"BEIJING_PM2.5",22.5720474488965
"BEIJIING_PM2.5_STD",27.6461582926572
"EM2_CO",18.9680471048791
"EM2_NOX",21.4373290997443
"EM2_SOX",13.8292810178029
"EM2_TSP",17.7077034647647
"EM2_PM10",16.2892883703597
"EM2_VOC",16.7909698757637
"EM2_NH3",19.4994671615506
"EM2_PM2.5",13.1254890948698
"EM3_CO",15.4952951100969
"EM3_NOX",12.7932046412551
"EM3_SOX",24.5281449710927
"EM3_TSP",26.5873684091242
"EM3_PM10",25.735282529815
"EM3_VOC",14.7176970999984
"EM3_NH3",15.4627052291066
"EM3_PM2.5",10.8469730032406
"EM4_CO",12.8459851451212
"EM4_NOX",16.6308064896518
"EM4_SOX",12.278450225548
"EM4_TSP",15.0867162343763
"EM4_PM10",14.1830054898501
"EM4_VOC",14.7001124240812
"EM4_NH3",8.6031906304659
"EM4_PM2.5",9.61022705396385
"EM5_CO",0
"EM5_NOX",0
"EM5_SOX",0
"EM5_TSP",0
"EM5_PM10",0
"EM5_VOC",18.1250504598569
"EM5_NH3",0
"EM5_PM2.5",0
"EM6_CO",0
"EM6_NOX",0
"EM6_SOX",0
"EM6_TSP",0
"EM6_PM10",0
"EM6_VOC",16.1110943425638
"EM6_NH3",0
"EM6_PM2.5",0
"EM7_CO",13.8516203551424
"EM7_NOX",13.926058342068
"EM7_SOX",15.4033653702142
"EM7_TSP",13.3092814914793
"EM7_PM10",12.3066096302176
"EM7_VOC",14.5276346523757
"EM7_NH3",17.6001151617963
"EM7_PM2.5",11.2799384512616
"EM8_CO",10.5753101074611
"EM8_NOX",10.9142627859646
"EM8_SOX",14.5362308753931
"EM8_TSP",11.0622987418657
"EM8_PM10",11.2597249485248
"EM8_VOC",11.0790373973985
"EM8_NH3",12.4824811312863
"EM8_PM2.5",9.22752606442129
"EM9_CO",12.0378394026927
"EM9_NOX",13.502173088427
"EM9_SOX",12.1683897756132
"EM9_TSP",12.4816584664452
"EM9_PM10",12.0404498560345
"EM9_VOC",16.2987045103895
"EM9_NH3",22.5434271725149
"EM9_PM2.5",7.9932602846897
"POP_DEN",29.0231939496763
"YD_FREQ",33.9004426214449
"X_COORD",17.589806116433
"Y_COORD",32.5570602419862
