"","var","rel.inf"
"YD_FREQ","YD_FREQ",24.3505370106216
"NO2","NO2",12.2056707629798
"MONTH","MONTH",10.4314407736097
"Y_COORD","Y_COORD",4.25823155709746
"POP_DEN","POP_DEN",2.46719424246236
"MEAN_SEA_PRES","MEAN_SEA_PRES",2.1944488246218
"O3","O3",2.0673169468753
"SUM_SUN","SUM_SUN",2.02228436423281
"CO","CO",1.95290010532455
"MEAN_SURF_TEMP","MEAN_SURF_TEMP",1.83166773228161
"MAX_SEA_PRES","MAX_SEA_PRES",1.6693369636262
"YEAR","YEAR",1.28368505238874
"MEAN_DEW_TEMP","MEAN_DEW_TEMP",1.22139303219819
"MIN_SEA_PRES","MIN_SEA_PRES",1.21987648184058
"X_COORD","X_COORD",1.2179043887113
"EM2_SOX","EM2_SOX",1.19733775167084
"SO2","SO2",1.1670778985421
"EM9_VOC","EM9_VOC",1.10568862734342
"EM2_NH3","EM2_NH3",0.994961835590573
"EM4_VOC","EM4_VOC",0.980925896545495
"EM7_NOX","EM7_NOX",0.894915088508835
"EM2_CO","EM2_CO",0.879741510340163
"EM5_VOC","EM5_VOC",0.836385409281329
"PERC_SUN","PERC_SUN",0.819646332451628
"SUM_PRECI","SUM_PRECI",0.817353491923224
"EM3_TSP","EM3_TSP",0.65283653523904
"DAY_MAX_PRECI","DAY_MAX_PRECI",0.647350875962374
"EM6_VOC","EM6_VOC",0.630639402817717
"MIN_GRA_TEMP","MIN_GRA_TEMP",0.598013179060594
"EM7_TSP","EM7_TSP",0.594936040215002
"MIN_HUM","MIN_HUM",0.560310583770861
"EM7_SOX","EM7_SOX",0.534590452390393
"MEAN_HUM","MEAN_HUM",0.533531444079115
"MAX_WATER_PRES","MAX_WATER_PRES",0.531896357479209
"EM7_CO","EM7_CO",0.521741656768911
"MEAN_WIND_SPED","MEAN_WIND_SPED",0.52065867950069
"MAX_WIND_DIR","MAX_WIND_DIR",0.513463995528653
"MAX_TEMP","MAX_TEMP",0.509784134682993
"EM3_SOX","EM3_SOX",0.495897935814504
"MEAN_PRES","MEAN_PRES",0.471439992383753
"MEAN_MAX_TEMP","MEAN_MAX_TEMP",0.468596334835383
"EM3_PM10","EM3_PM10",0.461683380204836
"EM2_VOC","EM2_VOC",0.456526734777386
"EM9_SOX","EM9_SOX",0.454305247647217
"EM8_TSP","EM8_TSP",0.443245717667815
"MAX_INST_WIND_SPED","MAX_INST_WIND_SPED",0.433227743530484
"MIN_WATER_PRES","MIN_WATER_PRES",0.425665491923528
"EM9_CO","EM9_CO",0.413444332941948
"MAX_WIND_SPED","MAX_WIND_SPED",0.412837208860229
"EM8_SOX","EM8_SOX",0.408429593449955
"EM7_VOC","EM7_VOC",0.394716610965219
"EM7_NH3","EM7_NH3",0.382453530563362
"EM3_NH3","EM3_NH3",0.379345637003094
"EM8_CO","EM8_CO",0.375095769236475
"EM2_NOX","EM2_NOX",0.357318211482658
"EM9_NOX","EM9_NOX",0.348604315862346
"EM3_NOX","EM3_NOX",0.330133843923141
"EM4_NOX","EM4_NOX",0.318158477437125
"EM4_NH3","EM4_NH3",0.309599077776304
"EM3_CO","EM3_CO",0.305376624830565
"EM3_VOC","EM3_VOC",0.257111629477625
"EM2_TSP","EM2_TSP",0.241600614197758
"EM9_PM10","EM9_PM10",0.234141179496044
"EM4_SOX","EM4_SOX",0.225685412817015
"EM4_TSP","EM4_TSP",0.21606697647594
"EM8_PM10","EM8_PM10",0.212288399538897
"MEAN_MIN_GRA_TEMP","MEAN_MIN_GRA_TEMP",0.206004722706788
"EM2_PM10","EM2_PM10",0.197392632052713
"MEAN_WATER_PRES","MEAN_WATER_PRES",0.196328601511471
"MIN_TEMP","MIN_TEMP",0.184442445614633
"MAX_INST_WIND_DIR","MAX_INST_WIND_DIR",0.159551320924077
"EM8_NH3","EM8_NH3",0.152536216447276
"EM9_TSP","EM9_TSP",0.150414979983234
"EM8_NOX","EM8_NOX",0.144520682300427
"HOUR_MAX_PRECI","HOUR_MAX_PRECI",0.135290951310517
"EM8_VOC","EM8_VOC",0.134001783420421
"EM4_PM10","EM4_PM10",0.114051487152278
"MEAN_TEMP","MEAN_TEMP",0.109551511258813
"SUM_SNOW","SUM_SNOW",0.106346867085488
"MEAN_MIN_TEMP","MEAN_MIN_TEMP",0.0964294165865506
"TEN_MINU_MAX_PRECI","TEN_MINU_MAX_PRECI",0.0920110923904527
"MAX_NEW_SNOW_DEP","MAX_NEW_SNOW_DEP",0.0650461529074541
"MAX_SNOW_DEP","MAX_SNOW_DEP",0.0482071825188319
"EM4_CO","EM4_CO",0.0372005101428188
"EM2_PM2.5","EM2_PM2.5",0
"EM3_PM2.5","EM3_PM2.5",0
"EM4_PM2.5","EM4_PM2.5",0
"EM5_CO","EM5_CO",0
"EM5_NOX","EM5_NOX",0
"EM5_SOX","EM5_SOX",0
"EM5_TSP","EM5_TSP",0
"EM5_PM10","EM5_PM10",0
"EM5_NH3","EM5_NH3",0
"EM5_PM2.5","EM5_PM2.5",0
"EM6_CO","EM6_CO",0
"EM6_NOX","EM6_NOX",0
"EM6_SOX","EM6_SOX",0
"EM6_TSP","EM6_TSP",0
"EM6_PM10","EM6_PM10",0
"EM6_NH3","EM6_NH3",0
"EM6_PM2.5","EM6_PM2.5",0
"EM7_PM10","EM7_PM10",0
"EM7_PM2.5","EM7_PM2.5",0
"EM8_PM2.5","EM8_PM2.5",0
"EM9_NH3","EM9_NH3",0
"EM9_PM2.5","EM9_PM2.5",0
