"","var","rel.inf"
"YD_FREQ","YD_FREQ",36.7430811968526
"NO2","NO2",18.2510150129124
"MONTH","MONTH",15.5769903435607
"Y_COORD","Y_COORD",5.07265219999206
"SUM_SUN","SUM_SUN",2.40271322868869
"MEAN_SEA_PRES","MEAN_SEA_PRES",2.32140501421484
"MEAN_SURF_TEMP","MEAN_SURF_TEMP",1.33862064628576
"O3","O3",1.22150412936655
"POP_DEN","POP_DEN",1.19821073458042
"MEAN_DEW_TEMP","MEAN_DEW_TEMP",1.1185904776114
"MAX_SEA_PRES","MAX_SEA_PRES",1.11313922386873
"CO","CO",1.02797630326814
"EM2_SOX","EM2_SOX",0.944513264017861
"EM7_NOX","EM7_NOX",0.828307036115937
"MAX_WIND_DIR","MAX_WIND_DIR",0.737415646282245
"MIN_SEA_PRES","MIN_SEA_PRES",0.675296235514943
"EM9_VOC","EM9_VOC",0.530323862097546
"EM7_TSP","EM7_TSP",0.515672903563959
"YEAR","YEAR",0.487916102333906
"SO2","SO2",0.482686566239364
"MAX_TEMP","MAX_TEMP",0.368364510319498
"PERC_SUN","PERC_SUN",0.357185925756051
"EM2_CO","EM2_CO",0.338552511740904
"MIN_GRA_TEMP","MIN_GRA_TEMP",0.329098187384049
"DAY_MAX_PRECI","DAY_MAX_PRECI",0.320359003571194
"SUM_PRECI","SUM_PRECI",0.28962452719926
"EM2_VOC","EM2_VOC",0.28729986773328
"X_COORD","X_COORD",0.275776018392358
"EM6_VOC","EM6_VOC",0.250763683136516
"MIN_HUM","MIN_HUM",0.249530279671135
"EM2_NH3","EM2_NH3",0.248807095712635
"MEAN_MAX_TEMP","MEAN_MAX_TEMP",0.243717841802919
"MAX_WATER_PRES","MAX_WATER_PRES",0.232808666450971
"EM4_VOC","EM4_VOC",0.228614956472061
"EM5_VOC","EM5_VOC",0.227566574074008
"EM7_CO","EM7_CO",0.218683881242306
"EM8_CO","EM8_CO",0.201934768489628
"EM7_VOC","EM7_VOC",0.201872170416211
"EM3_TSP","EM3_TSP",0.197471481800076
"EM4_NH3","EM4_NH3",0.196441023356063
"EM3_PM10","EM3_PM10",0.153516315455338
"EM8_TSP","EM8_TSP",0.147431192506464
"MIN_WATER_PRES","MIN_WATER_PRES",0.139146921095184
"MEAN_TEMP","MEAN_TEMP",0.120554474863206
"MEAN_HUM","MEAN_HUM",0.105051156558764
"EM4_NOX","EM4_NOX",0.104885854289854
"MEAN_WATER_PRES","MEAN_WATER_PRES",0.103503838226343
"MEAN_MIN_GRA_TEMP","MEAN_MIN_GRA_TEMP",0.0960814806438005
"MEAN_PRES","MEAN_PRES",0.088648017220541
"MEAN_WIND_SPED","MEAN_WIND_SPED",0.0741676067507096
"EM8_PM10","EM8_PM10",0.069713700221829
"EM3_SOX","EM3_SOX",0.06963196470041
"EM2_PM10","EM2_PM10",0.0624192373337165
"EM3_NH3","EM3_NH3",0.0588810417227052
"EM8_VOC","EM8_VOC",0.0572210515665906
"MAX_INST_WIND_DIR","MAX_INST_WIND_DIR",0.0541193076560149
"EM2_NOX","EM2_NOX",0.0513559036550771
"EM9_SOX","EM9_SOX",0.0458237266211055
"EM9_CO","EM9_CO",0.0446766833315131
"EM4_TSP","EM4_TSP",0.0428877772242494
"MAX_WIND_SPED","MAX_WIND_SPED",0.0399193895658731
"EM4_PM10","EM4_PM10",0.0315128391664498
"MAX_INST_WIND_SPED","MAX_INST_WIND_SPED",0.0310341134854857
"EM4_SOX","EM4_SOX",0.0297358313018773
"EM4_CO","EM4_CO",0.0286226687398025
"EM9_NOX","EM9_NOX",0.0255302949662067
"MEAN_MIN_TEMP","MEAN_MIN_TEMP",0.0254893032177531
"EM3_CO","EM3_CO",0.0247811189951905
"EM7_NH3","EM7_NH3",0.0235787320376726
"EM9_PM10","EM9_PM10",0.0225770426035737
"EM2_TSP","EM2_TSP",0.0223407396296102
"EM7_SOX","EM7_SOX",0.0181467098604163
"EM3_VOC","EM3_VOC",0.0180898412251818
"MIN_TEMP","MIN_TEMP",0.0169565836697248
"EM8_SOX","EM8_SOX",0.0161019398922519
"EM9_TSP","EM9_TSP",0.0156114354137717
"SUM_SNOW","SUM_SNOW",0.0156050546140767
"EM3_NOX","EM3_NOX",0.0153339711579952
"EM8_NOX","EM8_NOX",0.0141270193308773
"EM8_NH3","EM8_NH3",0.0125106151854809
"TEN_MINU_MAX_PRECI","TEN_MINU_MAX_PRECI",0.00536975836803372
"MAX_SNOW_DEP","MAX_SNOW_DEP",0.00260630077651584
"HOUR_MAX_PRECI","HOUR_MAX_PRECI",0.00219834306353168
"MAX_NEW_SNOW_DEP","MAX_NEW_SNOW_DEP",0
"EM2_PM2.5","EM2_PM2.5",0
"EM3_PM2.5","EM3_PM2.5",0
"EM4_PM2.5","EM4_PM2.5",0
"EM5_CO","EM5_CO",0
"EM5_NOX","EM5_NOX",0
"EM5_SOX","EM5_SOX",0
"EM5_TSP","EM5_TSP",0
"EM5_PM10","EM5_PM10",0
"EM5_NH3","EM5_NH3",0
"EM5_PM2.5","EM5_PM2.5",0
"EM6_CO","EM6_CO",0
"EM6_NOX","EM6_NOX",0
"EM6_SOX","EM6_SOX",0
"EM6_TSP","EM6_TSP",0
"EM6_PM10","EM6_PM10",0
"EM6_NH3","EM6_NH3",0
"EM6_PM2.5","EM6_PM2.5",0
"EM7_PM10","EM7_PM10",0
"EM7_PM2.5","EM7_PM2.5",0
"EM8_PM2.5","EM8_PM2.5",0
"EM9_NH3","EM9_NH3",0
"EM9_PM2.5","EM9_PM2.5",0
