"","%IncMSE"
"YEAR",15.3554312566563
"MONTH",90.7453268653257
"SO2",33.2216862389717
"CO",22.2400586891895
"O3",31.0056915810102
"NO2",41.5450046740755
"MEAN_TEMP",10.4382560869278
"MEAN_MAX_TEMP",17.1403028953568
"MEAN_MIN_TEMP",8.63796717417777
"MAX_TEMP",13.5530779453079
"MIN_TEMP",17.4318986105619
"MEAN_PRES",14.5606002712768
"MEAN_SEA_PRES",18.9160307547948
"MAX_SEA_PRES",24.8040141647867
"MIN_SEA_PRES",20.3037770393054
"MEAN_WATER_PRES",30.1723546096179
"MAX_WATER_PRES",14.311694278325
"MIN_WATER_PRES",16.3210329278362
"MEAN_DEW_TEMP",4.94702759486495
"MEAN_HUM",16.2452383066587
"MIN_HUM",19.126450825514
"SUM_PRECI",20.361410741758
"DAY_MAX_PRECI",14.0933010614718
"HOUR_MAX_PRECI",9.98950739705336
"TEN_MINU_MAX_PRECI",10.6440974882084
"MEAN_WIND_SPED",19.5646633906117
"MAX_WIND_SPED",19.621840491351
"MAX_INST_WIND_SPED",17.9103209645653
"MAX_WIND_DIR",19.0906748880286
"MAX_INST_WIND_DIR",10.8885416860857
"SUM_SUN",18.6683988468577
"PERC_SUN",17.2839935205379
"MAX_SNOW_DEP",10.2052650693336
"MAX_NEW_SNOW_DEP",9.59739132111148
"SUM_SNOW",10.9495258729317
"MEAN_MIN_GRA_TEMP",8.84508435533377
"MIN_GRA_TEMP",14.0421211103871
"MEAN_SURF_TEMP",10.4458118652499
"BEIJING_PM2.5",26.5877648078846
"BEIJIING_PM2.5_STD",44.0902204592902
"EM2_CO",20.7809629655654
"EM2_NOX",22.5458693920603
"EM2_SOX",16.7834620243668
"EM2_TSP",14.9345369008299
"EM2_PM10",15.0523143918298
"EM2_VOC",17.5928755570171
"EM2_NH3",18.2905419118683
"EM2_PM2.5",14.3623267782299
"EM3_CO",12.733301237478
"EM3_NOX",11.7352005726206
"EM3_SOX",26.3312318288518
"EM3_TSP",32.7059111658618
"EM3_PM10",22.3688635655274
"EM3_VOC",11.1179821799997
"EM3_NH3",16.3164996070412
"EM3_PM2.5",12.6064183859376
"EM4_CO",15.0926596094622
"EM4_NOX",18.57446580858
"EM4_SOX",12.1374367720593
"EM4_TSP",10.3341836557292
"EM4_PM10",11.3818125459937
"EM4_VOC",17.9629296708907
"EM4_NH3",8.77011999316823
"EM4_PM2.5",10.0657175825842
"EM5_CO",0
"EM5_NOX",0
"EM5_SOX",0
"EM5_TSP",0
"EM5_PM10",0
"EM5_VOC",18.8357316732667
"EM5_NH3",0
"EM5_PM2.5",0
"EM6_CO",0
"EM6_NOX",0
"EM6_SOX",0
"EM6_TSP",0
"EM6_PM10",0
"EM6_VOC",21.9131447524936
"EM6_NH3",0
"EM6_PM2.5",0
"EM7_CO",14.7822126541586
"EM7_NOX",11.8934906138028
"EM7_SOX",19.4342888483829
"EM7_TSP",9.91336358448874
"EM7_PM10",9.70969431614987
"EM7_VOC",12.2494200259265
"EM7_NH3",17.1189452309684
"EM7_PM2.5",11.7182774668155
"EM8_CO",9.48877974514589
"EM8_NOX",8.65032095895277
"EM8_SOX",17.4781306869554
"EM8_TSP",8.26022778784187
"EM8_PM10",8.32514690612437
"EM8_VOC",8.66320613596589
"EM8_NH3",10.8372863263609
"EM8_PM2.5",9.49031204654444
"EM9_CO",12.0882048581174
"EM9_NOX",11.4296912371076
"EM9_SOX",12.8122083213744
"EM9_TSP",9.83154299341177
"EM9_PM10",10.2394895047923
"EM9_VOC",18.5757991088042
"EM9_NH3",28.1740174933076
"EM9_PM2.5",7.97293774098765
"POP_DEN",41.6990394226849
"YD_FREQ",112.616071001104
"X_COORD",26.7252721439681
"Y_COORD",44.7908626315411
