"","%IncMSE"
"YEAR",10.4051968477143
"MONTH",32.4555645782025
"SO2",29.764271453568
"CO",31.6432635430234
"O3",32.2141891024275
"NO2",40.953084488308
"MEAN_TEMP",11.502587186358
"MEAN_MAX_TEMP",15.6016556767043
"MEAN_MIN_TEMP",15.5848975639912
"MAX_TEMP",17.3408478680501
"MIN_TEMP",13.3570205124139
"MEAN_PRES",15.8980873564295
"MEAN_SEA_PRES",18.138769345293
"MAX_SEA_PRES",22.0530037262741
"MIN_SEA_PRES",22.4322124799706
"MEAN_WATER_PRES",8.50715618292313
"MAX_WATER_PRES",13.1919350030072
"MIN_WATER_PRES",9.10278494144902
"MEAN_DEW_TEMP",10.7615767781879
"MEAN_HUM",16.7301464594902
"MIN_HUM",14.6697719963148
"SUM_PRECI",22.3988539278128
"DAY_MAX_PRECI",22.2825919281456
"HOUR_MAX_PRECI",14.90975468425
"TEN_MINU_MAX_PRECI",12.7289797041299
"MEAN_WIND_SPED",18.6973437271979
"MAX_WIND_SPED",19.0992490203023
"MAX_INST_WIND_SPED",23.9332785571882
"MAX_WIND_DIR",17.1949652549373
"MAX_INST_WIND_DIR",18.0503654782325
"SUM_SUN",17.332759488244
"PERC_SUN",16.6774373081011
"MAX_SNOW_DEP",3.28859849881601
"MAX_NEW_SNOW_DEP",6.11606597995133
"SUM_SNOW",8.54734425575682
"MEAN_MIN_GRA_TEMP",10.041217466365
"MIN_GRA_TEMP",10.0118146955941
"MEAN_SURF_TEMP",14.2344837035283
"BEIJING_PM2.5",17.1750225146658
"SHANGHAI_PM2.5",21.2979063130301
"BEIJIING_PM2.5_STD",29.9287653103771
"SHANGHAI_PM2.5_STD",32.436941598307
"POP_DEN",41.1285031785743
"YD_FREQ",25.8269354578379
"X_COORD",33.167663811769
"Y_COORD",31.6726652000656
"BEIJING_AQI",23.3894041685823
"TIANJIN_AQI",26.2039334435168
