,year,month,sig_cd,weather_cd,SO2,CO,O3,NO2,PM10
1,2001,1,11110,108,0.008217822,NA,0.010168691,0.052107629,97.41001353
2,2001,1,11140,108,0.009866197,1.89109375,0.00977304,0.025887208,44.84156977
3,2001,1,11170,108,0.008667145,0.948648649,0.008519621,0.049552097,75.96216216
4,2001,1,11200,108,0.004647376,0.824797844,0.005254717,0.038789757,107.6151203
5,2001,1,11215,108,0.006043127,0.730727763,0.011401674,0.042209177,89.30945946
6,2001,1,11230,108,0.004694767,1.097580645,0.014785714,0.04152957,76.03629032
7,2001,1,11260,108,0.008025,2.017146776,0.015631868,0.040741433,81.67768595
8,2001,1,11290,108,0.011871907,1.812227074,0.018497703,0.0343246,NA
9,2001,1,11305,108,0.007587571,1.27611276,0.00626301,0.05437518,74.36335404
10,2001,1,11320,108,0.010224628,1.033829499,0.016257104,0.034894452,61.03653586
11,2001,1,11350,108,0.008800539,1.204588394,0.024136119,NA,86.31671159
12,2001,1,11380,108,0.007549192,0.98723099,0.018411765,0.039472464,38.48142645
13,2001,1,11410,108,0.006530612,1.136223776,0.008413514,0.044194595,64.45121951
14,2001,1,11440,108,0.011342742,1.556123822,0.009001344,0.05297561,81.38950276
15,2001,1,11470,108,0.006202703,1.077192982,0.004230769,0.034691092,83.82880435
16,2001,1,11500,108,0.005520891,0.824687933,0.010426003,0.037747573,67.59861111
17,2001,1,11530,108,0.00737518,0.921807747,0.008314655,0.041401439,46.13858268
18,2001,1,11545,108,0.003755396,1.160519126,0.006209302,0.046675787,69.29972752
19,2001,1,11560,108,0.009662242,1.606340058,0.011420833,0.033991667,46.52631579
20,2001,1,11590,108,0.005955526,1.564690027,0.007110512,0.046331053,65.51075269
21,2001,1,11620,108,0.006429268,1.334297521,0.01993361,0.039651633,NA
22,2001,1,11650,108,0.006885559,NA,NA,NA,53.82849239
23,2001,1,11680,108,0.006791667,1.64327957,0.009388441,0.034728495,74.91666667
24,2001,1,11710,108,0.006591231,0.874212034,NA,0.03534464,44.47275204
25,2001,1,11740,108,0.004773842,1.459776536,0.006700809,0.04427504,96.34636119
26,2001,1,26110,159,0.008465753,0.306721536,0.025043896,0.024718793,NA
27,2001,1,26200,159,0.007375367,0.670656934,0.025695238,0.020176871,33.81818182
28,2001,1,26230,159,0.008488439,0.826975477,0.013241144,0.033040886,46.69021739
29,2001,1,26290,159,0.007045822,1.03032345,0.020700809,0.05084097,49.97846568
30,2001,1,26320,257,0.00502981,0.902435724,0.023162602,0.020796748,61.02571042
31,2001,1,26380,159,0.007439946,1.100134771,0.009717949,0.018417933,65.44145357
32,2001,1,26410,257,0.00712076,0.521845319,0.024396201,0.022519674,60.96481732
33,2001,1,26470,159,0.008479082,0.837596302,0.02819,0.030970043,44.51551957
34,2001,1,26530,159,0.010066127,0.817142857,0.016898785,0.031224576,69.50673854
35,2001,1,27110,176,0.012583102,2.109063444,0.011067773,0.03569018,82.21438451
36,2001,1,27140,176,0.005674064,1.097503467,0.012622746,0.02436061,69.72393539
37,2001,1,27170,176,0.01259175,1.037288136,0.015667594,0.039842342,36.24545455
38,2001,1,27200,143,0.008640278,NA,0.018420622,0.03550271,83.33576642
39,2001,1,27260,143,0.009295989,0.957814661,0.015854772,0.037871191,51.72408964
40,2001,1,28110,112,0.011081301,0.739295393,0.009846883,0.024846883,64.15924426
41,2001,1,28140,112,0.011851351,0.813918919,0.0135,0.034855405,57.15322581
42,2001,1,28170,112,0.015975342,1.300410959,0.020531507,0.042671683,65.53961749
43,2001,1,28200,112,0.00840426,0.963426631,0.00963045,0.033807156,62.66841229
44,2001,1,28237,112,0.002976871,0.865578231,0.008065306,0.031312925,54.24459459
45,2001,1,28260,112,0.007505976,0.87674926,0.015944255,0.032505038,54.39510793
46,2001,1,28710,201,0.005917608,0.646672888,0.033594721,0.012634641,49.40884917
47,2001,1,29110,156,0.005553279,0.86207367,0.011813278,0.034901153,34.96584699
48,2001,1,29140,156,0.005317808,0.765275908,0.014298789,NA,56.34610123
49,2001,1,29170,156,0.003903448,0.908990318,0.023953103,NA,45.31353591
50,2001,1,29200,156,0.004149596,0.626549865,0.011355795,0.031239892,73.12732475
51,2001,1,30140,133,0.006346154,2.116542474,0.010045994,0.018380747,81.3245614
52,2001,1,30200,133,0.004317647,1.561754386,0.025544526,0.023815296,43.36617647
53,2001,1,30230,133,0.012383191,2.245192308,0.015191549,0.021794444,57.74476987
54,2001,1,31140,152,0.010072998,0.899455995,0.015886321,0.020449611,35.60791764
55,2001,1,31170,152,0.009591837,0.269931973,0.024288276,0.012295198,44.07022901
56,2001,1,31710,152,0.00888031,0.856852642,0.022901699,0.024563669,48.66863375
57,2001,1,41115,119,0.01229122,0.986527158,0.011755524,0.04212789,80.97494008
58,2001,1,41117,119,0.006578875,1.04526749,0.009391484,0.035320334,51.14972527
59,2001,1,41131,108,0.009440217,1.908695652,0.009846467,0.024115962,82.55706522
60,2001,1,41135,108,0.005575499,1.334699454,NA,0.022635744,89.04638472
61,2001,1,41150,98,0.012471429,NA,0.013094421,0.030028926,NA
62,2001,1,41171,108,0.006319892,1.159677419,0.013442204,0.023987772,43.69892473
63,2001,1,41173,108,0.010642831,1.58207155,0.011423318,0.045774607,61.11640553
64,2001,1,41190,112,0.01090354,0.939615559,0.013645772,0.041723807,87.36993454
65,2001,1,41210,108,0.011427211,NA,0.013677686,0.032682138,66.27762431
66,2001,1,41220,119,0.004741935,1.018156425,0.012231183,0.031930108,91.25837989
67,2001,1,41273,119,0.009041925,0.768738184,0.009801684,0.041319313,75.76902779
68,2001,1,41290,108,0.014932796,1.026269214,0.017129032,0.03365793,69.16191211
69,2001,1,41310,108,0.008418056,1.651527778,0.013835294,0.028195833,59.66111111
70,2001,1,41360,108,0.011324288,1.676358696,0.01419323,0.024533967,35.94896552
71,2001,1,41390,108,0.013157895,1.194293866,0.020793447,0.044676638,77.56267806
72,2001,1,41410,119,0.026043069,NA,0.013510736,0.032547425,78.38037634
73,2001,1,41461,203,0.007282178,0.787808896,NA,0.041243822,55.07960199
74,2001,1,42130,114,0.011153169,1.449569598,0.013811955,0.01946348,52.79888268
75,2001,1,42800,211,0.012217742,NA,0.026204301,0.009193548,36.77818182
76,2001,1,42820,90,0.005200269,NA,NA,NA,NA
77,2001,1,43113,131,0.003758065,0.971985816,0.009887097,0.020222816,80.67023173
78,2001,1,43114,131,0.007901852,1.509666081,0.018060823,0.033234875,NA
79,2001,1,43150,221,0.008945355,0.846433566,0.014459644,0.021938942,66.03458647
80,2001,1,44131,232,0.006667643,1.625295858,0.010806785,0.045082171,38.25915081
81,2001,1,44210,129,0.005355858,1.285466,0.025647164,0.024366462,59.26582406
82,2001,1,44825,129,0.001567185,0.211977716,0.02660573,0.010647139,73.20718232
83,2001,1,45111,146,0.006370968,1.44422043,0.013659946,0.015126344,NA
84,2001,1,45113,146,0.003323887,0.748717949,0.023676113,0.029670715,41.47098516
85,2001,1,45130,140,0.011805705,0.679594595,0.023871309,0.023354648,93.8173987
86,2001,1,46110,165,0.004748988,0.507668712,0.022848853,0.022691475,28.55330634
87,2001,1,46130,168,0.009085048,0.808232119,0.025388228,0.015113358,57.51432881
88,2001,1,46150,174,0.003542647,0.566374269,0.017944785,0.012848624,35.93009119
89,2001,1,46230,266,0.00345616,0.585298197,0.028813424,0.014928017,43.07972525
90,2001,1,46830,165,0.002996933,0.352226721,0.016685061,0.0106393,37.56467316
91,2001,1,47111,138,0.008050201,0.766049627,0.024827849,0.025395888,49.53590682
92,2001,1,47130,283,0.007158983,1.009044369,0.014816327,0.019772586,38.50081566
93,2001,1,47150,135,0.006354839,1.448387097,0.01654105,0.023308322,61.52238806
94,2001,1,47170,136,0.008342541,1.091304348,0.011188513,0.022545455,46.29671897
95,2001,1,47190,279,0.006913101,0.862217927,0.012938421,0.028616981,53.91509823
96,2001,1,47770,277,0.003833096,0.371407625,0.022492669,0.003854412,30.10940171
97,2001,1,47940,115,0.001588415,0.245584046,0.038016461,0.006327407,NA
98,2001,1,48121,255,0.005924765,0.635488722,0.017670677,0.028252632,NA
99,2001,1,48127,155,0.005793839,1.024461442,0.013040434,0.03092362,65.31054245
100,2001,1,48129,155,0.005246631,0.812533693,0.024064516,0.018677898,NA
101,2001,1,48170,192,0.004152448,1.142261104,0.018170929,0.01687214,45.5941358
102,2001,1,48250,253,0.008636236,0.917134831,0.026865169,0.03398736,33.74303406
103,2001,1,50110,184,0.001452594,0.323973494,0.032608959,0.013052077,42.34328744
104,2001,10,11140,108,0.008237197,1.085818713,0.014770604,0.035826613,33.23924731
105,2001,10,11170,108,0.005023292,0.364440994,0.009936335,0.031613354,92.71583851
106,2001,10,11200,108,0.003614654,0.738127544,0.007027027,0.045481732,78.11891892
107,2001,10,11215,108,0.003584733,0.96194825,0.011723404,0.043382677,76.11367127
108,2001,10,11230,108,0.003816216,0.559324324,0.010893243,0.029654054,67.39178082
109,2001,10,11260,108,0.005323362,1.269263456,0.017832168,0.021438172,78.40456989
110,2001,10,11290,108,0.00598374,1.634294872,0.012153392,0.027949206,57.47567568
111,2001,10,11305,108,0.004261224,0.697771588,0.007482289,0.046959097,73.56545209
112,2001,10,11320,108,0.005112772,0.82195122,0.014112466,0.03061413,74.50340136
113,2001,10,11350,108,0.004460274,0.933785617,0.012924324,0.034982385,66.52837838
114,2001,10,11380,108,0.006446837,1.297983871,0.020004032,0.027775538,44.80913978
115,2001,10,11410,108,0.003308625,0.842375169,0.00997166,0.036700405,65.76584022
116,2001,10,11440,108,0.004824561,0.895915493,0.007409704,0.034653899,58.80081301
117,2001,10,11470,108,0.003333333,0.9100271,0.007091808,0.029097059,65.71081081
118,2001,10,11500,108,0.003231394,0.792828146,0.012140731,0.038820027,79.64266304
119,2001,10,11530,108,0.003639676,0.913513514,0.010240216,0.042319838,68.30747922
120,2001,10,11545,108,0.002640559,0.654646325,0.009519499,0.032834262,42.81461434
121,2001,10,11560,108,0.006190678,0.680150376,0.007055256,0.025741248,NA
122,2001,10,11590,108,0.002804769,0.444354839,0.008339888,0.02947037,52.05555556
123,2001,10,11620,108,0.003088926,0.839916551,0.018686111,0.032137838,NA
124,2001,10,11650,108,0.005331522,0.362872629,0.008654472,0.034284939,60.29288703
125,2001,10,11680,108,0.003380244,0.49796748,0.008615489,0.022972067,NA
126,2001,10,11710,108,0.003940853,0.485042735,0.010304828,0.033632231,65.05807365
127,2001,10,11740,108,0.001974114,0.80246238,0.009110354,0.037965894,85.525
128,2001,10,26110,159,0.011214286,0.608776978,0.022769345,0.032980769,52.75197472
129,2001,10,26200,159,0.00923913,0.705714286,0.028440816,0.024677551,35.23829787
130,2001,10,26230,159,0.0069,0.88412483,0.019339213,0.036464043,50.66801619
131,2001,10,26290,159,0.005256098,0.904381847,0.018578591,0.033245856,48.78851541
132,2001,10,26320,257,0.003374324,0.677027027,0.027991892,0.021768919,56.73655914
133,2001,10,26380,159,0.008437077,0.838836265,0.025278378,0.030225981,76.58681023
134,2001,10,26410,257,0.002507483,0.895510204,0.019010884,0.013383673,65.58051421
135,2001,10,26470,159,0.006453258,0.623369565,0.022177989,0.027496865,40.80583942
136,2001,10,26530,159,0.007736477,0.881855956,0.020024965,0.036092647,71.2
137,2001,10,27110,176,0.005440701,0.799530516,NA,0.032284939,61.94285714
138,2001,10,27140,176,0.003,0.656891892,0.012661765,0.030643338,49.54442877
139,2001,10,27170,176,0.010112619,NA,0.008640162,0.028359177,67.01617251
140,2001,10,27200,143,0.006109375,0.685483871,0.014987838,0.032704301,61.36069987
141,2001,10,27230,176,0.007142045,0.832108844,0.00690687,0.011269542,NA
142,2001,10,27260,143,0.004394347,0.469189189,0.014783311,0.024815612,42.51599444
143,2001,10,28110,112,0.008805014,0.727994429,0.010529248,0.02558078,59.2166891
144,2001,10,28140,112,0.008682517,0.724055944,0.014078322,0.035779021,42.40243902
145,2001,10,28170,112,0.007760837,0.949130435,0.01186676,0.049767181,55.97959184
146,2001,10,28200,112,0.004930408,0.983418856,0.011424699,0.029007777,69.22832228
147,2001,10,28237,112,0.003795804,0.842657343,0.014256303,0.029875524,38.76125512
148,2001,10,28260,112,0.004648126,0.813448511,0.017187366,0.032596511,43.09959623
149,2001,10,28710,201,0.003001516,0.491550386,0.034541683,0.012198782,62.90684021
150,2001,10,29110,156,0.004752981,0.806132879,0.01223339,0.026803419,34.48805461
151,2001,10,29140,156,0.003197772,1.22962963,0.014713514,0.019474553,68.87652439
152,2001,10,29170,156,0.003340541,0.928918919,0.019052703,0.037861607,53.38108108
153,2001,10,29200,156,0.002260811,0.288394062,0.012932615,0.035563342,59.72237197
154,2001,10,30140,133,0.003709677,1.308333333,0.015528226,0.050961022,37.10344828
155,2001,10,30200,133,0.003475806,0.433870968,0.016379032,0.02672043,30.16935484
156,2001,10,30230,133,0.007822581,0.892741935,0.012435484,0.037305108,47.75862069
157,2001,10,31110,152,0.005816216,NA,0.015564865,NA,NA
158,2001,10,31140,152,0.008034053,0.792530232,0.018961703,0.020381532,36.642816
159,2001,10,31170,152,0.006001443,0.21962482,0.019512658,NA,NA
160,2001,10,31710,152,0.011895252,0.771944093,0.018490264,0.025393118,72.10454796
161,2001,10,41115,119,0.005229027,1.246447349,0.015129505,0.027694891,67.85941395
162,2001,10,41117,119,0.006974462,1.329301075,0.011209677,0.045692204,58.26612903
163,2001,10,41131,108,0.005688525,0.921584699,0.018142077,0.025256831,59.81843972
164,2001,10,41135,108,0.018328338,0.711773256,0.012693878,0.007540466,NA
165,2001,10,41150,98,0.002343203,1.077523553,0.012687752,0.02328533,64.92059219
166,2001,10,41171,108,0.007546559,1.390958165,0.011357625,0.031424828,58.15789474
167,2001,10,41173,108,0.006647649,0.94907639,0.013592016,0.035556157,67.72581781
168,2001,10,41190,112,0.005976066,1.216823422,0.012903713,0.038080882,88.62880232
169,2001,10,41210,108,0.006992151,1.453061224,0.013629513,0.033967033,65.7224026
170,2001,10,41220,119,0.006520861,0.684791386,0.017795424,0.031896213,80.76344086
171,2001,10,41271,119,0.005318431,0.719417476,0.011314284,0.031569694,72.91895285
172,2001,10,41273,119,0.005808071,0.996311112,0.015656736,0.026976882,84.56762642
173,2001,10,41290,108,0.006883104,0.717767173,0.018269525,0.021390448,55.81261879
174,2001,10,41310,108,0.004278226,0.824865591,0.015876344,0.021666667,84.04029851
175,2001,10,41360,108,0.007317073,NA,NA,0.02318845,41.49566724
176,2001,10,41390,108,0.008510314,1.139653194,0.016158962,0.041826658,79.37149613
177,2001,10,41410,119,0.005758333,0.968340307,0.011084211,0.043830556,74.30932203
178,2001,10,41461,203,0.002138313,0.765498652,0.003454006,0.043703504,50.99455782
179,2001,10,41500,203,0.003821263,0.444427245,0.017812191,0.012780776,NA
180,2001,10,41570,201,0.006762162,0.627667269,NA,0.03669009,NA
181,2001,10,42110,101,0.005787143,NA,0.008864215,0.016444834,65.91363023
182,2001,10,42130,114,0.007795933,0.873983831,0.014510753,0.027983135,41.0147693
183,2001,10,42800,211,0.002136119,0.638844086,0.012615591,NA,36.42199108
184,2001,10,42820,90,0.004185484,NA,0.048004032,0.003273217,7.629969419
185,2001,10,43113,131,0.005016272,0.725997046,0.015789396,0.028254062,70.20353982
186,2001,10,43114,131,0.00418156,0.713778409,0.018388889,0.026480851,50.52941176
187,2001,10,43150,221,0.006380376,0.394354839,0.014752688,0.029070845,46.80918221
188,2001,10,43760,127,0.001456091,0.603399433,0.019871105,0.006877168,35.53125
189,2001,10,44131,232,0.00630349,1.423903177,0.015465961,0.037441755,49.76399395
190,2001,10,44210,129,0.006352065,0.879053822,0.025691314,0.021334218,58.95204243
191,2001,10,44825,129,0.001520626,0.519061166,0.035630682,0.004951705,60.95299145
192,2001,10,45111,146,0.00296,0.942074074,0.01202819,0.037871111,38.06518519
193,2001,10,45113,146,0.005169096,0.628279883,0.012696793,0.029650146,38.8425656
194,2001,10,45130,140,0.009520746,0.749892432,0.018535994,0.020323799,59.51603879
195,2001,10,45140,146,0.002646109,0.986196769,0.015610866,0.044080882,75.57856094
196,2001,10,45750,244,0.002175287,0.820833333,0.026629881,0.005985632,35.63400576
197,2001,10,46110,165,0.007121951,0.464826498,NA,NA,37.64057508
198,2001,10,46130,168,0.008265253,0.455491906,0.019691218,NA,52.24276527
199,2001,10,46150,174,0.002539919,0.390257104,0.017725304,0.015604871,22.70325203
200,2001,10,46230,266,0.001892934,0.503603604,0.027599706,0.012151163,24.40857143
201,2001,10,47111,138,0.00554144,0.800079089,0.018520118,0.026592833,51.99634976
202,2001,10,47130,283,0.002582803,0.540144928,0.016348201,0.020208895,35.77496274
203,2001,10,47150,135,0.004673525,0.748834019,0.019764384,0.017912458,48.49658003
204,2001,10,47170,136,0.004267473,0.826209677,0.013956989,0.028758065,31.4233871
205,2001,10,47190,279,0.005991747,0.69465233,0.014501507,0.023406315,39.899832
206,2001,10,47210,272,0.003347469,0.535326087,0.01385346,0.015436639,49.99193548
207,2001,10,47770,277,0.001574697,0.244264507,0.038078062,0.00269852,20.93131868
208,2001,10,47940,115,0.001166891,0.509825034,0.040946164,0.000663526,33.9851752
209,2001,10,48121,255,0.004366261,0.459665145,0.026501524,0.026756098,41.54226475
210,2001,10,48123,255,0.008394616,0.883661972,0.025784507,0.028851736,49.2068665
211,2001,10,48127,155,0.006871811,0.851560848,0.026778637,0.035322488,51.66569874
212,2001,10,48129,155,0.00601259,0.745750708,0.027887097,0.010853067,41.21128799
213,2001,10,48170,192,0.005538358,0.787886945,0.021172275,0.01384097,41.01538462
214,2001,10,48250,253,0.003874433,0.915582451,0.020382753,0.0205117,35.83963691
215,2001,10,48310,294,0.002492038,0.466872111,0.038218798,0.00546225,37.43913713
216,2001,10,48330,257,0.003626781,0.478284924,0.01676511,0.02067033,NA
217,2001,10,50110,184,0.002537981,0.520979398,0.043530894,0.013215361,31.07580815
218,2001,11,11140,108,0.006396469,NA,0.0114883,0.04124337,54.39538715
219,2001,11,11170,108,0.004341772,0.488359046,0.006400279,0.021460289,79.0743338
220,2001,11,11200,108,0.00280112,0.935893855,0.00322067,0.044155148,95.73044693
221,2001,11,11215,108,0.005247207,1.260808926,0.006678771,0.047081522,112.0387374
222,2001,11,11230,108,0.003952941,0.79339207,0.007646109,0.032030882,76.95882353
223,2001,11,11260,108,0.007086053,1.551397516,0.014998559,0.038297015,88.01013025
224,2001,11,11305,108,0.005015649,NA,0.003858476,0.042511664,100.7521994
225,2001,11,11320,108,0.007587413,1.641358025,0.010016783,0.023177622,94.42377622
226,2001,11,11410,108,0.004968421,1.086032689,0.005125,0.035955994,70.99850299
227,2001,11,11440,108,0.005254237,0.977985612,0.004373766,0.046958641,63.58123249
228,2001,11,11470,108,0.001933432,1.075591716,0.003641481,0.043541229,71.12112676
229,2001,11,11500,108,0.003857997,0.95052161,0.007197037,0.041962631,81.28506098
230,2001,11,11530,108,0.004476923,0.894545455,0.00571843,0.046270175,72.36543909
231,2001,11,11545,108,0.00394686,0.805669291,0.004822606,0.047824074,39.21602787
232,2001,11,11590,108,0.003462709,1.29941349,0.004853801,0.042692939,58.17052023
233,2001,11,11620,108,0.004045242,0.986697966,0.015004854,0.03925429,NA
234,2001,11,11650,108,0.005971751,0.391126761,0.004443662,0.045533994,69.20592384
235,2001,11,11680,108,0.003612676,0.720671378,0.004862166,0.029623066,NA
236,2001,11,11710,108,0.005476462,0.588028169,0.005246479,0.041030942,89.30857143
237,2001,11,11740,108,0.00327071,1.105374823,0.003368421,0.052292439,104.0213068
238,2001,11,26110,159,0.008613445,0.422969188,0.020988042,0.040417997,64.24045262
239,2001,11,26200,159,0.011220315,0.72472067,NA,0.022997207,68.20870871
240,2001,11,26230,159,0.009761526,1.277170418,0.010031609,0.023846264,66.25769854
241,2001,11,26290,159,0.007312325,1.433285714,0.011566038,0.048405594,75.56197183
242,2001,11,26320,257,0.004286517,0.757724719,0.017689607,0.04128227,65.17202797
243,2001,11,26380,159,0.009453638,0.830047695,0.020067047,0.036649416,66.32234957
244,2001,11,26410,257,0.007025862,0.670114943,0.017329023,0.040704023,69.82596291
245,2001,11,26470,159,0.005665198,1.121148459,0.021145658,0.040908964,51.57002801
246,2001,11,26530,159,0.010088626,0.902556391,0.012057607,NA,79.72312224
247,2001,11,27110,176,0.0097625,1.040972222,0.009616667,0.040182328,84.94707521
248,2001,11,27140,176,0.006668531,1.133426573,0.011034965,0.036811533,68.15966387
249,2001,11,27170,176,0.011130802,NA,0.006515994,0.035447844,104.7071006
250,2001,11,27200,143,0.009924896,1.044089013,0.009878661,0.042452857,81.48285714
251,2001,11,27230,176,0.009836111,0.957222222,0.006506944,0.019413889,91.55253623
252,2001,11,27260,143,0.006541667,0.646870654,0.009173611,0.038447222,58.63333333
253,2001,11,28110,112,0.009774242,0.73371266,0.007897582,0.024765292,53.86459803
254,2001,11,28170,112,0.010614286,1.179206349,0.009369841,0.046477199,52.87816456
255,2001,11,28200,112,0.007293483,0.996836079,0.014232609,0.029948132,59.02205678
256,2001,11,28237,112,0.005412773,1.14953271,0.009537618,0.030936137,35.61838006
257,2001,11,28260,112,0.00663521,0.858840653,0.012408088,0.036408596,47.73808275
258,2001,11,28710,201,0.004007443,0.53612166,0.030153273,0.01591185,68.42947065
259,2001,11,29110,156,0.005849791,1.073435327,0.006859527,0.033122392,49.49303621
260,2001,11,29140,156,0.002871758,1.618384401,0.007475661,0.029828929,68.15044248
261,2001,11,29170,156,0.004229371,1.011898017,0.014453147,NA,55.73543307
262,2001,11,29200,156,0.001945833,0.616991643,0.007790278,0.021704167,59.94583333
263,2001,11,30140,133,0.004386494,1.502729885,0.00966523,0.051693966,34.72444444
264,2001,11,30200,133,0.005431034,0.693678161,0.014646552,0.033010057,34.61666667
265,2001,11,30230,133,0.012905172,1.768965517,0.008423851,0.041902299,62.30107527
266,2001,11,31140,152,0.009036044,0.767543735,0.012140002,0.025182016,42.48368854
267,2001,11,31170,152,0.008291982,0.306525038,0.015266055,NA,NA
268,2001,11,31710,152,0.00712352,0.826388033,0.017297067,0.027182224,76.11917356
269,2001,11,41115,119,0.007115973,1.468819444,0.010895373,0.033003805,87.0245283
270,2001,11,41117,119,0.00605,1.075555556,0.008443165,0.046375,69.63061798
271,2001,11,41131,108,0.005623413,1.099858956,0.007282087,0.029212976,75.977433
272,2001,11,41150,98,0.004139082,0.90876217,0.011023644,0.021634214,74.31811024
273,2001,11,41171,108,0.005856738,1.404680851,0.005858156,0.040273759,68.6893617
274,2001,11,41173,108,0.006565638,1.308986773,0.008589339,0.042445078,74.87909605
275,2001,11,41190,112,0.007008788,1.185693389,0.010359566,0.048090555,84.49154034
276,2001,11,41210,108,0.007818056,1.583888889,0.010580556,0.035,70.44722222
277,2001,11,41220,119,0.008493724,0.744909344,0.008345886,0.035746334,82.87958884
278,2001,11,41271,119,0.0047555,1.060475972,0.00686087,0.02445993,78.24170569
279,2001,11,41273,119,0.006639487,1.10826796,0.010038136,0.032164382,86.40387945
280,2001,11,41290,108,0.006620896,0.874170493,0.006427835,0.029523613,61.2058209
281,2001,11,41310,108,0.007980556,1.105694444,0.007526389,0.036925,85.46924177
282,2001,11,41360,108,0.012341121,NA,0.007564924,0.026344444,56.84528833
283,2001,11,41390,108,0.010123815,1.34004506,0.010176119,0.044318384,79.5008678
284,2001,11,41410,119,0.007732049,1.011403509,0.009795096,0.053591228,81.66959578
285,2001,11,41500,203,0.003533426,NA,0.010936102,0.020169572,72.32821229
286,2001,11,41570,201,0.006275495,0.866149068,NA,0.035788427,72.72213967
287,2001,11,42110,101,0.009512535,1.208191654,0.009114206,NA,87.08786611
288,2001,11,42130,114,0.010830556,1.224722223,0.0112375,0.027559187,49.82272728
289,2001,11,42150,105,0.00664624,NA,0.037168405,0.012638889,NA
290,2001,11,42800,211,0.001935714,NA,0.010606944,0.012815278,NA
291,2001,11,42820,90,0.01074048,NA,0.042821596,0.004739069,7.30878187
292,2001,11,43113,131,0.003572474,0.636642336,0.008117904,0.017213946,64.83870968
293,2001,11,43114,131,0.011373737,1.736796537,0.012276627,0.02310101,52.37950938
294,2001,11,43150,221,0.009705718,0.808760331,0.012271261,0.018750349,64.4696756
295,2001,11,43760,127,0.002668524,0.64056338,0.016816643,0.004660458,51.00557103
296,2001,11,44131,232,0.008752608,1.356824926,0.010031297,0.033843982,53.5052161
297,2001,11,44210,129,0.006178616,1.345201873,0.024363709,0.021730323,40.70229452
298,2001,11,44825,129,0.001761905,0.469971264,0.035011494,0.003883621,33.77298851
299,2001,11,45111,146,0.00405644,1.234442836,0.01186686,0.041781476,39.98387097
300,2001,11,45113,146,0.007846377,0.779565217,0.007673945,0.032126087,49.03333333
301,2001,11,45130,140,0.008838335,1.009252172,0.014894039,0.032834262,52.15891079
302,2001,11,45140,146,0.004220414,1.01464497,0.009493353,0.057995562,74.28444444
303,2001,11,45750,244,0.002314925,0.585373134,0.019973357,0.006828358,44.58955224
304,2001,11,46110,165,0.006066667,0.349050086,0.017706977,NA,31.44822006
305,2001,11,46130,168,0.012033395,0.571019108,0.015767477,NA,55.5146232
306,2001,11,46150,174,0.003816817,0.475595238,0.01817265,0.016711712,28.32481203
307,2001,11,46230,266,0.004135067,0.606865672,0.01850269,0.029128714,38.38782051
308,2001,11,46830,165,0.004666667,0.577222222,0.007752778,0.012413889,38.02777778
309,2001,11,47111,138,0.009463889,1.048103092,0.016864029,0.028660748,71.00462829
310,2001,11,47130,283,0.005113287,0.829915966,0.018325386,0.027874126,44.62377622
311,2001,11,47150,135,0.007056944,1.301805556,0.018004167,0.017850852,54.79166667
312,2001,11,47170,136,0.003428088,0.938022284,0.013775,0.023934631,38.02638889
313,2001,11,47190,279,0.009210018,0.896761202,0.010019955,0.027660186,54.29064658
314,2001,11,47210,272,0.005369382,0.821769663,0.011089888,0.023349719,60.37441498
315,2001,11,47770,277,0.003073136,0.220784884,0.038232068,0.004640845,28.3874269
316,2001,11,47940,115,0.002108333,0.409861111,0.036969444,0.001122222,29.6166419
317,2001,11,48121,255,0.005511144,0.770282318,0.021153046,0.040298663,50.2897474
318,2001,11,48123,255,0.007470138,0.898345865,0.01368018,0.037238739,65.79910045
319,2001,11,48127,155,0.010510026,1.17105897,0.022247404,0.039608945,60.31697013
320,2001,11,48129,155,0.007188707,0.663744428,0.021805349,0.015943536,37.24212272
321,2001,11,48170,192,0.004580451,0.763581184,0.013897744,0.023579819,48.13144759
322,2001,11,48250,253,0.006302778,1.087777778,0.015723611,0.027469444,43.83611111
323,2001,11,48310,294,0.004680851,0.565957447,0.032765957,0.009402736,35.60182371
324,2001,11,48330,257,0.005473304,0.893939394,0.010381368,0.028327561,NA
325,2001,11,50110,184,0.004345763,0.365227618,0.036399522,0.015283336,37.09030692
326,2001,12,11140,108,0.004020747,0.746196404,0.007128631,0.034273859,79.91023622
327,2001,12,11170,108,0.005430183,0.379320113,0.007011283,0.040844852,67.41690141
328,2001,12,11200,108,0.002644044,0.752916667,0.004298197,0.029144244,83.89986092
329,2001,12,11215,108,0.005053942,1.046196404,0.007213001,0.039307906,88.40387275
330,2001,12,11230,108,0.004208406,0.807705779,0.010660245,NA,63.92279412
331,2001,12,11260,108,0.004756098,0.877118644,0.014822866,0.039652968,71.86900958
332,2001,12,11290,108,0.004331933,1.506602254,0.010043056,0.028820584,71.21696801
333,2001,12,11305,108,0.003509015,0.934072022,0.005135922,0.03825104,77.82524272
334,2001,12,11320,108,0.006213296,0.487275242,0.010279006,0.034743056,76.68508287
335,2001,12,11350,108,0.003019461,1.066759003,0.007216332,0.03284466,67.48271093
336,2001,12,11380,108,0.004606762,1.102451839,0.014146691,0.02243554,38.52057245
337,2001,12,11410,108,0.004917942,0.891916168,0.006095833,0.040590278,54.02638889
338,2001,12,11470,108,0.002389736,0.889612188,0.004126214,0.038102778,58.2752809
