,NAME,ADDRESS,LAT,LNG
306,정왕동,경기+시흥시+정왕동+1799-5,37.3468122,126.7400834
307,평택항,경기+평택시+포승읍+만호리+576-4,36.9746048,126.8455396
308,행신동,경기+고양시+덕양구+행신동+59-3,37.6181827,126.8376892
309,간성읍,강원+고성군+간성읍+흘리+산+1-92,38.2874362,128.3852152
310,남양동1,강원+삼척시+남양동+339-1,37.4413076,129.1691186
311,방산면,강원+양구군+방산면+송현1리+519-2,38.2237447,127.9581179
312,석사동,강원+춘천시+석사동+322-1,37.8570697,127.7494966
313,중앙로,강원+춘천시+중앙로+3가+67-1,37.8757473,127.7207644
314,천곡동,강원+동해시+천곡동+806,37.5250249,129.114494
315,치악산,강원+횡성군+강림면+강림리+1538,37.360138,128.1250947
316,모종동,충남+아산시+모종동+573-2,36.7826194,127.0145206
317,매포읍,충북+단양군+매포읍+평동리+1274,37.0333563,128.2957257
318,문화동,충북+청주시+상당구+문화동+89,36.6358093,127.4913338
319,복대동,충북+청주시+흥덕구+복대동+111,36.6344233,127.4470453
320,사천동,충북+청주시+청원구+사천동+233-223,36.6424341,127.4890319
321,옥천읍,충북+옥천군+옥천읍+중앙로+99,36.3050837,127.5707891
322,용암동,충북+청주시+상당구+용암동+1590,36.6088179,127.5012932
323,장락동,충북+제천시+장락동+672-8,37.1451372,128.220664
324,진천읍,충북+진천군+진천읍+상산로+65,36.855086,127.4412279
325,칠금동,충북+충주시+칠금동+874,36.9820862,127.9192058
326,호암동,충북+충주시+호암동+562,36.9645667,127.9261579
327,노은동,대전+유성구+노은동+546,36.3682342,127.3184583
328,대흥동1,대전+중구+대흥동+630-1,36.3237437,127.4186358
329,둔산동,대전+서구+둔산동+1304,36.3542639,127.3834662
330,문평동,대전+대덕구+문평동+79-1,36.446907,127.404716
331,월평동,대전+서구+월평동+1528,36.3534785,127.3599023
332,3공단,경북+포항시+남구+대송면+옥명리+526,35.9630419,129.3768479
