"","NAME","ADDRESS"
"1","백령도","인천+옹진군+백령면+연화리+산+1025-1"
"2","소사본동","경기+부천시+소사구+경인옛로+72"
"3","양평","경기+양평군+용문면+용문로+375+343"
"4","창전동","경기+이천시+창전동+영창로+163번길+28"
"5","정곡리","충남+당진시+송악면+정곡리+66-12"
"6","송정동(봉명동)","충북+청주시+흥덕구+직지대로+620+70"
"7","오창읍","충북+청주시+청원구+오창읍+각리+637-4"
"8","죽항동","전북+남원시+죽항동+비석길+72"
"9","온천동","부산+동래구+중앙대로+1335번길+24"
"10","학장동","부산+사상구+학장동+대동로+413"
"11","나불리","전남+영암군+삼호면+나불리+338-3"
