"","NAME","ADDRESS","LAT","LNG"
"1","공단동","경북+구미시+공단동+256-18",36.1050525,128.3840384
"2","대도동","경북+포항시+남구+대도동+111-6",36.018833,129.3658667
"3","대송면","경북+포항시+남구+대송면+홍계길19",35.9683903,129.3599784
"4","신음동","경북+김천시+신음동+1284",36.139828,128.1136723
"5","원평동","경북+구미시+원평동+56-4",36.1307423,128.3257904
"6","중방동","경북+경산시+중방동+708-5",35.8251741,128.7432169
"7","태하리","경북+울릉군+서면+태하리+산99-3",37.5223305,130.7966733
"8","화북면","경북+영천시+화북면+천문로+2304-21",36.1127316,128.9277833
"9","대명동","대구+남구+성당로30길+55",35.8454991,128.5710679
"10","지산동","대구+수성구+지산동+761-11",35.8304698,128.6315546
"11","태전동","대구+북구+태전동+1076-5",35.9219392,128.544655
"12","현풍면","대구+달성군+현풍면+부리+247",35.6997543,128.4417227
"13","호림동","대구+달서구+성서공단로+11길+32",35.8378782,128.4887319
"14","개정동","전북+군산시+개정동+507-24",35.9643543,126.7543889
"15","고창읍","전북+고창군+고창읍+월곡리+619",35.4380935,126.7127904
"16","부안군","전북+부안군+부안읍+수정길+9-8",35.7241207,126.7342129
"17","삼천동","전북+전주시+완산구+삼천동+2가+182-1",35.7930919,127.1006874
"18","소룡동","전북+군산시+소룡동+176-1",35.9762988,126.6512165
"19","신풍동(군산)","전북+군산시+신풍동+13-1",35.9728345,126.700762
"20","연지동","전북+정읍시+중앙로+73",35.570479,126.8492339
"21","요촌동","전북+김제시+요촌중길+50",35.8049098,126.8914158
"22","대안동","경남+진주시+대안동+11-10",35.1935291,128.0845311
"23","동상동","경남+김해시+동상동+856",35.2368495,128.8834075
"24","반송로","경남+창원시+의창구+두대동+145",35.2341507,128.6646492
"25","북부동","경남+양산시+북부동+331-2",35.3457761,129.0403132
"26","사파동","경남+창원시+성산구+사파동+106-1",35.2217294,128.6982501
"27","아주동","경남+거제시+아주동+337-26",34.8647252,128.6909385
"28","용지동","경남+창원시+의창구+용지동+62-1",35.2277918,128.6896773
"29","웅남동","경남+창원시+성산구+웅남동+43-1",35.2115193,128.6574869
"30","장유동","경남+김해시+장유동+능동로+149",35.2030101,128.8072525
"31","회원동","경남+창원시+마산회원구+회원동+52-11",35.21811,128.5739001
"32","덕신리","울산+울주군+온산읍+덕신리+36-4",35.4346936,129.3144896
"33","무거동","울산+남구+무거동+1522-2+",35.5509531,129.2606969
"34","부곡동(울산)","울산+남구+부곡동12+125-2",35.4973089,129.3454717
"35","삼남면","울산+울주군+삼남면+교동리+1605-1",35.5583314,129.113771
"36","상남리","울산+울주군+청량면+상남리+595-7",35.4931071,129.3059206
"37","신정2동","울산+남구+신정2동+1674",35.5312509,129.3002988
"38","신정동","울산+남구+신정동+1210-9",35.5346671,129.3078652
"39","여천동(울산)","울산+남구+여천동+250번지+",35.5225407,129.3551072
"40","효문동","울산+북구+효문동+616-8",35.560339,129.3710485
"41","광안동","부산+수영구+광안4동+1276-1",35.151961,129.1079823
"42","기장읍","부산+기장군+기장읍+동부리+320",35.2460563,129.2118283
"43","대신동","부산광역시+서구+대신로+150",35.1173229,129.0156411
"44","대저동","부산+강서구+대저1동+1619",35.2114596,128.9547106
"45","덕천동","부산+북구+덕천동+365-1",35.2158661,129.0197569
"46","용수리","부산+기장군+정관면+용수리+141번지",35.3255581,129.1801399
"47","장림동","부산+사하구+장림동+1140",35.0829924,128.9668748
"48","초량동","부산+동구+중앙대로+349번길",35.1268108,129.0458947
"49","태종대","부산+영도구+동삼2동+산29-1",35.0554048,129.0900033
"50","오선동","광주+광산구+하남산단+6번로+107",35.2044277,126.8077683
"51","운암동","광주+북구+북문대로+79",35.1768336,126.8772275
"52","덕충동","전남+여수시+덕충안길+95",34.753719,127.7393897
"53","순천만","전남+순천시+대대동+162-2",34.885971,127.5090298
"54","여천동(여수)","전남+여수시+선원동+704",34.7775968,127.6526366
"55","연향동","전남+순천시+연향동+1379-1",34.9471023,127.5185748
"56","용당동","전남+목포시+용당2동+1053",34.804747,126.3978749
"57","월내동","전남+여수시+월내동+1392",34.8537253,127.7288479
"58","태인동","전남+광양시+태인동+1653-4",34.9418681,127.7570687
"59","호두리","전남+순천시+해룡면+호두리+276-9",34.89349,127.5729911
"60","연동","제주+제주시+연동+322-1",33.4890071,126.5006816
