PM10,EM2_CO,EM2_NOX,EM2_SOX,EM2_TSP,EM2_PM10,EM2_VOC,EM2_NH3,EM2_PM2.5,EM3_CO,EM3_NOX,EM3_SOX,EM3_TSP,EM3_PM10,EM3_VOC,EM3_NH3,EM3_PM2.5,EM4_CO,EM4_NOX,EM4_SOX,EM4_TSP,EM4_PM10,EM4_VOC,EM4_NH3,EM4_PM2.5,EM5_CO,EM5_NOX,EM5_SOX,EM5_TSP,EM5_PM10
97.41001353,279288,751201,83124,13825,9543,30573,12936,0,25842,236481,350958,4033,2518,5978,3386,0,,,,,,,,,0,0,0,0,0
44.84156977,416812,1376904,254286,66867,42041,32389,43199,0,6207,18758,1450,53,46,892,255,0,,,,,,,,,0,0,0,0,0
75.96216216,285735,586451,77657,9631,6992,22435,10034,0,5391,18899,3145,81,58,795,272,0,,,,,,,,,0,0,0,0,0
107.6151203,361561,704670,100696,10151,7630,27133,11503,0,18308,64736,12854,349,229,2360,1291,0,,,,,,,,,0,0,0,0,0
89.30945946,413722,806122,113053,11383,8787,34117,12012,0,1524,4548,102,11,8,198,89,0,,,,,,,,,0,0,0,0,0
76.03629032,410844,785170,98886,11292,8586,32705,12041,0,2523,7996,967,30,21,318,150,0,,,,,,,,,0,0,0,0,0
81.67768595,434395,772585,111667,12488,9497,31965,11620,0,1798,6253,1297,26,21,269,83,0,,,,,,,,,0,0,0,0,0
,452261,763365,113068,11912,8913,28543,13876,0,1624,5358,624,25,17,208,104,0,,,,,,,,,0,0,0,0,0
74.36335404,343859,681811,225687,39634,25799,24869,10819,0,904,2728,49,8,7,130,37,0,,,,,,,,,0,0,0,0,0
61.03653586,332847,558594,86102,9373,7072,21708,8855,0,5510,15982,63,32,31,807,198,0,,,,,,,,,0,0,0,0,0
86.31671159,531156,725361,148054,15767,11457,30814,9625,0,1687,4925,39,10,9,246,63,0,,,,,,,,,0,0,0,0,0
38.48142645,462356,840092,116328,12701,9764,34322,12647,0,6464,18585,203,33,31,906,254,0,,,,,,,,,0,0,0,0,0
64.45121951,387654,750360,96736,10890,8344,30530,11128,0,16283,164972,286089,3192,1982,3862,2563,0,,,,,,,,,0,0,0,0,0
81.38950276,415194,781493,101733,11468,8755,31528,12541,0,79231,238767,1114,743,722,12367,2691,0,,,,,,,,,0,0,0,0,0
83.82880435,402533,560886,107440,10477,7853,22601,7966,0,3080,10774,1377,74,50,303,307,0,,,,,,,,,0,0,0,0,0
67.59861111,516520,920272,140867,16480,11879,32166,17884,0,98431,274214,1801,873,809,13088,4023,0,,,,,,,,,0,0,0,0,0
46.13858268,406220,730900,103419,11839,8907,29072,11720,0,13084,74030,40318,971,620,2312,1063,0,,,,,,,,,0,0,0,0,0
69.29972752,277805,557130,80531,10623,7609,19320,10163,0,25446,90793,24385,630,405,3631,1369,0,,,,,,,,,0,0,0,0,0
46.52631579,464552,1015846,206545,33712,22483,36803,18505,0,22388,94444,36773,852,590,3405,1432,0,,,,,,,,,0,0,0,0,0
65.51075269,408338,728543,102585,12209,9316,30699,10884,0,535,1751,198,9,6,58,41,0,,,,,,,,,0,0,0,0,0
34.96584699,205551,269607,83697,6264,4156,7715,6092,0,1319,4441,574,21,17,209,56,0,0,0,0,0,0,4821,0,0,0,0,0,0,0
,526196,861768,129485,13557,10563,36912,12042,0,659,3036,1444,26,15,93,58,0,,,,,,,,,0,0,0,0,0
53.82849239,457318,995481,132474,18911,13122,37044,18168,0,4572,18294,5959,230,141,302,721,0,,,,,,,,,0,0,0,0,0
74.91666667,719520,2433439,3089616,214417,134863,86195,37793,0,8150,56208,83515,939,595,1618,819,0,,,,,,,,,0,0,0,0,0
44.47275204,659782,1217101,191600,24181,17111,44299,21901,0,1606,6282,1273,59,37,106,240,0,,,,,,,,,0,0,0,0,0
36.24545455,197789,357261,80094,11767,7595,8321,9905,0,270160,1657611,999475,112741,74621,47845,22738,0,0,1124,4287,186,167,13266,0,0,0,0,0,0,0
96.34636119,462318,825620,120403,13484,10199,32711,12503,0,4376,12359,276,15,12,574,190,0,,,,,,,,,0,0,0,0,0
83.33576642,139768,258482,38800,4663,3159,7043,6007,0,3181,40168,55456,30324,20316,305,257,0,0,0,599,0,0,11043,0,0,0,0,0,0,0
46.9394387,294371,668022,162736,13512,9232,20869,14316,0,102800,774872,606154,156904,104733,17983,9475,0,0,4215,8948,666,608,15466,0,0,0,0,0,0,0
,53625,170428,262799,4178,2647,3848,4300,0,4424,38049,99891,5786,3853,645,625,0,0,1967,3442,295,274,2430,0,0,0,0,0,0,0
33.81818182,210423,766175,2777962,55200,34379,13295,22616,0,10280,90573,200603,10573,7039,1399,1482,0,0,1967,3966,295,274,5588,0,0,0,0,0,0,0
46.69021739,506427,670506,150205,21634,14263,39760,11845,0,4418,30664,33313,12265,8214,551,349,0,0,2248,4458,382,341,10436,0,0,0,0,0,0,0
91.25837989,303677,731542,553363,21088,13781,18094,19193,0,201725,1320888,1695451,112815,74019,36758,18093,0,50,2145,6711,89,71,137910,0,0,0,0,0,0,0
57.15322581,14086,77409,9561,1088,768,2494,1661,0,217414,695741,127082,24098,16191,29992,9773,0,1740,74837,51500,3368,2646,4998,0,0,0,0,0,0,0
49.97846568,176458,366523,56844,6908,4660,9603,9850,0,89286,513166,308232,19722,13025,14546,7610,0,0,1967,4190,317,288,526620,0,0,0,0,0,0,0
61.02571042,169737,397616,156711,13438,8832,12423,8215,0,6469,43253,30819,5481,3649,920,758,0,0,0,0,84,51,1092,0,0,0,0,0,0,0
44.07022901,59337,301458,518889,9143,5913,8099,7687,0,75859,344362,239255,80878,54274,9737,4836,0,0,0,0,0,0,1864,0,0,0,0,0,0,0
65.44145357,230000,541809,416660,12658,8464,15438,13141,0,160073,907778,518074,78488,51443,26626,13002,0,0,1967,4714,5656,3544,10429,0,0,0,0,0,0,0
60.96481732,171152,386727,86244,8688,5763,10697,9615,0,17773,145160,126370,14850,9821,3230,2227,0,0,0,1048,62,38,4355,0,0,0,0,0,0,0
59.66111111,133821,300960,31433,4390,3349,11969,4952,0,4258,30922,27602,8044,5346,739,332,0,0,0,0,196,119,863,0,0,0,0,0,0,0
44.51551957,119452,224472,30237,3253,2289,6642,5311,0,34154,196672,128033,9939,6591,5822,2829,0,0,1967,3442,295,274,9366,0,0,0,0,0,0,0
49.40884917,24076,98962,8552,2447,1523,1489,3729,0,4898,52003,50390,14481,9679,913,664,0,0,0,0,0,0,2285,0,0,0,0,0,0,0
69.50673854,182310,455698,106036,16193,10519,13461,10348,0,82388,562865,452836,41485,27330,14158,8579,0,0,1967,17138,1224,841,5959,11,0,0,0,0,0,0
78.38037634,151394,210738,54690,4427,3191,7538,3411,0,64411,372897,357978,40474,26931,10756,5007,0,7781,334587,217871,7820,7416,15964,0,0,0,0,0,0,0
56.34610123,413002,422403,142481,11452,7978,14943,6742,0,40339,145776,26278,1291,873,3267,4748,0,0,11521,20162,1750,1621,8212,0,0,0,0,0,0,0
82.21438451,88723,227160,23481,2874,1958,6857,5174,0,4150,50925,69369,38235,25612,442,300,0,0,1124,1967,186,167,6242,0,0,0,0,0,0,0
69.72393539,265660,591612,122655,10712,7168,14686,15537,0,21284,163903,174166,76572,51286,3008,1488,0,0,1124,2566,303,239,10071,0,0,0,0,0,0,0
45.31353591,672988,696067,268547,19081,13088,20552,12895,0,20629,121410,77713,1153,724,3570,1883,0,0,0,0,0,0,18075,0,0,0,0,0,0,0
87.36993454,549398,1175235,167716,19466,14428,45442,19368,0,38820,208560,159837,60125,40225,5771,2121,0,0,3091,18580,84273,43187,12225,0,0,0,0,0,0,0
51.72408964,318906,677688,101659,15809,10793,22681,13990,0,18222,138582,157333,55218,36949,3167,1617,0,299,12873,8382,299,284,11015,0,0,0,0,0,0,0
66.27762431,235505,556655,150137,8924,6572,20743,8790,0,32911,105650,25189,12923,8674,4292,1413,0,0,0,823,0,0,2763,0,0,0,0,0,0,0
57.74476987,383756,453474,116749,10491,7322,14830,8222,0,86360,642809,487681,16620,10343,17252,9555,0,242,10421,14794,276,250,2955,0,0,0,0,0,0,0
64.15924426,112204,529734,1037887,11174,7051,10311,16510,0,119620,950310,930436,53434,34551,22668,13898,0,0,0,0,6967,4250,9233537,0,0,0,0,0,0,0
,73775,445198,84710,7071,4626,9168,10008,0,7368,110245,166423,74243,49721,986,530,0,0,0,0,0,0,6498,0,0,0,0,0,0,0
35.60791764,270302,1873535,7812599,533037,330971,47675,39210,0,1571796,11963982,9996134,1329642,883403,306318,145268,0,4582050,2175870,11923273,1741236,904259,33821081,8468265,0,0,0,0,0,0
65.53961749,161470,836312,245509,13365,9313,26271,19780,0,450519,4763639,3799957,458532,297945,104661,60612,0,0,0,57396,2999,1830,17050,0,0,0,0,0,0,0
62.66841229,105737,598411,91263,12028,8571,24624,10460,0,117309,566525,406711,120239,80008,17100,7706,0,0,1578098,21531,3563,2443,4130,0,0,0,0,0,0,0
54.24459459,140853,769616,106064,9025,6961,30740,14360,0,91708,558896,370265,56139,37507,15002,8561,0,113608,603931,14797,136059,69714,565660,0,0,0,0,0,0,0
48.66863375,66103,352239,305372,8469,5421,6933,9317,0,339745,3033141,1716870,7851973,5258467,63409,31551,0,5298808,1401304,9425374,214115,120667,10883899,4519711,0,0,0,0,0,0
54.39510793,176915,854214,72778,22969,15254,26635,21870,0,136555,694725,455829,119268,79785,20251,9159,0,774324,500959,1217265,67837,38628,3629517,1500156,0,0,0,0,0,0
80.97494008,128800,341220,96676,23438.5,14914,10636.5,6716,0,209683,257866,219786.5,35641.5,22978,25106,4541,0,0,702.5,1229.5,105.5,98,1828.5,2006.5,0,0,0,0,0,0
,148757,140119,104797,6027,3864,1763,2309,0,10932,238452,383351,219485,147054,1371,54,0,0,0,0,0,0,2343,0,0,0,0,0,0,0
,276774,650903,92355,14337,10158,25272,11532,0,16964,113261,141420,9462,6254,3148,1508,0,0,1405,2459,295,247,4062,0,0,0,0,0,0,0
73.12732475,392422,489885,177010,15819,10538,13544,10505,0,81729,402322,214782,6432,4064,13330,5965,0,0,0,7334,45,27,2673,66,0,0,0,0,0,0
61.11640553,209488,386921,56156,6369,4751,15074,6543,0,45265,313928,239474,23942,15827,8443,4304,0,0,0,1721,45,27,1455,0,0,0,0,0,0,0
81.3245614,449664,493577,191857,16478,10941,13507,9511,0,2197,12952,7669,187,116,288,298,0,0,0,0,34,20,5351,0,0,0,0,0,0,0
43.36617647,319122,490713,134018,10973,7480,16023,9402,0,11542,89224,67541,314,203,2367,1353,0,0,0,0,62,38,3229,0,0,0,0,0,0,0
,258098,497109,130676,22680,14704,14752,10657,0,6975,64993,79763,19848,13251,1252,644,0,570,24519,16789,693,617,3224,0,0,0,0,0,0,0
,395145,678716,243145,37348,23974,18820,16202,0,51134,539895,481687,7030,4365,12611,7945,0,371,119345,191342,15882,14777,50422,0,0,0,0,0,0,0
51.14972527,128800,341220,96676,23438.5,14914,10636.5,6716,0,209683,257866,219786.5,35641.5,22978,25106,4541,0,0,702.5,1229.5,105.5,98,1828.5,2006.5,0,0,0,0,0,0
82.55706522,202438,464769,64324,13109,9109,19325,7242,0,2421,17394,16704,6774,4537,400,131,0,0,0,0,0,0,2893,0,0,0,0,0,0,0
89.04638472,223058,306453,79724,12400,8149,11249,4937,0,39797,433194,284948,13150,8588,10000,6109,0,0,0,0,0,0,138186,0,0,0,0,0,0,0
55.83813443,153904,356534,76386,12516,8204.5,11341.5,8486,0,161989,795414,464211.5,24637,15637,25485,13628.5,0,228,10791,13384,498.5,428.5,2619,0,0,0,0,0,0,0
43.69892473,186401,382741,48771,5939,4463,15045,6543,0,42535,288289,221668,29043,19333,7703,3826,0,0,1405,2459,211,196,3958,0,0,0,0,0,0,0
54.75136116,143126,338015,70329,5989,4187,10140,7612,0,10148,94860,116888,51055,34198,1515,585,0,570,25924,22017,1419,1127,2742,0,0,0,0,0,0,0
75.76902779,232019,628164.5,754733,73206,46353,21976,10083.5,0,169607.5,1048145.5,666096.5,83455,55045,30330.5,14484.5,0,1975.5,85647,70986.5,2142.5,2012,160779,0,0,0,0,0,0,0
59.26582406,179924,356090,152689,21905,13738,6807,10697,0,382876,4166565,2695750,68862,43942,96644,60100,0,1668014,1042509,4305341,125101,68806,15508284,3231777,0,0,0,0,0,0
69.16191211,52828,116031,12746,1503,1119,4929,1751,0,134,1269,1611,900,604,17,4,0,0,0,0,0,0,259,0,0,0,0,0,0,0
53.91509823,852649,673339,303303,30886,20452,18184,13203,0,559659,3713188,3957977,296770,196686,103137,51028,0,160,7988,11751,351,323,7816,9,0,0,0,0,0,0
,944246,719660,481451,40571,26029,10286,11534,0,96522,1788891,2812133,1413093,946477,14207,4335,0,0,0,1197,149496,3,129036,0,0,0,0,0,0,0
73.20718232,74278,131827,59378,7938,4978,1957,3423,0,1654,10831,11322,4717,3158,225,110,0,0,0,0,0,0,358,0,0,0,0,0,0,0
35.94896552,280104,657395,108845,14272,9972,21559,12960,0,24182,201886,258073,34002,22618,4725,2676,0,167,10279,10089,1230,955,5580,0,0,0,0,0,0,0
77.56267806,256351,629394,116339,14864,10331,22328,11411,0,164848,1004446,746709,98237,64758,29331,13594,0,0,5339,35687,1165,967,5070,0,0,0,0,0,0,0
36.77818182,98308,68795,36792,2927,1900,896,1636,0,5029,106502,170614,97343,65217,647,26,0,0,0,0,0,0,304,0,0,0,0,0,0,0
55.07960199,108430.3333,225885.3333,39214.66667,4612,3134,6415,5017.666667,0,38276.66667,208302.3333,144895.3333,29414,19594.66667,6162.666667,2743.666667,0,0,468.3333333,2915.333333,98.33333333,82.33333333,47367,0,0,0,0,0,0,0
80.67023173,,,,,,,,,80504.25,755704.75,1019100.25,258461.5,172844,15059,7293.75,0,48,3965.5,6388,6405,333.25,473594.5,0,0,0,0,0,0,0
41.47098516,355381,641007,214719,37039,23686,17819,15759,0,133210,1347944,1194670,17067,10603,32198,19605,0,0,0,2844,67,41,4059,0,0,0,0,0,0,0
45.5941358,260138,712384,252540,38698,24309,15363,21570,0,39983,245896,164750,5334,3433,6771,4216,0,0,0,524,17,10,19365,0,0,0,0,0,0,0
66.03458647,497833,397049,254809,22724,14549,6493,9452,0,78920,1635959,820628,30760,20557,9885,1179,0,0,0,2320,167017,0,3889,0,0,0,0,0,0,0
35.93009119,270774,552273,369396,35524,22487,13683,15014,0,91151,337398,181280,52594,35179,12486,4200,0,0,0,0,67,41,273626,0,0,0,0,0,0,0
38.25915081,242018,455695,105896.5,14727.5,9665,13406,9926,0,90474,431948.5,339681,29377,19150.5,14419.5,6142.5,0,5149.5,221422,146277.5,5258.5,4958.5,10957,0,0,0,0,0,0,0
52.79888268,1077975,632423,421066,29447,19257,8794,12672,0,50363,680791,904468,468106,313509,8049,3942,0,3994,171725,112345,3994,3794,25031,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.8173987,379989,746732,1298914,47305,29781,15863,21107,0,279523,2881206,3756389,329871,216371,63004,37107,0,71633,3287041,2378658,103864,97639,1244170,0,0,0,0,0,0,0
,95753,240812,603777,5442,3451,4891,7310,0,22229,200735,168586,6944,4318,4724,3152,0,0,1967,3966,295,274,7478,0,0,0,0,0,0,0
,29864,26381,8748,711,470,561,773,0,399,8720,13978,8275,5544,50,1,0,0,0,0,0,0,123,0,0,0,0,0,0,0
33.74303406,231905,644231,221365,23505,15039,16194,15856,0,63572,376220,256862,8695,5570,10072,6767,0,0,8711,20558,2169,1741,739292,0,0,0,0,0,0,0
,153904,356534,76386,12516,8204.5,11341.5,8486,0,161989,795414,464211.5,24637,15637,25485,13628.5,0,228,10791,13384,498.5,428.5,2619,0,0,0,0,0,0,0
37.56467316,91363,210520,245931,17948,11156,3293,7214,0,31768,337378,609064,41091,27267,7136,4601,0,0,0,7559,0,0,1358,0,0,0,0,0,0,0
49.53590682,613201,444289,324005,21752,14198,9649,9532,0,439381,3085546,2236531,214133,139769,83689,43715,0,2062152,17881176,23305992,4409894,2791067,7257494,548976,0,0,0,0,0,0
65.31054245,137147,341296,122518.5,13914.5,8927,9347.5,8333.5,0,47997,450827.5,404685,12116,7518.5,10473,7204.5,0,0,983.5,3966,167,149,997733.5,0,0,0,0,0,0,0
28.55330634,269950,613003,565684,28890,18312,13281,16807,0,11718,76145,75531,32356,21665,1237,1070,0,0,0,599,50,31,384229,0,0,0,0,0,0,0
43.07972525,118849,234857,556227,11235,7143,6257,5101,0,25384,263021,272665,70232,46894,4577,3408,0,1193856,8961921,10062101,2332889,1319978,3521651,312605,0,0,0,0,0,0
46.29671897,520892,649679,370288,43285,27226,10594,20511,0,10051,88604,112140,46474,31099,1130,1127,0,0,0,1871,39,24,326191,0,0,0,0,0,0,0
38.50081566,736300,604929,284755,26536,17269,12565,14495,0,38931,247556,229246,80358,53802,6022,2609,0,0,0,823,123,75,17817,0,0,0,0,0,0,0
61.52238806,387755,369352,174999,21284,13516,6322,10814,0,104102,1099736,1128163,99005,65136,22936,15612,0,0,0,823,39,24,8466,0,0,0,0,0,0,0
57.51432881,592024,1812630,5551294,116654,72707,33323,60812,0,292469,3204463,3380732,138281,90162,60449,35972,0,5879287,6962690,5134493,539929,286211,23599690,12347503,0,0,0,0,0,0
42.34328744,249545,1055886,420038,64856,40359,20473,25706,0,6749,27697,24863,695,435,990,1016,0,0,0,2096,235,143,170715,7,0,0,0,0,0,0
30.10940171,143051,104458,56327,4103,2666,1533,2930,0,3662,45603,75196,28566,19127,442,326,0,0,0,823,0,0,1800,0,0,0,0,0,0,0
102.9700599,279288,751201,83124,13825,9543,30573,12936,0,25842,236481,350958,4033,2518,5978,3386,0,,,,,,,,,0,0,0,0,0
57.78241431,416812,1376904,254286,66867,42041,32389,43199,0,6207,18758,1450,53,46,892,255,0,,,,,,,,,0,0,0,0,0
86.54160363,285735,586451,77657,9631,6992,22435,10034,0,5391,18899,3145,81,58,795,272,0,,,,,,,,,0,0,0,0,0
103.4830769,361561,704670,100696,10151,7630,27133,11503,0,18308,64736,12854,349,229,2360,1291,0,,,,,,,,,0,0,0,0,0
98.16899225,413722,806122,113053,11383,8787,34117,12012,0,1524,4548,102,11,8,198,89,0,,,,,,,,,0,0,0,0,0
83.73809524,410844,785170,98886,11292,8586,32705,12041,0,2523,7996,967,30,21,318,150,0,,,,,,,,,0,0,0,0,0
52.58594918,659782,1217101,191600,24181,17111,44299,21901,0,1606,6282,1273,59,37,106,240,0,,,,,,,,,0,0,0,0,0
93.51117735,434395,772585,111667,12488,9497,31965,11620,0,1798,6253,1297,26,21,269,83,0,,,,,,,,,0,0,0,0,0
,452261,763365,113068,11912,8913,28543,13876,0,1624,5358,624,25,17,208,104,0,,,,,,,,,0,0,0,0,0
95.15868263,343859,681811,225687,39634,25799,24869,10819,0,904,2728,49,8,7,130,37,0,,,,,,,,,0,0,0,0,0
,332847,558594,86102,9373,7072,21708,8855,0,5510,15982,63,32,31,807,198,0,,,,,,,,,0,0,0,0,0
84.50449102,531156,725361,148054,15767,11457,30814,9625,0,1687,4925,39,10,9,246,63,0,,,,,,,,,0,0,0,0,0
45.2119403,462356,840092,116328,12701,9764,34322,12647,0,6464,18585,203,33,31,906,254,0,,,,,,,,,0,0,0,0,0
72.91928251,387654,750360,96736,10890,8344,30530,11128,0,16283,164972,286089,3192,1982,3862,2563,0,,,,,,,,,0,0,0,0,0
95.91505216,415194,781493,101733,11468,8755,31528,12541,0,79231,238767,1114,743,722,12367,2691,0,,,,,,,,,0,0,0,0,0
95.11746988,402533,560886,107440,10477,7853,22601,7966,0,3080,10774,1377,74,50,303,307,0,,,,,,,,,0,0,0,0,0
67.83433735,516520,920272,140867,16480,11879,32166,17884,0,98431,274214,1801,873,809,13088,4023,0,,,,,,,,,0,0,0,0,0
54.32352941,406220,730900,103419,11839,8907,29072,11720,0,13084,74030,40318,971,620,2312,1063,0,,,,,,,,,0,0,0,0,0
76.85416667,277805,557130,80531,10623,7609,19320,10163,0,25446,90793,24385,630,405,3631,1369,0,,,,,,,,,0,0,0,0,0
51.05208333,464552,1015846,206545,33712,22483,36803,18505,0,22388,94444,36773,852,590,3405,1432,0,,,,,,,,,0,0,0,0,0
79.84695652,408338,728543,102585,12209,9316,30699,10884,0,535,1751,198,9,6,58,41,0,,,,,,,,,0,0,0,0,0
,526196,861768,129485,13557,10563,36912,12042,0,659,3036,1444,26,15,93,58,0,,,,,,,,,0,0,0,0,0
62.17331288,457318,995481,132474,18911,13122,37044,18168,0,4572,18294,5959,230,141,302,721,0,,,,,,,,,0,0,0,0,0
96.85119048,719520,2433439,3089616,214417,134863,86195,37793,0,8150,56208,83515,939,595,1618,819,0,,,,,,,,,0,0,0,0,0
93.49206349,139768,258482,38800,4663,3159,7043,6007,0,3181,40168,55456,30324,20316,305,257,0,0,0,599,0,0,11043,0,0,0,0,0,0,0
61.77364341,53625,170428,262799,4178,2647,3848,4300,0,4424,38049,99891,5786,3853,645,625,0,0,1967,3442,295,274,2430,0,0,0,0,0,0,0
55.30298273,318906,677688,101659,15809,10793,22681,13990,0,18222,138582,157333,55218,36949,3167,1617,0,299,12873,8382,299,284,11015,0,0,0,0,0,0,0
45.8272,210423,766175,2777962,55200,34379,13295,22616,0,10280,90573,200603,10573,7039,1399,1482,0,0,1967,3966,295,274,5588,0,0,0,0,0,0,0
47.69243986,506427,670506,150205,21634,14263,39760,11845,0,4418,30664,33313,12265,8214,551,349,0,0,2248,4458,382,341,10436,0,0,0,0,0,0,0
60.0922619,112204,529734,1037887,11174,7051,10311,16510,0,119620,950310,930436,53434,34551,22668,13898,0,0,0,0,6967,4250,9233537,0,0,0,0,0,0,0
68.7444795,176458,366523,56844,6908,4660,9603,9850,0,89286,513166,308232,19722,13025,14546,7610,0,0,1967,4190,317,288,526620,0,0,0,0,0,0,0
65.09876543,169737,397616,156711,13438,8832,12423,8215,0,6469,43253,30819,5481,3649,920,758,0,0,0,0,84,51,1092,0,0,0,0,0,0,0
79.8139881,230000,541809,416660,12658,8464,15438,13141,0,160073,907778,518074,78488,51443,26626,13002,0,0,1967,4714,5656,3544,10429,0,0,0,0,0,0,0
67.81994048,171152,386727,86244,8688,5763,10697,9615,0,17773,145160,126370,14850,9821,3230,2227,0,0,0,1048,62,38,4355,0,0,0,0,0,0,0
60.7,140853,769616,106064,9025,6961,30740,14360,0,91708,558896,370265,56139,37507,15002,8561,0,113608,603931,14797,136059,69714,565660,0,0,0,0,0,0,0
59.55886736,119452,224472,30237,3253,2289,6642,5311,0,34154,196672,128033,9939,6591,5822,2829,0,0,1967,3442,295,274,9366,0,0,0,0,0,0,0
76.88358209,182310,455698,106036,16193,10519,13461,10348,0,82388,562865,452836,41485,27330,14158,8579,0,0,1967,17138,1224,841,5959,11,0,0,0,0,0,0
45.04477612,205551,269607,83697,6264,4156,7715,6092,0,1319,4441,574,21,17,209,56,0,0,0,0,0,0,4821,0,0,0,0,0,0,0
87.25299401,88723,227160,23481,2874,1958,6857,5174,0,4150,50925,69369,38235,25612,442,300,0,0,1124,1967,186,167,6242,0,0,0,0,0,0,0
,276774,650903,92355,14337,10158,25272,11532,0,16964,113261,141420,9462,6254,3148,1508,0,0,1405,2459,295,247,4062,0,0,0,0,0,0,0
75.30126183,265660,591612,122655,10712,7168,14686,15537,0,21284,163903,174166,76572,51286,3008,1488,0,0,1124,2566,303,239,10071,0,0,0,0,0,0,0
46.35384615,197789,357261,80094,11767,7595,8321,9905,0,270160,1657611,999475,112741,74621,47845,22738,0,0,1124,4287,186,167,13266,0,0,0,0,0,0,0
,392422,489885,177010,15819,10538,13544,10505,0,81729,402322,214782,6432,4064,13330,5965,0,0,0,7334,45,27,2673,66,0,0,0,0,0,0
48.34602076,294371,668022,162736,13512,9232,20869,14316,0,102800,774872,606154,156904,104733,17983,9475,0,0,4215,8948,666,608,15466,0,0,0,0,0,0,0
66.15781488,209488,386921,56156,6369,4751,15074,6543,0,45265,313928,239474,23942,15827,8443,4304,0,0,0,1721,45,27,1455,0,0,0,0,0,0,0
64.20597015,449664,493577,191857,16478,10941,13507,9511,0,2197,12952,7669,187,116,288,298,0,0,0,0,34,20,5351,0,0,0,0,0,0,0
48.92559524,319122,490713,134018,10973,7480,16023,9402,0,11542,89224,67541,314,203,2367,1353,0,0,0,0,62,38,3229,0,0,0,0,0,0,0
95.67741935,303677,731542,553363,21088,13781,18094,19193,0,201725,1320888,1695451,112815,74019,36758,18093,0,50,2145,6711,89,71,137910,0,0,0,0,0,0,0
64.15625,383756,453474,116749,10491,7322,14830,8222,0,86360,642809,487681,16620,10343,17252,9555,0,242,10421,14794,276,250,2955,0,0,0,0,0,0,0
61.07589286,14086,77409,9561,1088,768,2494,1661,0,217414,695741,127082,24098,16191,29992,9773,0,1740,74837,51500,3368,2646,4998,0,0,0,0,0,0,0
56.20064067,270302,1873535,7812599,533037,330971,47675,39210,0,1571796,11963982,9996134,1329642,883403,306318,145268,0,4582050,2175870,11923273,1741236,904259,33821081,8468265,0,0,0,0,0,0
66.2012012,161470,836312,245509,13365,9313,26271,19780,0,450519,4763639,3799957,458532,297945,104661,60612,0,0,0,57396,2999,1830,17050,0,0,0,0,0,0,0
65.62460064,59337,301458,518889,9143,5913,8099,7687,0,75859,344362,239255,80878,54274,9737,4836,0,0,0,0,0,0,1864,0,0,0,0,0,0,0
81.5373701,105737,598411,91263,12028,8571,24624,10460,0,117309,566525,406711,120239,80008,17100,7706,0,0,1578098,21531,3563,2443,4130,0,0,0,0,0,0,0
55.26576577,66103,352239,305372,8469,5421,6933,9317,0,339745,3033141,1716870,7851973,5258467,63409,31551,0,5298808,1401304,9425374,214115,120667,10883899,4519711,0,0,0,0,0,0
60.73735119,176915,854214,72778,22969,15254,26635,21870,0,136555,694725,455829,119268,79785,20251,9159,0,774324,500959,1217265,67837,38628,3629517,1500156,0,0,0,0,0,0
87.32601503,128800,341220,96676,23438.5,14914,10636.5,6716,0,209683,257866,219786.5,35641.5,22978,25106,4541,0,0,702.5,1229.5,105.5,98,1828.5,2006.5,0,0,0,0,0,0
52.53221621,24076,98962,8552,2447,1523,1489,3729,0,4898,52003,50390,14481,9679,913,664,0,0,0,0,0,0,2285,0,0,0,0,0,0,0
52.10911809,128800,341220,96676,23438.5,14914,10636.5,6716,0,209683,257866,219786.5,35641.5,22978,25106,4541,0,0,702.5,1229.5,105.5,98,1828.5,2006.5,0,0,0,0,0,0
86.46142209,202438,464769,64324,13109,9109,19325,7242,0,2421,17394,16704,6774,4537,400,131,0,0,0,0,0,0,2893,0,0,0,0,0,0,0
93.98628049,151394,210738,54690,4427,3191,7538,3411,0,64411,372897,357978,40474,26931,10756,5007,0,7781,334587,217871,7820,7416,15964,0,0,0,0,0,0,0
75.05055292,413002,422403,142481,11452,7978,14943,6742,0,40339,145776,26278,1291,873,3267,4748,0,0,11521,20162,1750,1621,8212,0,0,0,0,0,0,0
102.1331316,223058,306453,79724,12400,8149,11249,4937,0,39797,433194,284948,13150,8588,10000,6109,0,0,0,0,0,0,138186,0,0,0,0,0,0,0
51.76154993,672988,696067,268547,19081,13088,20552,12895,0,20629,121410,77713,1153,724,3570,1883,0,0,0,0,0,0,18075,0,0,0,0,0,0,0
48.79464286,186401,382741,48771,5939,4463,15045,6543,0,42535,288289,221668,29043,19333,7703,3826,0,0,1405,2459,211,196,3958,0,0,0,0,0,0,0
95.89925685,549398,1175235,167716,19466,14428,45442,19368,0,38820,208560,159837,60125,40225,5771,2121,0,0,3091,18580,84273,43187,12225,0,0,0,0,0,0,0
,73775,445198,84710,7071,4626,9168,10008,0,7368,110245,166423,74243,49721,986,530,0,0,0,0,0,0,6498,0,0,0,0,0,0,0
115.6484623,232019,628164.5,754733,73206,46353,21976,10083.5,0,169607.5,1048145.5,666096.5,83455,55045,30330.5,14484.5,0,1975.5,85647,70986.5,2142.5,2012,160779,0,0,0,0,0,0,0
