,year,month,name,sig_cd,weather_cd,SO2,CO,O3,NO2,PM10
10101,2005,12,지산동,27260,143,0.005728767,0.758219178,0.010971233,0.024984932,50.58516484
10103,2005,12,수창동,27110,143,0.008923205,0.66557377,0.012674716,0.030807571,66.68990043
10104,2005,12,문평동,30230,133,0.005351752,0.96212938,0.00934097,0.012783019,39.38274933
10105,2005,12,읍내동,30230,133,0.007183288,1.045283019,0.007613208,0.026975741,47.76902174
10106,2005,12,성남동1,30110,133,0.005072776,1.148921833,0.005603774,0.031929919,43.33692722
10107,2005,12,정림동,30170,133,0.005070081,1.095687332,0.012075472,0.023063342,40.30053908
10108,2005,12,구성동,30200,133,0.00517655,0.780053908,0.012342318,0.017103774,41.84770889
10110,2005,12,문창동,30140,133,0.006141707,1.125925926,0.01089211,0.034713366,43.04991948
10111,2005,12,녹산동,26440,159,0.005652233,0.399458728,0.021399188,0.016449256,45.43606999
10112,2005,12,대저동,26440,159,0.00823913,0.656793478,0.010528533,0.018923913,58.08355795
10113,2005,12,부곡동,26410,159,0.00472541,0.658060109,0.015868852,0.025435262,38.36069987
10114,2005,12,청룡동,26410,159,0.005247238,0.554918033,0.01376066,0.029781421,44.70788043
10115,2005,12,기장읍,26710,159,0.004227211,0.435238095,0.020846259,0.015972789,33.46394558
10116,2005,12,용수리,26710,159,0.003832432,0.315945946,0.022712162,0.01437027,45.18783784
10117,2005,12,대연동,26290,159,0.005602721,0.442857143,0.016765986,0.02575102,39.35286104
10119,2005,12,명장동,26260,159,0.003579019,0.454632153,0.022171662,0.023445504,42.44504749
10121,2005,12,전포동,26230,159,0.005405699,0.52578019,0.012691995,0.02497829,40.33694181
10122,2005,12,덕천동,26320,159,0.008337415,0.392027027,0.017642177,0.020546196,46.44654939
10123,2005,12,학장동,26530,159,0.006737127,0.41897019,0.011144986,0.031208672,58.3180593
10124,2005,12,장림동,26380,159,0.010527891,0.546666667,0.010410884,0.032440816,67.49056604
10125,2005,12,광안동,26500,159,0.004656676,0.330926431,0.022707084,0.016634877,34.94117647
10126,2005,12,연산동,26470,159,0.005065217,0.615235457,0.014134511,0.014960598,34.16801075
10127,2005,12,태종대,26200,159,0.007631293,0.558503401,0.020730978,0.023904762,35.89538043
10128,2005,12,광복동,26110,159,0.005247283,0.251630435,0.017936141,0.020778533,53.47218453
10129,2005,12,좌동,26350,159,0.005081081,0.478243243,0.023640541,0.020133784,37.67567568
10130,2005,12,강남구,11680,108,0.00723736,0.500983146,0.008610556,0.040080056,46.25105783
10131,2005,12,강동구,11740,108,0.008588398,0.794318182,0.008425414,0.036027624,48.93065187
10132,2005,12,강북구,11305,108,0.008946092,0.831039136,0.011543243,0.033077027,41.48735955
10133,2005,12,강서구,11500,108,0.00395339,0.910719323,0.008815233,0.042195775,50.03526093
10134,2005,12,관악구,11620,108,0.007908819,0.712071535,0.00881073,0.041566319,48.4610687
10135,2005,12,광진구,11215,108,0.00526703,0.62226776,0.007284354,0.035539706,62.26530612
10136,2005,12,구로구,11530,108,0.005768222,0.789751098,0.006983965,0.035228863,42.00151745
10138,2005,12,금천구,11545,108,0.007632432,0.783378378,0.009746289,0.038927027,48.45179063
10139,2005,12,노원구,11350,108,0.008175202,0.74200542,0.014814056,0.031691678,44.43628809
10140,2005,12,도봉구,11320,108,0.008980655,0.499034483,0.008277778,0.026106481,57.67078189
10143,2005,12,동대문구,11230,108,0.006274262,0.749576271,0.01229303,0.039215493,55.75942029
10144,2005,12,동작구,11590,108,0.006811321,0.86361186,0.00897031,0.037715633,49.63239437
10145,2005,12,마포구,11440,108,0.007326923,0.987239945,0.006842857,0.04319146,31.46932953
10146,2005,12,서대문구,11410,108,0.005909859,1.009631728,0.006868458,0.038862994,41.62666667
10147,2005,12,서초구,11650,108,0.005980978,0.505891239,0.006236092,0.03458631,52.65663475
10148,2005,12,성동구,11200,108,0.003898839,0.553295933,0.007913287,0.044693503,63.56976744
10149,2005,12,성북구,11290,108,0.008346361,0.636468886,0.01245935,0.030236915,44.42991914
10150,2005,12,송파구,11710,108,0.005423752,0.478108108,0.005759459,0.040558108,52.58887381
10152,2005,12,양천구,11470,108,0.006893531,0.769407008,0.008249326,0.039062241,40.11940299
10153,2005,12,영등포구,11560,108,0.006643646,0.665669516,0.007320442,0.038507607,35.57938719
10155,2005,12,용산구,11170,108,0.007687328,0.616307278,0.007739206,0.04743531,53.26474623
10156,2005,12,은평구,11380,108,0.005547779,0.611357341,0.012079408,0.029556452,51.73134328
10158,2005,12,종로구,11110,108,0.006137838,0.695681511,0.011479082,0.033163514,42.30216802
10159,2005,12,중구,11140,108,0.006152878,0.783876812,0.011256272,NA,NA
10160,2005,12,중랑구,11260,108,0.008407781,0.810416667,0.00822452,0.041788184,43.25925926
10164,2005,12,무거동,31140,152,0.005666667,0.274024226,0.012485175,0.043068213,30.92847503
10165,2005,12,부곡동(울산),31140,152,0.00768617,1.103900709,NA,0.03239539,30.5106383
10166,2005,12,삼산동,31140,152,0.004555108,1.015591398,0.016647849,0.023465054,30.17607527
10168,2005,12,신정동,31140,152,0.00440382,0.997407913,0.016127223,0.019042292,34.62619372
10169,2005,12,야음동,31140,152,0.003885753,0.301075269,0.015342742,0.02594086,37.19354839
10170,2005,12,여천동(울산),31140,152,NA,0.904200542,0.024054201,0.019277778,49.92944369
10171,2005,12,대송동,31170,152,0.005817204,0.543010753,0.014959677,0.02613172,27.31187411
10172,2005,12,농소동,31200,152,0.002602151,0.33077957,0.016165323,0.024706989,47.96102151
10173,2005,12,덕신리,31710,152,0.001641129,0.379704301,0.017459677,0.027491935,33.09408602
10174,2005,12,상남리,31710,152,0.006176075,0.271908602,0.01969086,0.015228495,NA
10175,2005,12,화산리,31710,152,0.010073654,0.52407932,0.017327195,0.02224221,42.32496307
10176,2005,12,성남동,31110,152,0.002205683,0.407123656,0.019646505,0.014901882,37.37245696
10177,2005,12,석모리,28710,201,0.004179104,0.35923913,0.028921516,0.006184282,46.07837838
10178,2005,12,송해,28710,201,0.003197279,0.426686217,0.020118367,0.004337415,27.56162465
10181,2005,12,숭의,28170,112,0.012866008,0.921297602,0.015210155,0.028241185,50.43786127
10182,2005,12,고잔,28200,112,0.006777476,0.898371777,0.010856174,0.033899593,49.77472527
10183,2005,12,송림,28140,112,0.010008523,0.845028409,0.015942815,0.03025,61.31449275
10184,2005,12,부평,28237,112,0.0034573,0.516528926,0.010840782,0.013165289,59.34861111
10186,2005,12,검단,28260,112,0.006934174,0.730672269,0.015133903,0.025838428,62.72780204
10187,2005,12,석남,28260,112,0.00977248,0.705313351,0.017156676,0.029544959,42.89014085
10188,2005,12,연희,28260,112,0.007924528,0.687162162,0.01487062,0.02590566,51.56451613
10189,2005,12,동춘,28185,112,0.009445504,0.512651413,0.016141883,0.026253406,66.81703911
10190,2005,12,신흥,28110,112,0.009598093,0.663215259,0.009140327,0.022085831,42
10191,2005,12,광양읍,46230,168,0.005762097,0.348387097,0.012233631,0.014177898,23.32113821
10192,2005,12,중동,46230,168,NA,NA,0.013814815,0.017037037,30.67933131
10193,2005,12,진상면,46230,168,0.009004032,0.393817204,0.020672043,0.005770629,38.9544808
10194,2005,12,태인동,46230,168,0.005052227,0.667902996,0.013318117,0.019554922,37.49514563
10195,2005,12,용당동,46110,165,0.006083947,NA,0.019326951,0.008861561,NA
10196,2005,12,장천동,46150,168,0.008620199,0.52596291,0.015901849,0.013657183,31.41411043
10197,2005,12,광무동,46130,168,0.009759207,0.676402878,0.017742532,0.009449008,26.35897436
10198,2005,12,월내동,46130,168,0.011327143,1.018195051,0.013679245,0.018848571,42.4605475
10200,2005,12,나불리,46830,165,0.022485064,0.340540541,0.020929799,NA,NA
10201,2005,12,개정동,45130,140,0.006022849,0.802150538,0.015040323,0.008606183,45.65188172
10202,2005,12,소룡동,45130,140,0.008498656,0.570833333,0.016071237,0.017501344,49.05376344
10204,2005,12,죽항동,45190,247,0.007005376,0.453897849,0.014909946,0.01686828,46.46908602
10205,2005,12,남중동,45140,140,0.004723118,0.882392473,0.007778226,0.023538978,49.20408163
10206,2005,12,팔봉동,45140,140,0.004200269,0.529301075,0.012973118,0.019944892,54.26619718
10207,2005,12,운암면,45750,244,0.002630495,0.520605187,0.028384615,0.002800325,48.94181326
10208,2005,12,삼천동,45111,146,0.004141129,0.637231183,0.012526882,0.036278226,49.40322581
10209,2005,12,중앙동(전주),45111,146,0.003246657,0.963001486,0.011540862,0.022656761,40.93759287
10210,2005,12,팔복동,45113,146,0.008880376,0.56155914,0.008983871,0.028974462,47.26344086
10211,2005,12,연지동,45180,245,0.007289835,0.590934066,0.015229396,0.024879121,46.56515775
10212,2005,12,동홍동,50130,189,0.004522911,0.477701778,0.011673854,0.01209973,41.75236806
10213,2005,12,고산리,50110,184,0.004383721,0.544444444,0.043410437,0.004255411,40.15091678
10214,2005,12,이도동,50110,184,0.005466307,0.210434783,0.02833558,0.012433962,39.82409972
10215,2005,12,사곡면,44150,236,0.002791111,0.499859353,0.024387955,0.008963483,39.94553073
10216,2005,12,난지도리,44270,129,0.005557823,0.207482993,0.021602721,0.012176871,29.1226158
10217,2005,12,독곶리,44210,129,0.005275956,0.425543478,0.019845024,0.008865489,34.67663043
10218,2005,12,동문동,44210,129,0.005995924,0.953133515,0.016445652,0.012502717,43.88186813
10219,2005,12,백석동,44133,232,0.006225138,0.765241379,0.011993103,0.03925,60.14799447
10220,2005,12,성황동,44131,232,0.005582313,0.752853261,0.011005435,0.036368207,40.18630137
10221,2005,12,파도리,44825,129,0.003700809,0.611859838,0.029393531,0.006939353,40.11424731
10222,2005,12,청천면,43760,127,0.002626539,0.549921507,0.016531421,0.011717599,42.5147929
10223,2005,12,장락동,43150,221,0.012296765,1.282916053,0.013666218,0.023102288,33.47001395
10224,2005,12,문화동,43111,131,0.005106707,0.762804878,0.008954338,0.033530508,65.16894977
10225,2005,12,사천동,43114,131,0.00650672,0.66733871,0.009514785,0.029745968,66.63844086
10226,2005,12,송정동(봉명동),43113,131,0.007251359,0.433731343,0.008405954,0.017113667,46.1248074
10227,2005,12,용암동,43111,131,0.006352151,0.993951613,0.009766129,0.029711022,50.40162822
10228,2005,12,호암동,43130,127,0.015849335,1.076815642,0.011091036,0.016636364,37.23709902
10229,2005,2,옥천동,42150,105,0.006269985,0.449019608,0.030083082,0.010566265,43.42973856
10230,2005,2,간성읍,42820,90,0.004906907,0.25589172,0.040347826,0.002949025,28.38791733
10231,2005,2,천곡동,42170,106,0.0043429,0.54305136,0.023199396,0.022015106,46.48208955
10232,2005,2,방산면,42800,211,0.00502994,0.333383234,0.039064371,0.004275449,34.71428571
10233,2005,2,명륜동,42130,114,NA,0.742634315,0.015427273,0.021177273,78.49404762
10234,2005,2,중앙동(원주),42130,114,0.007853474,1.34006734,0.010830816,0.02434139,51.33084948
10235,2005,2,북평면,42770,216,0.002878419,0.516741405,0.041349776,0.007101493,28.625
10236,2005,2,석사동,42110,101,0.005989394,0.631818182,0.030554054,0.007750789,48.34294385
10237,2005,2,중앙로,42110,101,0.005578711,0.722188906,0.021202399,0.020296852,65.25165563
10239,2005,2,식사동,41285,108,0.005823529,0.461538462,0.021051282,0.018206637,57.9657228
10240,2005,2,행신동,41281,108,0.010062027,0.530900621,0.0198125,0.024420575,61.97747748
10241,2005,2,과천동,41290,108,0.010699695,1.02870229,0.016135135,0.030240299,35.32237872
10242,2005,2,별양동,41290,108,0.005896082,0.842658423,0.017393715,0.029721793,48.20987654
10244,2005,2,철산동,41210,108,0.007860817,0.842965204,0.023910798,0.035060514,32.8963964
10245,2005,2,교문동,41310,108,0.006139394,0.966666667,0.016792424,0.032372727,43.74738416
10246,2005,2,동구동,41310,108,0.005125749,0.77005988,0.023091317,0.027365269,60.4857997
10247,2005,2,당동,41410,119,0.008118541,0.614003044,0.01693769,0.032533435,35.80221519
10248,2005,2,산본동,41410,119,0.00499697,0.588030303,0.01630303,0.030866667,47.91780822
10249,2005,2,고촌면,41570,201,0.006145897,0.829223744,0.022868902,0.023292237,69.25753012
10250,2005,2,사우동,41570,201,0.004591228,0.602447552,0.021857895,0.024156415,NA
10251,2005,2,통진읍,41570,201,0.005172956,0.494339623,0.028894654,0.014436644,56.79407176
10252,2005,2,금곡동,41360,108,0.005729412,0.620913884,0.01733438,0.027073899,48.78175313
10254,2005,2,내동,41190,112,0.008306306,0.964114114,0.019522523,0.035226727,40.07164179
10255,2005,2,소사본동,41190,112,0.006275076,0.710993976,0.019062874,0.032564371,61.081571
10256,2005,2,오정동,41190,112,0.009065967,0.775562219,0.013268366,NA,52.64660494
10257,2005,2,중2동,41190,112,0.005493711,0.592792793,0.023746246,0.03477027,45.19125683
10258,2005,2,단대동,41131,108,0.006320242,0.616616314,0.017649547,0.033007553,53.3735119
10261,2005,2,수내동,41135,119,0.007254573,0.67652439,0.011384146,0.035573171,51.63358779
10262,2005,2,정자1동,41135,119,0.006675799,0.694216134,0.017674277,0.03414003,58.81875994
10263,2005,2,광교동,41117,119,0.008560122,1.019330289,0.01716,0.044692542,44.45371775
10265,2005,2,신풍동,41115,119,0.007463526,0.817477204,0.017764079,0.034334347,42.46575342
10266,2005,2,영통동,41115,119,0.005512859,0.530408472,0.016805071,0.026596067,51.57337368
10267,2005,2,인계동,41115,119,0.005701238,0.944802867,0.016757622,0.028967988,51.19939117
10268,2005,2,천천동,41111,119,0.006457813,0.58533123,0.017457813,0.03800625,53.56357928
10269,2005,2,대야동,41390,112,0.007544601,NA,0.020012539,0.038802817,49.44790047
10270,2005,2,시화공단,41390,112,0.008012403,0.722530864,0.01712963,0.033307179,48.27370031
10271,2005,2,정왕동,41390,112,0.006596677,0.878736518,0.017910876,0.038957704,56.12631579
10272,2005,2,고잔동,41273,112,0.007058735,0.917586207,0.023853916,0.031981928,57.37387387
10273,2005,2,대부동,41273,112,0.005940299,0.485394933,0.021344311,0.013528358,45.82908546
10274,2005,2,본오동,41271,119,0.006966667,0.682165605,0.016742857,0.034460317,44.53897181
10275,2005,2,부곡동1,41271,119,0.006296353,0.708623298,0.016394172,0.038139818,57.34802432
10276,2005,2,원곡동,41273,112,0.00975303,0.576212121,0.020837879,0.030386364,37.1736227
10277,2005,2,원시동,41273,112,0.012090136,0.904991394,0.02155102,0.024231687,65.99316239
10278,2005,2,호수동,41273,112,0.007898356,0.554166667,0.019266369,0.024127976,47.87928465
10279,2005,2,부림동,41173,119,0.008547319,NA,0.018034072,0.036626623,NA
10280,2005,2,안양2동,41171,119,0.003802065,0.850674663,0.011510204,NA,48.57421289
10281,2005,2,안양6동,41171,119,0.006733737,0.641906203,0.013435703,0.032600605,55.20361991
10282,2005,2,호계동,41173,119,0.006107903,0.647335423,0.012332827,0.041296353,56.05395683
10283,2005,2,오산동,41370,119,0.008868778,0.618955224,0.01428356,0.015798496,47.76083707
10284,2005,2,김량장동,41461,203,0.009200608,0.592889561,0.013129179,0.031028919,50.7969697
10286,2005,2,부곡3동,41430,119,0.006318665,0.784370258,0.014195751,0.042253414,56.45292208
10287,2005,2,의정부1동,41150,98,0.007829352,0.589968652,0.017820064,0.025453968,50.70782609
10288,2005,2,의정부동,41150,98,0.00559697,0.719545455,0.019959091,0.025965152,42.66370107
10289,2005,2,설성면,41500,203,0.003187688,0.61257485,0.024381737,0.014026946,47.66517857
10290,2005,2,창전동,41500,203,0.004474551,0.566167665,0.015056886,0.028835329,63.66716642
10291,2005,2,금촌동,41480,98,0.011058471,0.919790105,0.023223388,0.024587706,47.46856287
10292,2005,2,비전동,41220,119,0.005893354,0.918009479,0.022583587,0.026463526,60.3470948
10293,2005,2,관인면,41650,98,0.002792846,0.597164179,0.040877612,0.005299107,44.14674735
10295,2005,2,신장동,41450,108,0.003450382,0.583793738,0.016267669,0.028329835,56.99197432
10296,2005,2,남양동,41590,119,0.004326837,0.475862069,0.015172414,0.018265367,58.19133034
10297,2005,2,향남,41590,119,0.004841867,0.31746988,0.023797888,0.019379518,62.28313253
10298,2005,2,저구리,48310,294,0.003707831,NA,0.035338855,0.007374415,31.41106129
10299,2005,2,남상면,48880,284,0.003568627,0.411659193,0.033246637,0.010013453,36.83650794
10300,2005,2,동상동,48250,159,0.004813312,0.883009709,0.026627832,NA,NA
10301,2005,2,상봉동,48170,192,0.005692654,0.467316342,0.027976012,NA,34.49698795
10302,2005,2,가음정동,48123,155,NA,0.846487294,0.027313272,0.020971787,81.03303303
10303,2005,2,경화동,48129,155,0.004273828,0.326139818,NA,0.016161631,37.84707646
10304,2005,2,명서동,48121,155,0.006167683,0.514152411,0.025301973,0.010534143,46.05246914
10305,2005,2,봉암동,48127,155,0.007500787,0.879464286,0.022934524,0.021870536,99.00447761
10306,2005,2,웅남동,48123,155,0.007866883,0.299702381,0.014025298,0.015264036,57.71279762
10307,2005,2,회원동,48127,155,0.004907738,0.788697017,0.023636905,0.006690323,36.3253012
10308,2005,2,성건동,47130,138,0.006053892,0.8,0.021965672,0.022943284,37.77245509
10309,2005,2,공단동,47190,279,0.009002985,0.771044776,0.022332836,0.041308955,69.40746269
10310,2005,2,원평동,47190,279,0.008579104,1.183432836,0.024658209,0.030462687,27.01651652
10311,2005,2,형곡동,47190,279,0.005741405,1.23064275,0.0264,0.030864179,43.26268657
10312,2005,2,신음동,47150,135,0.009412294,1.349475262,0.026958021,0.025683658,41.38830585
10313,2005,2,남문동,47170,136,0.011140508,2.628849028,0.019554559,0.032829596,40.53363229
10314,2005,2,지품면,47770,277,0.004748137,0.674962742,0.041327869,0.004923994,34.36227545
10315,2005,2,휴천동,47210,272,0.013096386,1.213253012,0.016855422,0.018456325,33.14759036
10316,2005,2,화북면,47230,281,0.002988024,0.49761194,0.037534328,0.007798206,38.16905901
10317,2005,2,태하리,47940,115,0.002473846,0.470153846,0.044067692,0.001907692,24.92449923
10318,2005,2,대도동,47111,138,0.006606876,1.586865672,0.033585075,0.032387879,60.35928144
10319,2005,2,대송면,47111,138,NA,NA,NA,NA,NA
10320,2005,2,장흥동,47111,138,NA,NA,NA,NA,NA
10322,2005,2,송정1동,29200,156,0.004792227,0.46038864,0.016086697,0.024955157,49.80059524
10323,2005,2,주월동,29155,156,0.004665165,0.931091181,0.019569507,0.023926756,38.60863095
10324,2005,2,서석동,29110,156,0.00617515,0.63502994,0.012257485,0.016344311,25.06557377
10325,2005,2,두암동,29170,156,0.003848576,0.723273273,0.026067265,0.018760837,39.31562974
10327,2005,2,농성동,29140,156,0.004164425,0.946636771,0.022914798,0.026424514,36.05381166
10329,2005,2,대명동,27200,143,0.008001558,1.178614458,0.019060883,0.027331825,63.10429448
10330,2005,2,호림동,27290,143,NA,NA,0.018993902,0.024986364,55.24444444
10331,2005,2,현풍면,27710,143,0.005980243,0.946015038,0.027514329,0.025766154,35.2488189
10332,2005,2,신암동,27140,143,0.005205397,1.116041979,0.02084985,0.020089955,55.19230769
10334,2005,2,노원동,27230,143,0.009087481,1.184651163,0.014512782,0.020172673,NA
10335,2005,2,태전동,27230,143,0.007607034,0.852639517,0.019974203,0.031483619,37.77503852
10336,2005,2,이현동,27170,143,0.009279035,1.788554217,0.023265152,0.027357813,NA
10338,2005,2,만촌동,27260,143,0.006436533,1.094195688,0.019920181,0.01997594,42.32339089
10339,2005,2,지산동,27260,143,0.012129657,0.63219076,0.027105812,0.029935917,50.54477612
10341,2005,2,수창동,27110,143,0.009158706,1.388820827,0.017163575,0.028951557,NA
10342,2005,2,문평동,30230,133,0.006377612,0.636567164,0.021976119,0.015352239,33.95074627
10343,2005,2,읍내동,30230,133,0.006949102,0.998652695,0.017784431,0.018103293,45.06605223
10344,2005,2,성남동1,30110,133,0.007,0.757910448,0.018392537,0.025025373,36.56268657
10345,2005,2,정림동,30170,133,0.006477612,0.913134328,0.017973134,0.023034328,41.65223881
10346,2005,2,구성동,30200,133,0.005453731,0.430746269,0.022658209,0.015867164,44.89371257
10348,2005,2,문창동,30140,133,0.005037313,0.964925373,0.022262687,0.03118209,44.33880597
10349,2005,2,녹산동,26440,159,0.005143284,0.419552239,0.029095522,0.013926866,40.48955224
10350,2005,2,대저동,26440,159,0.007714715,0.679129129,0.022417417,0.021364865,62.75892857
10351,2005,2,부곡동,26410,159,0.005705882,0.602865762,0.02458371,0.025125189,40.34238311
10352,2005,2,청룡동,26410,159,0.006304805,0.538288288,0.020025526,0.027516517,57.95502249
10353,2005,2,기장읍,26710,159,0.002533632,0.443946188,0.016327354,0.014055306,34.3916293
10354,2005,2,용수리,26710,159,0.003885417,0.387202381,0.030328869,0.01328125,37.48584203
10355,2005,2,대연동,26290,159,0.004767267,0.447597598,0.021322823,0.026528529,36.56906907
10357,2005,2,명장동,26260,159,0.003956391,0.44,0.018593985,0.026334337,50.69924812
10359,2005,2,전포동,26230,159,0.005061654,0.655488722,0.021816541,0.027681203,42.10827068
10360,2005,2,학장동,26530,159,0.007535494,0.495461422,0.021867395,0.028739788,62.04216867
10361,2005,2,장림동,26380,159,0.008478979,0.518918919,0.017715161,0.031039039,70.33386328
10362,2005,2,광안동,26500,159,0.004689759,0.31310241,0.027963855,0.015847892,34.3373494
10363,2005,2,연산동,26470,159,0.005666667,0.676576577,0.020605105,0.022903904,35.390462
10364,2005,2,태종대,26200,159,0.007605422,0.3875,0.029578313,0.019269578,56.02690583
10365,2005,2,광복동,26110,159,0.008419106,0.323728814,0.021939908,0.027899846,53.54166667
10366,2005,2,강남구,11680,108,0.002898659,0.598358209,0.013089552,0.037465672,27.33134328
10367,2005,2,강서구,11500,108,0.005338831,0.649626308,0.015570359,0.032655689,50.31523379
10368,2005,2,관악구,11620,108,0.007676119,0.630597015,0.020722222,0.040398507,30.13772455
10369,2005,2,광진구,11215,108,0.00566766,0.533830104,0.017752608,NA,51.94029851
10370,2005,2,구로구,11530,108,0.00575976,0.541141141,0.012828047,0.039893393,40.72642968
10372,2005,2,도봉구,11320,108,0.003427504,0.396263079,0.018487294,0.032527653,53.84384384
10375,2005,2,동대문구,11230,108,0.007708084,0.535373134,0.012751227,0.04064018,34.16791604
10376,2005,2,마포구,11440,108,0.006845808,0.608832335,0.01561791,0.034628743,31.8018018
10377,2005,2,서대문구,11410,108,0.005689655,0.804797601,0.012874251,0.041218373,42.71383148
10378,2005,2,서초구,11650,108,0.005677612,0.672089552,0.008853513,0.034713004,50.84131737
10379,2005,2,성동구,11200,108,0.005148204,0.507025411,0.014872945,0.035588323,48.38622754
10380,2005,2,성북구,11290,108,0.003632836,0.675223881,0.011582067,0.032007485,40.67814371
10381,2005,2,송파구,11710,108,0.00528849,0.486547085,0.011535127,0.03719133,35.5494012
10383,2005,2,영등포구,11560,108,0.009780908,0.712680578,0.012300898,0.033720517,35.60778443
10385,2005,2,용산구,11170,108,0.002028316,0.380774963,0.015511177,0.018277385,49.44923077
10386,2005,2,은평구,11380,108,0.004568657,0.603442879,0.022272321,0.028360119,55.75422427
10388,2005,2,중구,11140,108,0.005137313,0.872985075,0.019157738,0.038282334,62.50077042
10389,2005,2,중랑구,11260,108,0.006132512,0.624807396,0.013395062,0.039238547,56.14351852
10393,2005,2,무거동,31140,152,0.00404955,0.301946108,0.017732036,0.035965569,NA
10394,2005,2,부곡동(울산),31140,152,0.00921246,0.778434505,0.019216,0.026359425,28.03308824
10395,2005,2,삼산동,31140,152,0.003623318,0.517787743,0.024152466,NA,27.59567388
10396,2005,2,신정동,31140,152,0.00457594,0.576541353,0.022028571,0.02587218,33.20982143
10397,2005,2,야음동,31140,152,0.004579104,0.572537313,0.018600897,0.022491045,40.09970238
10398,2005,2,여천동(울산),31140,152,0.00896997,0.885885886,0.012736446,NA,49.81016442
10399,2005,2,대송동,31170,152,0.004325337,0.28065967,0.02723988,NA,32.83630952
10400,2005,2,농소동,31200,152,0.005313988,0.252232143,0.027458333,0.019236607,49.48660714
10401,2005,2,덕신리,31710,152,0.005540179,0.291964286,0.028735119,0.020364583,35.79433681
10402,2005,2,화산리,31710,152,0.010630631,0.427177177,0.024524024,0.022381381,46.625
10403,2005,2,성남동,31110,152,NA,0.715315315,0.022144144,NA,66.36458333
10404,2005,2,석모리,28710,201,0.003848333,0.42173913,0.043875,0.003911814,43.90556492
10405,2005,2,송해,28710,201,0.003978884,0.400904977,0.033107089,0.007227753,32.23273273
10408,2005,2,숭의,28170,112,0.013214393,1.337181409,0.017562219,0.030626687,56.15923567
10409,2005,2,고잔,28200,112,0.005416792,1.165367316,0.017748126,0.02628036,35.75384615
10410,2005,2,송림,28140,112,0.010417417,0.776876877,0.020566066,0.035168168,45.2641791
10411,2005,2,부평,28237,112,0.00797541,0.640327869,0.018560656,0.027136066,45.22039474
10413,2005,2,검단,28260,112,0.005135878,0.608898944,0.034560676,0.020612805,63.2908805
10414,2005,2,석남,28260,112,0.007411672,0.656624606,0.022403785,0.027608833,51.08359621
10415,2005,2,신흥,28110,112,0.012071964,0.762818591,0.016712144,0.023404798,44.17123288
10416,2005,2,광양읍,46230,168,0.004415797,0.380923994,0.028229167,0.013327795,22.63429439
10417,2005,2,중동,46230,168,0.007277778,0.994385432,0.025967262,0.019622024,40.29464286
10418,2005,2,진상면,46230,168,0.004834821,0.383755589,0.03228869,0.015053571,36.32886905
10419,2005,2,태인동,46230,168,0.007748137,0.584798808,0.034044776,0.008917949,36.33681073
10420,2005,2,용당동,46110,165,0.004280967,0.806655844,0.031830357,0.010254464,53.50447761
10421,2005,2,장천동,46150,168,0.008215478,0.850320513,0.02614881,0.017977679,37.20238095
10422,2005,2,광무동,46130,168,0.00708346,0.76025641,0.030202723,0.009610119,22.39434524
10423,2005,2,월내동,46130,168,0.009835596,0.462080537,0.035608631,0.024395833,44.99702381
10425,2005,2,나불리,46830,165,0.007541534,0.674691358,0.032952381,0.011276786,42.33447099
10426,2005,2,개정동,45130,140,0.00314881,0.665178571,0.022943452,0.011080357,56.74255952
10427,2005,2,소룡동,45130,140,0.011989583,0.613095238,0.017078869,0.019964286,47.26785714
10429,2005,2,죽항동,45190,247,0.001514158,0.802384501,0.009496274,0.011326379,40.83630952
10430,2005,2,남중동,45140,140,0.004909774,0.686616541,0.013553383,0.017302256,40.95804196
10431,2005,2,팔봉동,45140,140,0.003364907,0.291304348,0.018869767,0.017293796,49.09259259
10432,2005,2,운암면,45750,244,0.002974006,0.51904048,0.030370703,0.005959398,35.85159011
10433,2005,2,삼천동,45111,146,0.004470238,0.592857143,0.019197917,0.018831845,39.14583333
10434,2005,2,중앙동(전주),45111,146,0.002555887,0.931743666,0.014035768,0.015566319,37.94038748
10435,2005,2,팔복동,45113,146,0.006604863,0.515957447,0.012212766,0.030095745,48.52663623
10436,2005,2,동홍동,50130,189,0.002935338,0.397317437,0.030743197,0.004308036,41.17708333
10437,2005,2,고산리,50110,184,0.002671521,0.480952381,0.035735119,0.002650298,28.27083333
10438,2005,2,이도동,50110,184,0.004582712,0.628125,0.028977645,0.015692996,42.67958271
10439,2005,2,사곡면,44150,236,0.004801196,0.392077728,0.033367713,0.006358744,39.80298507
10440,2005,2,난지도리,44270,129,0.005133835,0.407969925,0.029190977,0.011037594,45.20150376
10441,2005,2,독곶리,44210,129,0.00605136,0.501954887,0.027454135,0.01212782,43.58421851
10442,2005,2,동문동,44210,129,0.00685208,0.842922374,0.027225564,0.015172932,36.67150635
10443,2005,2,백석동,44133,232,0.003927512,0.581749623,0.022360305,0.022444109,57.33282443
10444,2005,2,성황동,44131,232,0.006479699,0.728012048,0.017526316,0.022936842,38.40261866
10445,2005,2,파도리,44825,129,0.003963964,0.575525526,0.039394895,0.008052553,43.52232143
10446,2005,2,청천면,43760,127,0.003122388,0.813414634,0.025935821,0.004277778,42.65922619
10447,2005,2,장락동,43150,221,0.009991736,0.821440262,0.016815592,0.024195195,52.47009967
10448,2005,2,문화동,43111,131,0.004486607,0.687874251,0.018241071,0.024584821,59.6980568
