,year,month,name,sig_cd,weather_cd,SO2,CO,O3,NO2,PM10
25596,2010,11,주월동,29155,156,0.00388764,0.836657303,0.013311798,0.036323034,68.55354659
25597,2010,11,서석동,29110,156,0.003872011,0.686216596,0.013289733,0.031007032,75.10335196
25598,2010,11,건국동,29170,156,0.003800281,0.353867792,0.01928692,0.019897328,72.98333333
25599,2010,11,두암동,29170,156,0.004001406,0.541209564,0.015733146,0.029729958,61.79694019
25601,2010,11,농성동,29140,156,0.004054852,0.734177215,0.013374121,0.028275668,58.95688456
25603,2010,11,대명동,27200,143,0.010782107,0.702460203,0.012,0.038382395,51.95348837
25604,2010,11,호림동,27290,143,0.004274964,0.95057971,0.010748191,0.028965268,69.06535948
25605,2010,11,현풍면,27710,143,0.004615607,0.46849711,0.017907648,0.022976879,59.71644042
25606,2010,11,신암동,27140,143,0.006690856,0.766907514,0.012361795,0.034455072,55.4485842
25608,2010,11,노원동,27230,143,0.006036179,0.540462428,0.011480519,0.038667149,92.286754
25609,2010,11,태전동,27230,143,0.005404624,0.694879518,0.01558815,0.039031792,56.78698225
25610,2010,11,이현동,27170,143,0.01276087,0.422753623,0.011781159,0.041098551,79.21384615
25612,2010,11,만촌동,27260,143,0.008695087,0.753468208,0.010940837,0.042981214,67.98688047
25613,2010,11,지산동,27260,143,0.004184058,0.634492754,0.012878437,0.033375362,71.75862069
25615,2010,11,수창동,27110,143,0.01156369,0.968359942,0.011955007,0.053172727,77.7818448
25616,2010,11,문평동,30230,133,0.004138806,0.434925373,0.015949254,0.029952239,72.55505279
25617,2010,11,읍내동,30230,133,0.006519403,0.83880597,0.012843284,0.037385075,78.45671642
25618,2010,11,성남동1,30110,133,0.006458209,0.72,0.013940299,0.026298507,70.86716418
25619,2010,11,둔산동,30170,133,0.003750746,0.727014925,0.013980597,0.042807463,72.14626866
25621,2010,11,정림동,30170,133,0.003850746,0.64857997,0.016840299,0.025656716,66.49104478
25622,2010,11,구성동,30200,133,0.003243284,0.509104478,0.013128358,0.027153731,65.39104478
25624,2010,11,문창동,30140,133,0.00551791,0.835074627,0.016552239,0.021556303,70.19402985
25625,2010,11,녹산동,26440,159,0.007237049,0.429937304,0.024315047,0.023426332,65.1609375
25626,2010,11,대저동,26440,159,0.01362069,0.365367316,0.013695652,0.026727136,67.86716418
25627,2010,11,부곡동,26410,159,0.005416413,NA,0.019554711,0.038544073,55.8810241
25628,2010,11,기장읍,26710,159,0.0050875,0.51046875,0.024035938,0.02408125,45.52107926
25629,2010,11,용수리,26710,159,0.003953198,0.319812793,0.0285,0.014063963,NA
25630,2010,11,대연동,26290,159,0.00625753,0.469879518,0.023562594,0.033954819,61.14759036
25633,2010,11,전포동,26230,159,0.006906767,0.749774436,0.017031627,0.041136842,61.72590361
25634,2010,11,덕천동,26320,159,0.006080838,0.586676647,0.015055389,0.026546407,63.90312966
25635,2010,11,학장동,26530,159,0.007718373,0.429066265,0.012079819,0.032159639,89.32488823
25636,2010,11,장림동,26380,159,0.007773212,0.452511416,0.014083841,0.024753943,82.8509687
25637,2010,11,연산동,26470,159,0.005711712,0.512312312,0.014274775,0.037286787,58.68318318
25638,2010,11,태종대,26200,159,0.008291732,0.355226209,0.026290172,0.02174883,57.85959438
25639,2010,11,광복동,26110,159,0.008088722,0.481804511,0.020078195,0.029330827,55.78947368
25640,2010,11,좌동,26350,159,0.006743307,0.672913386,0.023754331,0.031982677,44.25902669
25641,2010,11,강남구,11680,108,0.0058125,0.55125,0.007970833,0.046752778,77.54253835
25643,2010,11,강동구,11740,108,0.005656109,0.677108434,0.012631976,0.03071644,66.40376266
25645,2010,11,강북구,11305,108,0.005281931,0.680715397,0.013263651,0.042378505,57.44927536
25646,2010,11,강서구,11500,108,NA,NA,NA,NA,NA
25647,2010,11,관악구,11620,108,0.004550907,0.786052999,0.0132106,0.038559275,80.06415621
25648,2010,11,광진구,11215,108,0.004747207,0.736731844,0.013502793,0.034236034,71.48324022
25649,2010,11,구로구,11530,108,0.004223464,0.718865248,0.012837989,0.039180168,74.61924686
25650,2010,11,금천구,11545,108,0.007384503,0.702043796,0.013407895,0.043204713,62.478125
25652,2010,11,노원구,11350,108,0.005461988,0.591982507,0.01354386,0.038994143,54.76169591
25653,2010,11,도봉구,11320,108,0.005027894,0.706415621,0.016981869,0.03093166,67.49370629
25656,2010,11,동대문구,11230,108,0.005666667,0.70547504,0.007012552,0.04172106,75.954039
25657,2010,11,동작구,11590,108,0.005795888,0.637243402,0.015030792,0.039759178,66.14727541
25658,2010,11,마포구,11440,108,0.004386872,0.714944134,0.009713687,0.03927514,76.67782427
25659,2010,11,서대문구,11410,108,0.003837997,0.478338279,0.012615611,0.045971386,85.39324117
25660,2010,11,서초구,11650,108,0.005301676,0.645670391,0.011937151,0.039103352,73.87150838
25661,2010,11,성동구,11200,108,0.003753825,0.483147632,0.010849582,0.033299443,72.70334262
25662,2010,11,성북구,11290,108,0.004148905,0.874265734,0.0112,0.039227972,63.6027972
25663,2010,11,송파구,11710,108,0.005731198,0.757381616,0.01362117,0.035896936,74.26601671
25665,2010,11,양천구,11470,108,0.007124464,0.641061453,0.013344972,0.030661538,67.39938556
25666,2010,11,영등포구,11560,108,0.006567643,0.737656904,0.013080893,0.037924686,76.041841
25668,2010,11,용산구,11170,108,0.004663889,0.722638889,0.011719444,0.040215278,71.83776224
25669,2010,11,은평구,11380,108,0.005498607,0.740807799,0.015064067,0.032123955,68.27552448
25671,2010,11,종로구,11110,108,NA,NA,NA,NA,NA
25672,2010,11,중구,11140,108,0.006238494,0.888145049,0.011419805,0.029810321,69.60335196
25673,2010,11,중랑구,11260,108,0.00537274,0.51180867,0.012538248,0.027568846,74.90668524
25678,2010,11,무거동,31140,152,0.0055616,0.5504,0.0133136,0.037648,48.63665087
25679,2010,11,부곡동(울산),31140,152,0.008474194,0.717258065,0.018725806,0.027303226,70.39158576
25680,2010,11,삼산동,31140,152,0.006962264,0.589937107,0.016261006,0.032078616,58.34898279
25682,2010,11,신정동,31140,152,0.005828616,0.663679245,0.018028302,0.028097484,53.5
25683,2010,11,야음동,31140,152,0.007193811,0.468759812,0.016480377,0.032405024,55.64050235
25684,2010,11,여천동(울산),31140,152,0.010689873,1.146044304,0.01756962,0.028587025,76.15664557
25685,2010,11,대송동,31170,152,0.008169036,0.51900161,0.025624013,0.026695103,57.2609375
25686,2010,11,농소동,31200,152,0.005086743,0.4700491,0.016092562,0.03102455,61.11292962
25687,2010,11,효문동,31200,152,0.005877814,0.539222042,0.015561093,0.033655949,82.22112211
25688,2010,11,덕신리,31710,152,0.005323855,0.425118483,0.014909953,0.031672986,53.43217666
25689,2010,11,상남리,31710,152,0.006050903,0.391461412,0.016415435,0.025513957,57.50410509
25690,2010,11,화산리,31710,152,0.01324375,0.4553125,0.0204,0.022573438,68.46081505
25691,2010,11,성남동,31110,152,0.005926332,0.575862069,0.011902821,0.032031348,63.06583072
25692,2010,11,석모리,28710,201,0.004568811,0.462629247,0.03888951,0.009540559,58.29329609
25693,2010,11,송해,28710,201,0.005676017,0.373632539,0.024497896,0.016220196,68.13611111
25694,2010,11,계산,28245,112,0.005383966,0.727707454,0.011007032,0.028666667,66.89451477
25697,2010,11,숭의,28170,112,0.010452113,0.791666667,0.015080395,0.040808451,71.25277778
25698,2010,11,고잔,28200,112,0.009078541,0.477949438,0.017319776,0.036162693,78.2
25699,2010,11,구월동,28200,112,0.006732118,0.977559607,0.01287237,0.044253857,75.67741935
25700,2010,11,논현,28200,112,0.005963432,0.825457103,0.014751055,0.038670886,80.99859155
25701,2010,11,송림,28140,112,0.011373596,0.597331461,0.017537921,0.039428371,78.81398601
25703,2010,11,부평,28237,112,0.008648069,0.688125894,0.013565093,0.041071531,79.01971831
25705,2010,11,검단,28260,112,0.009781997,0.649411765,0.01537574,0.041448664,75.59052925
25706,2010,11,석남,28260,112,0.009367978,0.804494382,0.012757022,0.040772472,74.55416667
25707,2010,11,연희,28260,112,0.008001389,0.586805556,0.016759722,0.033463889,89.28055556
25708,2010,11,동춘,28185,112,0.007078762,0.837271449,0.015935302,0.040043601,91.96045198
25709,2010,11,덕적도,28720,201,0.004805997,0.416480447,0.042519553,0.008313007,91.18549512
25710,2010,11,신흥,28110,112,0.01147619,0.666811594,0.014746499,0.040064426,96.15202232
25711,2010,11,운서,28110,112,0.005907433,0.703786816,0.021293128,0.023776999,66.73174157
25712,2010,11,광양읍,46230,168,0.00774162,0.50377095,0.019967504,0.020652235,58.8603352
25713,2010,11,중동,46230,168,0.006424929,0.514144272,0.018066572,0.027939093,54.40226629
25714,2010,11,진상면,46230,168,0.005614306,0.437883008,0.025890603,0.009455056,83.07103064
25715,2010,11,태인동,46230,168,0.008182584,0.473706294,0.022731844,0.020846369,43.28257191
25716,2010,11,용당동,46110,165,0.00494854,0.640611961,0.022384722,0.03692029,52.15
25717,2010,11,순천만,46150,168,0.004962448,0.618181818,0.023906425,0.011691238,57.42618384
25718,2010,11,연향동,46150,168,0.005004172,0.574244604,0.019931755,0.027897079,52.37691238
25719,2010,11,장천동,46150,168,0.005087866,0.417852162,0.021214784,0.022352859,51.24930362
25720,2010,11,호두리,46150,168,0.005627095,0.731512605,0.024427374,0.020027933,42.54769231
25721,2010,11,광무동,46130,168,0.007018131,0.640585774,0.020612273,0.028390516,60.42817294
25722,2010,11,문수동,46130,168,0.011936107,0.801117318,0.024874302,0.030530726,64.00296736
25723,2010,11,월내동,46130,168,0.010874627,0.655664336,0.025264336,0.051944262,58.57762238
25725,2010,11,나불리,46830,165,0.007187151,0.184149856,0.03049581,0.016991573,69.51753156
25726,2010,11,송단리,46790,156,0.004385633,0.556676136,0.040609375,0.00466689,53.921875
25727,2010,11,고창읍,45790,245,0.003497222,0.323333333,0.034452778,0.011116667,60.89166667
25728,2010,11,개정동,45130,140,0.003631944,0.658888889,0.022295833,0.0244875,73.61527778
25729,2010,11,소룡동,45130,140,0.008613889,0.48625,0.020252778,0.017122222,77.1375
25731,2010,11,죽항동,45190,247,0.003572222,0.506388889,0.010377778,0.022983333,71.55138889
25732,2010,11,남중동,45140,140,0.00464395,0.60876217,0.015308762,0.015933241,58.14742698
25733,2010,11,팔봉동,45140,140,0.008409722,0.596527778,0.018251389,0.0261375,87.92638889
25734,2010,11,운암면,45750,244,0.00242342,0.320545977,0.028146552,0.004049282,60.63400576
25735,2010,11,삼천동,45111,146,0.004179153,0.522638436,0.021267101,0.024368078,73.30781759
25736,2010,11,중앙동(전주),45111,146,0.004333333,0.475416667,0.0174,0.018793056,69.97916667
25737,2010,11,팔복동,45113,146,0.005311111,0.484166667,0.0179375,0.019304167,78.77083333
25738,2010,11,연지동,45180,245,0.004495833,0.4775,0.016275,0.020172222,73.41678521
25739,2010,11,동홍동,50130,189,0.00455,0.411805556,0.047505556,0.011183333,77.02777778
25740,2010,11,고산리,50110,184,0.002807593,0.800722543,0.049019971,0.003873857,79.30071942
25741,2010,11,연동,50110,184,0.002740278,0.284561892,0.032449235,0.015020891,81.45201669
25742,2010,11,이도동,50110,184,0.001620833,0.301111111,0.029747222,0.014230556,101.7743363
25743,2010,11,사곡면,44150,236,0.005589894,0.546293495,0.029756798,0.008214502,74.65165165
25744,2010,11,난지도리,44270,129,0.00360356,0.392344498,0.02763593,0.010400636,54.2428115
25745,2010,11,정곡리,44270,129,0.00331129,0.484782609,0.018512422,0.015295031,56.7012987
25746,2010,11,독곶리,44210,129,0.0034512,0.541960184,0.025665131,0.017192956,62.72542902
25747,2010,11,동문동,44210,129,0.003886707,0.736842105,0.02268209,0.018897321,57.78195489
25748,2010,11,모종동,44200,232,0.004136294,0.673211568,0.015344037,0.021301973,111.9390625
25749,2010,11,백석동,44133,232,0.004397321,0.822013652,0.013809524,0.023630952,83.14520958
25751,2010,11,성황동,44131,232,0.005531949,0.68658147,0.015485623,0.034049521,68.96672504
25752,2010,11,파도리,44825,129,0.003116918,0.554600302,0.039980333,0.007931118,81.20720721
25753,2010,11,청천면,43760,127,0.001790182,0.476230661,0.024561625,0.008531224,64.69722222
25754,2010,11,장락동,43150,221,0.007990237,1.121478382,0.012242678,0.02862901,86.03888889
25755,2010,11,오창읍,43114,131,0.003377964,0.424825662,0.016444909,0.025485765,87.00555556
25756,2010,11,문화동,43111,131,0.004851796,0.825898204,0.011640719,0.03535479,100.0287009
25758,2010,11,사천동,43114,131,0.005848348,0.693393393,0.014983483,0.030330479,103.212766
25759,2010,11,송정동(봉명동),43113,131,0.004176647,0.61511976,0.011726048,0.038244012,96.91791045
25760,2010,11,용암동,43111,131,0.004501506,0.760240964,0.013168675,0.026153614,95.22072072
25761,2010,11,칠금동,43130,127,0.00577997,0.732473445,0.013268987,0.027273141,88.02831595
25762,2010,11,호암동,43130,127,0.010927273,1.253986014,0.014864979,0.028054545,68.9567643
25763,2010,12,옥천동,42150,105,0.006185637,0.51103352,0.022708672,0.017926829,51.89566396
25764,2010,12,간성읍,42820,90,0.003234328,0.436092266,0.037412245,0.005607056,52.46038251
25765,2010,12,천곡동,42170,106,0.006820652,0.743342391,0.025072011,0.020976902,42.69209809
25766,2010,12,남양동1,42230,216,0.007819293,0.666711957,0.024567935,0.017855978,49.86413043
25767,2010,12,방산면,42800,211,0.001998507,0.67513587,0.021180461,0.005751289,50.43442623
25768,2010,12,명륜동,42130,114,0.007729023,1.056557377,0.010331499,0.029532325,74.66986301
25769,2010,12,중앙동(원주),42130,114,0.008518318,1.272862958,0.009166893,0.032767978,79.29036635
25770,2010,12,북평면,42770,216,0.003483696,0.601766304,0.025703804,0.010181224,45.28358209
25771,2010,12,석사동,42110,101,0.005142084,1.019350474,0.011779432,0.025469553,76.47902571
25772,2010,12,중앙로,42110,101,0.006627717,0.82201087,0.013451087,0.025869565,65.0326087
25773,2010,12,치악산,42730,114,0.002410627,0.340680272,0.020281633,0.010716735,55.11940299
25775,2010,12,식사동,41285,108,0.004722449,0.515896739,0.009974185,0.045334239,70.80868385
25776,2010,12,행신동,41281,108,0.006006831,0.695765027,0.009440111,0.030790123,75.80026991
25777,2010,12,과천동,41290,108,0.007829609,0.710094213,0.011606469,0.038777927,68.56462585
25778,2010,12,별양동,41290,108,0.006048518,0.779649596,0.012018868,0.038789757,69.72334683
25779,2010,12,소하동,41210,108,0.006430108,0.769868996,0.012516129,0.033477961,74.58918129
25780,2010,12,철산동,41210,108,0.006305819,0.810419486,0.011437967,0.036660352,74.57795699
25781,2010,12,경안동,41610,202,0.006995787,0.949858357,0.008275281,0.035584527,76.38235294
25782,2010,12,교문동,41310,108,0.006961538,0.890014065,0.009896603,0.041881051,66.37273992
25783,2010,12,동구동,41310,108,0.004166667,0.884757835,0.00984116,0.029118457,55.78954608
25784,2010,12,당동,41410,119,0.007551957,0.550673854,0.009907008,0.033447439,77.48855989
25785,2010,12,산본동,41410,119,0.006151432,0.618553888,0.011648022,0.031633609,71.84773663
25786,2010,12,고촌면,41570,201,0.007510811,0.867231638,0.014568895,0.029930988,64.26123596
25787,2010,12,사우동,41570,201,0.005665317,0.855886333,0.017112011,0.028796221,66.49595687
25788,2010,12,통진읍,41570,201,0.006472299,0.771883657,0.014450763,0.027198061,75.4719888
25789,2010,12,금곡동,41360,108,0.005765348,0.80629275,0.01266985,0.03526603,67.72653061
25790,2010,12,보산동,41250,98,0.012107392,0.770612813,0.0107894,0.025675487,91.91504178
25792,2010,12,내동,41190,112,0.006167804,0.622510232,0.009593452,0.038236016,85.34466019
25793,2010,12,소사본동,41190,112,0.007848033,0.812211669,0.011529172,0.034660787,65.48667602
25794,2010,12,오정동,41190,112,0.007378562,0.75131397,0.010013569,0.038995929,76.48948107
25795,2010,12,중2동,41190,112,0.007070652,0.587771739,0.008622283,0.037191576,70.18157182
25796,2010,12,단대동,41131,108,0.006696356,0.688172043,0.009147099,0.030331984,69.93622795
25798,2010,12,복정동,41131,108,0.006741228,0.675159236,0.010009419,0.043503215,55.33469945
25799,2010,12,상대원1동,41133,108,0.006263795,0.658277254,0.008437416,0.034142665,72.23180593
25800,2010,12,수내동,41135,119,0.006127186,0.633287293,0.010740331,0.039111878,57.68282548
25801,2010,12,운중동,41135,119,0.004851902,0.697843666,0.010365229,0.036222372,74.53333333
25802,2010,12,정자1동,41135,119,0.005649171,0.710733696,0.008046196,0.040039456,73.7696793
25803,2010,12,고색동,41113,119,0.007014925,0.898643148,0.011716418,0.036899587,74.99056604
25804,2010,12,광교동,41117,119,0.006875513,1.065603329,0.009012103,0.04879726,56.39047619
25806,2010,12,신풍동,41115,119,0.008278003,0.91025641,0.010644595,0.043047233,63.0606469
25807,2010,12,영통동,41115,119,0.005762943,0.600681199,0.008434605,0.04150545,67.24456522
25808,2010,12,인계동,41115,119,0.005498575,0.967630854,0.008874659,0.042107629,68.21145975
25809,2010,12,천천동,41111,119,0.009042818,0.717278912,0.009169837,0.040610054,68.14032698
25810,2010,12,대야동,41390,112,0.007023843,0.693991416,0.013271449,0.034212377,70.14285714
25811,2010,12,시화공단,41390,112,0.008891304,0.800948509,0.015598916,0.035422764,84.48982361
25812,2010,12,정왕동,41390,112,0.007874656,0.863726885,0.011837466,0.038117318,76.64794521
25813,2010,12,고잔동,41273,112,0.006466216,0.689864865,0.011424324,0.033825676,74.08613728
25814,2010,12,대부동,41273,112,NA,0.556840621,0.019836879,0.016746799,64.69189189
25815,2010,12,본오동,41271,119,0.006837366,0.805107527,0.010344086,0.036983871,69.75134409
25816,2010,12,부곡동1,41271,119,0.007175583,0.697715054,0.008719086,0.038944892,78.4757953
25817,2010,12,원곡동,41273,112,0.005933784,NA,0.011044595,0.035586592,76.99055331
25818,2010,12,원시동,41273,112,0.009935714,0.715353261,0.013004478,0.035449728,74.28263795
25820,2010,12,호수동,41273,112,0.007116343,0.813547486,0.011429958,0.032894298,55.20065789
25821,2010,12,봉산동,41550,203,0.004411606,0.550607287,0.011168691,0.023452092,70.36253369
25822,2010,12,부림동,41173,119,0.006093369,0.747767253,0.008404601,0.034158322,63.18218623
25823,2010,12,안양2동,41171,119,0.006459864,0.788979592,0.008802721,0.026989116,56.3042292
25824,2010,12,안양6동,41171,119,0.006535813,0.636671177,0.011301653,0.027343708,66.35862069
25825,2010,12,호계동,41173,119,0.006109459,0.740675676,0.01017027,0.02861413,82.11036339
25826,2010,12,백석읍,41630,98,0.008748649,0.74972973,0.013583784,0.024645946,76.52489906
25827,2010,12,오산동,41370,119,0.005986431,0.70339213,0.008421196,0.032833333,79.85753053
25828,2010,12,기흥,41463,119,0.005222411,0.926451613,0.009181416,0.038769912,71.56093979
25829,2010,12,김량장동,41461,203,0.005545946,0.721862348,0.007211876,0.0364278,75.78171896
25830,2010,12,수지,41465,119,0.006379104,0.88431085,0.008295691,0.035889675,71.22627737
25831,2010,12,고천동,41430,119,0.006519022,1.091180461,0.011027174,0.04224559,63.51897019
25832,2010,12,부곡3동,41430,119,0.007076398,0.980354707,0.007553888,0.045098226,76.95652174
25833,2010,12,의정부1동,41150,98,0.007894452,1.044350282,0.01034143,0.033179487,76.18588874
25834,2010,12,의정부동,41150,98,0.005817073,0.970731707,0.01247479,0.035363144,70.68928087
25835,2010,12,설성면,41500,203,0.002010526,0.805398111,0.015064777,0.019203779,78.92162162
25836,2010,12,창전동,41500,203,0.005102842,0.661840325,0.007889039,0.026614344,77.08086253
25837,2010,12,금촌동,41480,98,0.007662107,0.753150685,0.011833572,0.026621067,72.37618403
25838,2010,12,비전동,41220,119,0.004085366,0.585772358,0.00990095,0.028513587,69.88092016
25839,2010,12,안중,41220,119,0.006733424,0.588903924,0.012915875,0.026204885,75.55585464
25840,2010,12,관인면,41650,98,0.002619512,0.703523035,0.020547425,0.011617751,63.47082768
25842,2010,12,신장동,41450,108,0.005813187,0.683060921,0.00854607,0.02599865,65.5704607
25843,2010,12,남양동,41590,119,0.004091971,0.514577259,0.014644315,0.025122059,65.09447674
25844,2010,12,동탄동,41590,119,0.004283582,0.731842818,0.007730352,0.030775068,51.33916555
25845,2010,12,향남,41590,119,0.005220461,0.503170029,0.01429056,0.027805476,80.15850144
25846,2010,12,저구리,48310,294,0.004308731,0.33042292,0.030122783,0.008218008,68.14794521
25847,2010,12,남상면,48880,284,0.007020946,0.456081081,0.02212027,0.010807347,52.83602151
25848,2010,12,동상동,48250,159,0.00618637,0.563143255,0.014311544,0.027656467,54.52900552
25849,2010,12,삼방동,48250,159,0.005757453,0.493902439,0.018242547,0.024308943,48.76850606
25850,2010,12,북부동,48330,288,0.004652646,0.446675712,0.016495251,0.022401628,55.91632928
25851,2010,12,웅상읍,48330,288,0.003392318,0.490123457,0.011893004,0.014550069,45.35928962
25852,2010,12,대안동,48170,192,0.004838936,0.637114846,0.01122409,0.041570028,64.94682422
25853,2010,12,상대동,48170,192,0.007386819,0.494548063,0.01288563,0.021040346,59.16271722
25854,2010,12,상봉동,48170,192,0.006136364,0.592402827,0.014706745,0.02336217,50.74707602
25855,2010,12,가음정동,48123,155,0.004116848,0.580737705,0.015841962,0.029233379,71.11891892
25856,2010,12,경화동,48129,155,0.005837618,0.494857916,0.019814614,0.019792963,62.12903226
25857,2010,12,대산면,48121,155,0.004847425,0.544733242,0.01549458,0.015870612,72.84656797
25858,2010,12,명서동,48121,155,0.002903846,0.459478022,0.01540522,0.018431319,56.30232558
25860,2010,12,봉암동,48127,155,0.005449393,0.425540541,0.016209459,0.033637838,57.58401084
25861,2010,12,사파동,48123,155,0.003665765,0.610690122,0.013422192,0.031856563,58.79973118
25862,2010,12,용지동,48121,155,0.004758108,0.603513514,0.017486486,0.023214826,41.34594595
25863,2010,12,웅남동,48123,155,0.004132768,0.615753425,0.01859944,0.02865928,78.2578019
25864,2010,12,회원동,48127,155,0.00415625,0.453804348,0.015282609,0.019399356,55.13709677
25865,2010,12,하동읍,48850,192,0.00434278,0.557759784,0.019213225,0.011361673,50.77792732
25866,2010,12,성건동,47130,138,0.006193548,0.539919355,0.018001346,0.019920699,51.78629032
25867,2010,12,공단동,47190,279,0.006367072,0.52780027,0.014479082,0.009318489,46.61994609
25868,2010,12,원평동,47190,279,0.006300945,0.719489247,0.013764785,0.029127688,62.43010753
25869,2010,12,형곡동,47190,279,0.003861925,0.576740947,0.013558496,0.030368201,49.61603376
25870,2010,12,신음동,47150,135,0.00534543,0.633870968,0.016293011,0.015741935,71.38544474
25871,2010,12,남문동,47170,136,0.00888498,0.624089636,0.010688769,0.021882353,66.30694444
25872,2010,12,지품면,47770,277,0.002586231,0.279501385,0.03079889,0.00575014,46.12792297
25873,2010,12,휴천동,47210,272,0.016444892,1.570026882,0.022978495,0.01744086,63.73387097
25874,2010,12,화북면,47230,281,0.003759459,0.57527027,0.033583784,0.008931486,52.56317204
25875,2010,12,태하리,47940,115,0.002883671,0.634965986,0.039547908,0.002088514,47.99300699
25876,2010,12,안계면,47730,278,0.002436132,0.381777778,0.019542042,0.011892504,55.59790732
25877,2010,12,3공단,47111,138,0.003678378,0.31671159,0.02433782,0.01039946,61.893531
25878,2010,12,대도동,47111,138,0.004205405,0.502297297,0.014754054,0.023271622,59.21486486
25879,2010,12,대송면,47111,138,0.00509543,0.430241935,0.020100806,0.017998656,45.35887097
25880,2010,12,장흥동,47111,138,0.005684798,0.583152174,0.013668985,0.024112971,87.01549053
25882,2010,12,송정1동,29200,156,0.005200542,0.63495935,0.01604878,0.023205962,51.3180593
25883,2010,12,오선동,29200,156,0.004576087,0.458967391,0.017817935,0.020311141,67.9864682
25884,2010,12,주월동,29155,156,0.004246612,0.807452575,0.01348916,0.033235772,53.51551957
25885,2010,12,서석동,29110,156,0.005356369,0.876558266,0.013268293,0.027044715,58.56603774
25886,2010,12,건국동,29170,156,0.003586721,0.450271003,0.019493225,0.016517615,56.90566038
25887,2010,12,두암동,29170,156,0.004693351,0.629986431,0.015793758,0.02587924,45.69811321
25889,2010,12,농성동,29140,156,0.004802168,0.714634146,0.013384824,0.028971545,43.81132075
25891,2010,12,대명동,27200,143,0.011535762,0.735222672,0.011614035,0.034936572,52.20628415
25892,2010,12,호림동,27290,143,0.004706685,0.602077562,0.012395588,0.026280654,64.8495935
25893,2010,12,현풍면,27710,143,0.005696477,0.663473054,0.017592141,0.020551491,51.62228261
25894,2010,12,신암동,27140,143,0.008848853,0.855209743,0.011105121,0.034892038,65.67833109
25896,2010,12,노원동,27230,143,0.006568707,0.59375,0.012610054,0.034363265,89.33108108
25897,2010,12,태전동,27230,143,0.005132972,0.795793758,0.013616531,0.033690638,50.81707317
25898,2010,12,이현동,27170,143,0.011273342,0.471041949,0.011200271,0.037843031,78.19883041
25900,2010,12,만촌동,27260,143,0.009131793,0.865128901,0.009955405,0.043184532,63.70725034
25901,2010,12,지산동,27260,143,0.004832432,0.749459459,0.011933784,0.033897297,69.33736559
25903,2010,12,수창동,27110,143,0.005836991,1.085893855,0.014126741,0.043883792,66.84349259
25904,2010,12,문평동,30230,133,0.004956873,0.552560647,0.013106469,0.028443396,64.77088949
25905,2010,12,읍내동,30230,133,0.008750681,0.81361186,0.009994609,0.031505391,64.84501348
25906,2010,12,성남동1,30110,133,0.008284367,0.874393531,0.010850404,0.024525606,44.60242588
25907,2010,12,둔산동,30170,133,0.004052561,0.779784367,0.012424528,0.041730458,59.12668464
25909,2010,12,정림동,30170,133,0.003897574,0.750539084,0.011778976,0.029425876,53.0754717
25910,2010,12,구성동,30200,133,0.003749326,0.558221024,0.011378706,0.026349057,56.88814016
25912,2010,12,문창동,30140,133,0.008398922,1.227493261,0.01208221,0.02421159,59.08221024
25913,2010,12,녹산동,26440,159,0.00804898,0.454421769,0.018552381,0.022385034,66.23809524
25914,2010,12,대저동,26440,159,0.014618207,0.37173913,0.013399457,0.02371875,63.91801075
25915,2010,12,부곡동,26410,159,0.005871233,0.693118594,0.019346101,0.031736986,51.44758065
25916,2010,12,기장읍,26710,159,0.004855978,0.444875346,0.02157337,0.018725916,39.10854817
25917,2010,12,용수리,26710,159,0.004260573,0.339699864,0.025126876,0.01466985,43.63028649
25918,2010,12,대연동,26290,159,0.005822647,0.49154161,0.017073871,0.029663029,52.17142857
25921,2010,12,전포동,26230,159,0.006540136,0.74462585,0.01610068,0.034515604,55.84081633
25922,2010,12,덕천동,26320,159,0.00602459,0.588251366,0.015122951,0.019968579,61.28129206
25923,2010,12,학장동,26530,159,0.008608696,0.409090909,0.011922659,0.028119403,80.00952381
25924,2010,12,장림동,26380,159,0.007402985,0.498778833,0.012778833,0.031592375,77.52016129
25925,2010,12,연산동,26470,159,0.006216033,0.479891304,0.017036685,0.032436141,49.875
25926,2010,12,태종대,26200,159,0.008300272,0.415081522,0.019987772,0.02008288,54.30832196
25927,2010,12,광복동,26110,159,0.007099455,0.498365123,0.017318801,0.025042234,50.67438692
25928,2010,12,좌동,26350,159,0.00570692,0.594843962,0.023243207,0.024857531,39.192673
25929,2010,12,강남구,11680,108,0.006305108,0.556989247,0.006047043,0.044038978,67.91509434
25931,2010,12,강동구,11740,108,0.006777628,0.707412399,0.010154987,0.028733154,57.69137466
25933,2010,12,강북구,11305,108,0.006238544,0.707816712,0.010811321,0.036718329,49.86269071
25934,2010,12,강서구,11500,108,0.007825069,0.619008264,0.009190083,0.037807163,63.88218391
25935,2010,12,관악구,11620,108,0.005275676,0.815405405,0.009021622,0.037512162,70.68690958
25936,2010,12,광진구,11215,108,0.005367925,0.77277628,0.011078167,0.031578167,62.99325236
25937,2010,12,구로구,11530,108,0.005371274,0.75596206,0.010387534,0.03750271,65.3638814
25938,2010,12,금천구,11545,108,0.008050409,0.666485014,0.010088556,0.040959128,51.48575499
25940,2010,12,노원구,11350,108,0.00622807,0.681916329,0.011707152,0.036017544,44.78619756
25941,2010,12,도봉구,11320,108,0.005815968,0.746278755,0.015040541,0.027082432,61.82655827
