"","varVec.i.","diff.gbm.ex3","diff.gbm.ex4","diff.gbm.ex5","diff.gbm.ex6","diff.rf.ex3","diff.rf.ex4","diff.rf.ex5","diff.rf.ex6"
"1","SO2",-2.23831692221228,-2.22942623606097,-2.03842065137277,-2.44230470166757,-0.851794739496046,-0.907200210985813,-0.854447433401603,-1.18348882809945
"2","CO",-0.361706338097005,0.271400580809406,0.699401478911796,-0.112565423063665,-0.0635904029293266,0.0766883612499377,0.30159080294728,-0.0848483492385283
"3","O3",0.812688456286303,0.676569458954215,0.293338629092511,0.601774029998559,0.523865024680514,0.468836645189489,0.856274764900923,0.752696692472912
"4","NO2",-2.53016721758794,-1.72254860182872,-1.42392499755544,-2.29980646863107,-0.986325819775879,-0.359286064394096,-0.173815071744491,-0.433884692084764
"5","MEAN_PRES",0.762498966060752,-1.43270108710746,3.73047982444813,2.2799848717164,0.533170322132422,0.799974068415822,-0.165093459406587,0.702318135995909
"6","MEAN_SEA_PRES",2.87499901074667,4.75365731621253,1.57348143837631,11.3468159822027,1.57219408154788,1.38935349836402,1.1814547829516,3.69774219221194
"7","MAX_SEA_PRES",4.19959656575876,3.30229253479547,6.06540794276095,6.99671571278516,2.92702254780951,0.932967800864867,0.969291501912512,4.66256923273013
"8","MIN_SEA_PRES",4.14803846564828,-1.23737177780601,8.00113915932019,1.27271344243562,4.13568475997957,0.604728955584278,0.422145617938554,1.26947574897105
"9","MAX_WATER_PRES",2.45175612705732,0.709683202614244,0.277420665272986,2.84767097823949,1.2004022456132,1.38653219470759,0.917946330174371,1.47813782542524
"10","SUM_PRECI",0.418040060535069,0.200565753309702,0.975004713263921,0.627205154674173,0.313327769012343,0.304681110214839,0.431082990866969,0.26932048777593
"11","MEAN_WIND_SPED",0.811789806171336,0.590320209020664,1.71744468956886,1.46309308689515,0.446966423976926,0.67394680180553,0.549611253089196,0.742366794997401
"12","SUM_SUN",-0.851696162996153,-2.23708235174134,-1.08965061152944,-1.27868655276314,-0.481889010957814,-0.648642033102129,-0.634682167065749,-0.0358677011064336
"13","BEIJING_PM2.5",4.42686052868925,-0.115480052280111,0.329243062324252,0.119111917725047,1.8541768086372,-0.158737476406909,0.194144970543952,1.29158555944974
"14","BEIJIING_PM2.5_STD",-0.442252095450073,-0.0631736026070296,-1.09927905109901,-0.231525285986211,-0.798261803871751,-0.236902536237544,-0.694617680361048,-0.387609067476832
"15","POP_DEN",-0.218118257880714,-0.150941646602707,0.303306854544125,-0.193224544096716,-0.0703884499725342,-0.0262455407868808,0.174093045218012,-0.085751908927053
"16","YD_FREQ",-0.877472680188084,-0.0226398767103013,-0.474131474610719,-0.60689390880371,-0.379911437750432,-0.00189545245244365,-0.0851305860076049,-0.0253633545896733
