"","varVec.i.","diff.gbm.ex3","diff.gbm.ex4","diff.gbm.ex5","diff.gbm.ex6","diff.rf.ex3","diff.rf.ex4","diff.rf.ex5","diff.rf.ex6"
"1","SO2",-0.735571396967575,-0.791921557938281,-0.627278397906516,-0.791217615421504,NA,NA,NA,NA
"2","CO",-0.121671555550195,0.111783069862327,0.184395750531236,-0.0357059963445288,NA,NA,NA,NA
"3","O3",0.164576027339352,0.117486188847799,0.000974049901840467,0.0527595201181713,NA,NA,NA,NA
"4","NO2",-0.835485252646841,-0.510851487551707,-0.430399386693332,-0.801298562367959,NA,NA,NA,NA
"5","MEAN_PRES",0.762498966060752,-1.43270108710746,3.73047982444813,2.2799848717164,NA,NA,NA,NA
"6","MEAN_SEA_PRES",2.87499901074667,4.75365731621253,1.57348143837631,11.3468159822027,NA,NA,NA,NA
"7","MAX_SEA_PRES",4.19959656575876,3.30229253479547,6.06540794276095,6.99671571278516,NA,NA,NA,NA
"8","MIN_SEA_PRES",4.14803846564828,-1.23737177780601,8.00113915932019,1.27271344243562,NA,NA,NA,NA
"9","MAX_WATER_PRES",0.690411087875888,0.262965732631498,0.122580766877903,0.784550706821065,NA,NA,NA,NA
"10","SUM_PRECI",0.115172798007524,0.0660505740943804,0.28733128657852,0.171127555879136,NA,NA,NA,NA
"11","MEAN_WIND_SPED",0.250132927895174,0.115406818146469,0.521295727656311,0.37543244364065,NA,NA,NA,NA
"12","SUM_SUN",-0.397972818018524,-1.22145050307578,-0.126563181183618,-0.75689865779975,NA,NA,NA,NA
"13","BEIJING_PM2.5",0.610784965702614,-0.0780324998149784,0.199324906698462,-0.263387178740467,NA,NA,NA,NA
"14","BEIJIING_PM2.5_STD",-0.172802932789062,0.0461543989731018,-0.33892894778141,-0.0726618227147509,NA,NA,NA,NA
"15","POP_DEN",-0.0417786516759802,-0.048301105029157,0.0842632001655291,-0.0410937537809786,NA,NA,NA,NA
"16","YD_FREQ",0.00671594018772347,0,0.00481163299944638,-0.0119361502110594,NA,NA,NA,NA
