"","varVec.i.","diff.gbm.ex3","diff.gbm.ex4","diff.gbm.ex5","diff.gbm.ex6","diff.rf.ex3","diff.rf.ex4","diff.rf.ex5","diff.rf.ex6"
"1","SO2",0.677873172503163,0.734636437127859,0.695135015540144,0.762884979434017,0.227276750601612,0.266366343647805,0.254981359276341,0.413044617190862
"2","CO",0.0558351413442104,-0.0806680885473713,-0.0503744355360768,0.0502625458882425,0.031877130323783,-0.0102276155753282,0.00670264165760396,0.0644162750019707
"3","O3",-0.0884700716975158,-0.0302152859877048,0.0895663686571754,0.0549338981716359,-0.159381384738949,-0.117372412925392,-0.0725798124188144,-0.143553082268679
"4","NO2",0.763628133549229,0.451446025878255,0.335147641110115,0.773814561817605,0.228887724488887,0.137743187319404,0.16966913181859,0.175299628900928
"5","MEAN_PRES",-5.96773651194639,-0.490428919752077,-3.71505385816115,-5.35866906603373,-0.379947417562182,-0.24726767227954,-0.352061906694144,-0.235024797257188
"6","MEAN_SEA_PRES",-1.09925929402925,0.509737567221316,-2.46862545145968,-4.64880220580827,-1.41666159032687,1.27846643714368,0.0464006216477657,-0.919553516776049
"7","MAX_SEA_PRES",-0.467708332449771,3.97809483465489,4.10796726782075,0.619651434955608,-0.620446753728926,1.07843878090405,2.00264849062508,-0.346843206872569
"8","MIN_SEA_PRES",-5.25712252633464,-3.41797687907544,-0.178363968809753,-0.842747727318506,-2.35495199307518,-1.31485842986118,0.542806988536848,-0.176423760068714
"9","MAX_WATER_PRES",-0.380294224953496,-0.302359338379636,-0.0965362261796892,-0.584166727284138,-0.171747935994337,-0.262324503189045,-0.0682021441990065,-0.268167623626997
"10","SUM_PRECI",-0.0804840575167253,-0.0898745091978507,-0.266529819180579,-0.147605831987286,-0.0590196372424873,-0.0705861259882214,-0.0342524823389354,-0.0532574882020322
"11","MEAN_WIND_SPED",-0.205916568484695,-0.101335416814317,-0.465765805204106,-0.290224323335156,-0.100998496006679,-0.139923946789692,-0.0693901519254499,-0.111756862608594
"12","SUM_SUN",0.330117435640347,1.34845442591924,0.112010066514082,0.772861379458338,0.2573645048012,0.377959614766978,0.25918849210885,0.211656593886345
"13","BEIJING_PM2.5",-0.00821610973380332,0.287531939473928,-0.157734675733223,-0.329863017326731,-0.302079171035771,0.0583808875951532,0.0186778454390226,0.251633278356459
"14","BEIJIING_PM2.5_STD",0.246287229400129,-0.096674951025727,0.306102245604655,0.0985096473296661,0.404728151135469,0.0888375894236742,0.527767903501242,0.263731976496443
"15","POP_DEN",0.127329873960203,0.0844339328091644,-0.387560390802512,0.13993204133692,0.0181238223956296,0.0280584385658357,-0.0696617469288152,0.0300643878716903
"16","YD_FREQ",0.000964808131882371,0,-0.00438572457994216,0.00270422237536357,0.00250428810356741,0.00033858147909429,0.00234749744808472,6.82968320616218e-05
