"","varVec.i.","diff.gbm.ex3","diff.gbm.ex4","diff.gbm.ex5","diff.gbm.ex6","diff.rf.ex3","diff.rf.ex4","diff.rf.ex5","diff.rf.ex6"
"1","SO2",2.03268265931201,2.42508465595608,2.21966266591429,2.26392302706933,NA,NA,NA,NA
"2","CO",0.0807653743138081,-0.289214090420597,0.232292008122615,0.155734886507337,NA,NA,NA,NA
"3","O3",-0.151799465820818,-0.0576710435159581,0.244954975477915,0.261744579692671,NA,NA,NA,NA
"4","NO2",2.06220800109103,1.18711697015899,0.883787004866953,2.15211815153566,NA,NA,NA,NA
"5","MEAN_PRES",-5.96970490429604,-0.484739498027875,-3.72977739259479,-5.36430748005658,NA,NA,NA,NA
"6","MEAN_SEA_PRES",-1.09925929402925,0.509737567221316,-2.46862545145968,-4.64880220580827,NA,NA,NA,NA
"7","MAX_SEA_PRES",-0.467708332449771,3.97809483465489,4.10796726782075,0.619651434955608,NA,NA,NA,NA
"8","MIN_SEA_PRES",-5.25712252633464,-3.41797687907544,-0.178363968809753,-0.842747727318506,NA,NA,NA,NA
"9","MAX_WATER_PRES",-0.897493922169838,-0.547957980565747,-0.175508440883744,-1.43210066141488,NA,NA,NA,NA
"10","SUM_PRECI",-0.205650224342906,-0.226676941891463,-0.748046138314046,-0.385783681032426,NA,NA,NA,NA
"11","MEAN_WIND_SPED",-0.558813074471366,-0.270034731717624,-1.14694740722647,-0.750951816881181,NA,NA,NA,NA
"12","SUM_SUN",0.960413872460361,3.89554739259946,0.387227812548415,2.50218251754367,NA,NA,NA,NA
"13","BEIJING_PM2.5",0.636396930070884,1.29952554824174,-0.371858951180806,0.86404707387549,NA,NA,NA,NA
"14","BEIJIING_PM2.5_STD",0.947330992997439,-0.371519039715441,0.777289976773027,0.357111891870572,NA,NA,NA,NA
"15","POP_DEN",0.153139099502869,0.110474134295994,-0.336816752105581,0.165299140026371,NA,NA,NA,NA
"16","YD_FREQ",0.740131666388033,0.00896247974915385,0.859355128727059,0.424971602669109,NA,NA,NA,NA
