"","varVec2.i.","diff.gbm.ex4","diff.gbm.ex5","diff.gbm.ex6","diff.rf.ex4","diff.rf.ex5","diff.rf.ex6"
"1","SHANGHAI_PM2.5",1.49660323993313,0.844735784079348,0.203252445414278,0.739978968667143,0.811679473287191,-0.0635992374767983
"2","SHANGHAI_PM2.5_STD",0.108134735457791,0.143435714094867,0.0280774577520823,0.0525476004147575,0.227246147162521,0.0161266591681436
