"","varVec2.i.","diff.gbm.ex4","diff.gbm.ex5","diff.gbm.ex6","diff.rf.ex4","diff.rf.ex5","diff.rf.ex6"
"1","SHANGHAI_PM2.5",3.66501674814378,1.35369891897146,0.542055888979746,NA,NA,NA
"2","SHANGHAI_PM2.5_STD",0.319681075700077,0.366578180908389,0.0580456882906676,NA,NA,NA
