"","varVec.i.","diff.gbm.ex3","diff.gbm.ex4","diff.gbm.ex5","diff.gbm.ex6","diff.rf.ex3","diff.rf.ex4","diff.rf.ex5","diff.rf.ex6"
"1","SO2",2.45897103557276,1.77947421962955,2.9458353667124,1.92968182223387,1.65550193405305,-0.386521737750349,2.0940865567821,2.97408144750111
"2","CO",0.4988987199674,-0.917715635855268,0.94434634577593,-0.171615879126664,1.08021764300401,-1.16140219375112,1.42433606813815,1.95082830466968
"3","O3",0.265362233439751,-0.687632061579259,0.957099271373751,-0.0659526698872386,0.545725599070363,-1.41307125712056,1.09058016765313,1.38286678791914
"4","NO2",2.48861973302251,0.549309747864157,1.6004695898555,1.81824237172203,1.63641103079465,-0.780434905711525,1.83691230771458,2.22182097338911
"5","MEAN_PRES",-5.57685017607618,-1.11200859885054,-3.04586975942505,-5.67361644212262,0.593329575236984,-1.38302177952388,0.895507058602031,1.4460967309843
"6","MEAN_SEA_PRES",-0.686056043191409,-0.123799966516675,-1.77575854286948,-4.96044973789835,-0.453513181344959,0.125340787878351,1.29895824495036,0.750033141991021
"7","MAX_SEA_PRES",-0.0518664875171658,3.32269539417515,4.84755456241552,0.290784396314406,0.350480586920831,-0.0724094146330989,3.27969788140889,1.33239408960045
"8","MIN_SEA_PRES",-4.86129065807558,-4.02675706508014,0.53077305184123,-1.16683503481425,-1.40097057846726,-2.43845727519454,1.80157950388193,1.50568524363694
"9","MAX_WATER_PRES",-0.483447703858104,-1.17482859978371,0.533648865555434,-1.75426171741416,0.569946865502731,-1.69913144955154,1.15614708916287,1.20114378012067
"10","SUM_PRECI",0.211286488650396,-0.855572674315426,-0.0429561632982795,-0.711364537855014,0.846257648735213,-1.32648265653255,1.10268196377691,1.55491704828136
"11","MEAN_WIND_SPED",-0.143351861425856,-0.898657169355434,-0.4446912432823,-1.07533915174528,0.783304192395766,-1.40806367928481,1.11104535416604,1.41981134243063
"12","SUM_SUN",1.38222235357234,3.2406682688982,1.10038282054847,2.16716258119858,1.66636587040795,0.0218138370127314,1.99924252085979,2.28946380847208
"13","BEIJING_PM2.5",1.05685168164589,0.661009787102277,0.335903473132499,0.534381248229143,0.383871650415345,-0.651183776188964,1.15358607447205,2.9533047639164
"14","BEIJIING_PM2.5_STD",1.36908481437395,-0.999501796862999,1.49321600248031,0.0291029420900375,1.94483230152807,-0.977318491342047,2.05174528959993,2.38114253044456
"15","POP_DEN",0.571574819621099,-0.520546744073774,0.371194613435671,-0.162082885582065,1.03767021443494,-1.0837467279719,1.12100970413454,1.76473706896779
"16","YD_FREQ",1.16101981744989,-0.621418545758355,1.57586414865954,0.0967408590161543,1.23491563758254,-1.13771639639791,2.24757675618543,1.82018671338594
