"","varVec2.i.","diff.gbm.ex4","diff.gbm.ex5","diff.gbm.ex6","diff.rf.ex4","diff.rf.ex5","diff.rf.ex6"
"1","SHANGHAI_PM2.5",-7.61739702978408,-1.51025349871368,-0.956432202393293,-6.19488508838473,-1.89730330920071,0.550961155140839
"2","SHANGHAI_PM2.5_STD",-1.24291880677546,-0.0254096381040753,-0.479102152645364,-1.64524517078682,1.08386911408192,1.68154414508571
