"","varVec.i.","diff.gbm.ex3","diff.gbm.ex4","diff.gbm.ex5","diff.gbm.ex6","diff.rf.ex3","diff.rf.ex4","diff.rf.ex5","diff.rf.ex6","mn"
"1","SO2",4.17009345242165,3.10428544557766,4.40504567121337,3.96038097707228,3.93355127492245,2.14873447775739,3.86175451105204,5.21768511486178,4.17009345242165
"2","CO",2.1272161996015,0.389736642746499,2.26077820836176,1.71006356948205,3.26150399679741,1.29815736288422,3.19024623660274,4.11384148215194,2.1272161996015
"3","O3",1.9530185856767,0.717050087915592,2.46699828294418,1.94453337745487,2.85886376215068,1.11375430444359,2.92360757152695,3.66646784295666,1.9530185856767
"4","NO2",4.22778474334668,1.95669663042545,3.21271878545225,3.84107714421003,3.9046805174414,1.71438562933257,3.74551825680916,4.43898408014747,4.22778474334668
"5","MEAN_PRES",-4.50145215147715,0.340120960893415,-1.65085866405555,-4.19801693972841,2.86666553062431,1.20790536605505,2.78953438849413,3.74632831641938,-4.50145215147715
"6","MEAN_SEA_PRES",0.836344641602158,1.04212107265676,-0.237518592730264,-3.48653374231424,1.95811395809719,2.86911334047691,3.51158778550683,3.03874325916502,0.836344641602158
"7","MAX_SEA_PRES",1.40012740412051,4.94727951161005,7.47523688538636,2.3130147917585,2.59292727700521,2.32033869926377,5.77884421160042,3.45562567407926,1.40012740412051
"8","MIN_SEA_PRES",-3.38634790094402,-2.85138560186931,1.7860252096372,0.774405299076004,1.39501932016752,0.226201234262921,3.68496624757163,3.81144815153992,-3.38634790094402
"9","MAX_WATER_PRES",1.20176793983935,0.114519599744089,2.00579950694068,0.120807735751958,2.80963312613639,0.810723027637578,3.04748251823571,3.38295424406093,1.20176793983935
"10","SUM_PRECI",1.79472769556977,0.43541190284519,1.3462520218948,1.15492783613183,3.05833749267321,1.12735427311881,2.87340949754254,3.73338154962489,1.79472769556977
"11","MEAN_WIND_SPED",1.45957437433934,0.49912408603405,0.977681543097871,0.787065854206486,2.99017011629073,1.1173310649065,2.88802011669768,3.6416774542411,1.45957437433934
"12","SUM_SUN",3.12990585990856,4.84310148165313,2.56930250704185,4.22903324639746,4.18959513789976,2.64885791338585,3.79861286332574,4.53254137938055,3.12990585990856
"13","BEIJING_PM2.5",3.24246927139533,2.07935452263515,1.93300550063233,2.73510290699749,2.79678579295603,1.97908457927329,3.16875000745703,5.09709938681667,3.24246927139533
"14","BEIJIING_PM2.5_STD",2.86655240193501,0.310755740854196,2.81303656381567,1.91344132093887,4.10059084110493,1.49908423590766,3.86407712024139,4.51773587960827,2.86655240193501
"15","POP_DEN",2.24185067646721,0.84614546162104,1.93257376513817,1.83831372632168,3.27084135066868,1.40773975123111,2.88899944588767,3.97132367922716,2.24185067646721
"16","YD_FREQ",2.66733704368777,0.702651460385457,2.84319986346021,1.90023723243394,3.41038878608264,1.33798416955487,3.90517598541539,3.99234834573401,2.66733704368777
