"","varVec3.i.","diff.gbm.ex5","diff.rf.ex5","mn"
"1","BEIJING_AQI",-0.87510777072409,1.62378067615505,-0.87510777072409
"2","TIANJIN_AQI",0.512622752027672,2.8012181269558,0.512622752027672
