"","varVec3.i.","diff.gbm.ex5","diff.rf.ex5","mn"
"1","BEIJING_AQI",1.34001524908668,2.73276980103529,1.34001524908668
"2","TIANJIN_AQI",1.65614753376876,3.02369764245609,1.65614753376876
