"","varVec3.i.","diff.gbm.ex5","diff.rf.ex5","mn"
"1","BEIJING_AQI",2.94495348928106,3.76821826670899,2.94495348928106
"2","TIANJIN_AQI",2.85525598553201,4.11999563593924,2.85525598553201
